"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"Disk, NoError, EmulTrap";"Mina Omistan by Movement (c) 199? - 1 disk.";"1993 Movement";"whdload";"0";"Mina Omistan";"MinaOmistanAGA";"911617";"M\MinaOmistanAGA\MinaOmistanAGA.Slave";"0";"M\MinaOmistanAGA";"1933312";"MinaOmistan";"AGA";"";"";"";"";"";"mina omistan aga movement";"Best";"3.762944";"Pouet";"amiga demo";"5th";"Movement";"m\mina-omistan-movement";"demo";"Saturne 1994";"http://content.pouet.net/files/screenshots/00003/00003875.jpg";"april 1994";"Mina Omistan";"Amiga AGA";"http://www.pouet.net/prod.php?which=3875";"mina omistan minaomistan movement minaomistanmovement"
"NoError";"Mindriot ? 1993 Andromeda - 1 disk";"1993 Andromeda";"whdload";"0";"Mindriot";"MindRiot";"502459";"M\MindRiot\MindRiot.Slave";"0";"M\MindRiot";"1048576";"MindRiot";"OCS/ECS";"";"";"";"";"";"mind riot andromeda";"Exact";"100";"Pouet";"";"";"Andromeda";"m\mindriot-andromeda";"demo";"";"http://content.pouet.net/files/screenshots/00004/00004392.jpg";"january 1993";"mindriot";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4392";"mindriot mindriot andromeda mindriotandromeda"
"NoError, ClearMem";"Mini Megademo ? 1992 Doom.";"1992 Doom";"whdload";"0";"Mini Megademo";"MiniMegademoDoom";"691195";"M\MiniMegademoDoom\MiniMegademoDoom.Slave";"0";"M\MiniMegademoDoom";"524288";"MiniMegademoDoom";"OCS/ECS";"";"";"";"";"";"mini megademo doom";"Exact";"100";"Pouet";"";"";"Doom";"m\mini-megademo-doom";"demo";"";"http://content.pouet.net/files/screenshots/00032/00032161.jpg";"1992";"Mini Megademo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32161";"mini megademo minimegademo doom minimegademodoom"
"NoError, EmulTrap, ClearMem";"Mini Soundbox 1 ? 1989 Shadow Light & Level 4.";"1989 Shadow Light&Level 4";"whdload";"0";"Mini Soundbox 1";"MiniSoundbox1";"529047";"M\MiniSoundbox1\MiniSoundbox1.Slave";"0";"M\MiniSoundbox1";"524288";"MiniSoundbox1";"OCS/ECS";"";"";"";"";"";"mini soundbox 1 shadow light level 4";"Best";"5.363959";"Pouet";"";"";"Shadow Light,Level 4";"m\mini-soundbox-i-shadow-light-level-4_#2";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048685.jpg";"1989";"Mini Soundbox I";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48685";"mini soundbox 1 minisoundbox1 shadow light level 4 minisoundboxishadowlightlevel4"
"NoError, EmulTrap, ClearMem";"Mini Soundbox 2 ? 1989 Shadow Light & Level 4.";"1989 Shadow Light&Level 4";"whdload";"0";"Mini Soundbox 2";"MiniSoundbox2";"528222";"M\MiniSoundbox2\MiniSoundbox2.Slave";"0";"M\MiniSoundbox2";"524288";"MiniSoundbox2";"OCS/ECS";"";"";"";"";"";"mini soundbox ii shadow light level 4";"Exact";"100";"Pouet";"";"";"Shadow Light,Level 4";"m\mini-soundbox-ii-shadow-light-level-4";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048686.jpg";"1989";"Mini Soundbox II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48686";"mini soundbox 2 minisoundbox2 shadow light level 4 minisoundboxiishadowlightlevel4"
"NoError, EmulTrap, ClearMem";"Mini Soundbox 3 ? 1989 Shadow Light & Level 4.";"1989 Shadow Light&Level 4";"whdload";"0";"Mini Soundbox 3";"MiniSoundbox3";"537400";"M\MiniSoundbox3\MiniSoundbox3.Slave";"0";"M\MiniSoundbox3";"524288";"MiniSoundbox3";"OCS/ECS";"";"";"";"";"";"mini soundbox 3 shadow light level 4";"Best";"4.584876";"Pouet";"";"";"Shadow Light,Level 4";"m\mini-soundbox-iii-shadow-light-level-4_#2";"musicdisk";"";"http://content.pouet.net/files/screenshots/00034/00034096.gif";"1989";"Mini Soundbox III";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34096";"mini soundbox 3 minisoundbox3 shadow light level 4 minisoundboxiiishadowlightlevel4"
"NoError, ClearMem";"Minor Defects ? 1992 Grace.";"1992 Grace";"whdload";"0";"Minor Defects";"MinorDefects";"1821986";"M\MinorDefects\MinorDefects.Slave";"0";"M\MinorDefects";"524288";"MinorDefects";"OCS/ECS";"";"";"";"";"";"minor defects grace";"Exact";"100";"Pouet";"";"";"Grace";"m\minor-defects-grace";"musicdisk";"";"http://content.pouet.net/files/screenshots/00053/00053351.jpg";"1992";"Minor Defects";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53351";"minor defects minordefects grace minordefectsgrace"
"NoError";"Miracle Sounds 1 ? 1990.";"1990 Miracle";"whdload";"0";"Miracle Sounds 1";"MiracleSounds1";"912674";"M\MiracleSounds1\MiracleSounds1.Slave";"524288";"M\MiracleSounds1";"528384";"MiracleSounds1";"OCS/ECS";"";"";"";"";"";"miracle sounds miracle";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Miracle";;"Musicdisk";"";;"";"Miracle Sounds";;;"miracle sounds miraclesounds miracle miraclesoundsmiracle"
"NoError";"Mirror ? 1992 Andromeda - 2 disks";"1992 Andromeda";"whdload";"0";"Mirror";"Mirror";"1533099";"M\Mirror\Mirror.Slave";"0";"M\Mirror";"1048576";"Mirror";"OCS/ECS";"";"";"";"";"";"mirror andromeda";"Exact";"100";"Pouet";"none";"n/a";"Andromeda";"m\mirror-andromeda";"musicdisk";"The Party 1992";"http://content.pouet.net/files/screenshots/00003/00003614.jpg";"december 1992";"Mirror";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3614";"mirror mirror andromeda mirrorandromeda"
"NoError, EmulTrap, ClearMem";"Misery Dentro 2 ? 1993 TRSI";"1993 TRSI";"whdload";"0";"Misery Dentro 2";"MiseryDentro2";"908828";"M\MiseryDentro2\MiseryDentro2.Slave";"905216";"M\MiseryDentro2";"1048576";"MiseryDentro2";"OCS/ECS";"";"";"";"";"";"misery dentro 2 trsi";"Best";"1.704";"Pouet";"amiga demo";"2nd";"Masque,Tristar & Red Sector Inc.";"m\misery-dentro-2-masque-tristar-red-sector-inc_#2";"dentro";"CeBIT Demo Competition 1993";"http://content.pouet.net/files/screenshots/00003/00003191.png";"december 1993";"Misery Dentro 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3191";"misery dentro 2 miserydentro2 masque tristar red sector inc miserydentro2masquetristarredsectorinc"
"NoError, EmulTrap, ClearMem";"Mixolydian ? 1991 End of Century 1999.";"1991 End of Century 1999";"whdload";"0";"Mixolydian";"Mixolydian";"905767";"M\Mixolydian\Mixolydian.Slave";"0";"M\Mixolydian";"524288";"Mixolydian";"OCS/ECS";"";"";"";"";"";"mixolydian end of century";"Best";"4.561562";"Pouet";"";"";"End of Century 1999";"m\mixolydian-end-of-century-1999";"musicdisk";"";"http://content.pouet.net/files/screenshots/00016/00016839.jpg";"1991";"Mixolydian";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16839";"mixolydian mixolydian end of century 1999 mixolydianendofcentury1999"
"Disk, NoError, EmulTrap";"Mobile - Destination Unknown ? 199? Spaceballs.";"";"whdload";"0";"";"MobileDestinationUnknown";"912348";"M\MobileDestinationUnknown\MobileDestinationUnknown.slave";"";"M\MobileDestinationUnknown";"1048576";"MobileDestinationUnknown";"OCS/ECS";"";"";"";"";"";"mobile destination unknown";"Exact";"100";"Pouet";"amiga demo";"3rd";"Spaceballs";"m\mobile-destination-unknown-spaceballs";"demo";"The Gathering 1993";"http://content.pouet.net/files/screenshots/00002/00002965.jpg";"april 1993";"Mobile Destination Unknown";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2965";"mobile destination unknown mobiledestinationunknown spaceballs mobiledestinationunknownspaceballs"
"NoError, EmulTrap, ClearMem";"Moin Jungs ? 1988 Doctor Mabuse Orgasm Crackings.";"1988 Doctor Mabuse Orgasm Crackings";"whdload";"0";"Moin Jungs";"MoinJungs";"121573";"M\MoinJungs\MoinJungs.Slave";"0";"M\MoinJungs";"524288";"MoinJungs";"OCS/ECS";"";"";"";"";"";"moin jungs doctor mabuse orgasm crackings";"Exact";"100";"Pouet";"";"";"Doctor Mabuse Orgasm Crackings";"m\moin-jungs-doctor-mabuse-orgasm-crackings";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010651.gif";"1988";"Moin Jungs";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10651";"moin jungs moinjungs doctor mabuse orgasm crackings moinjungsdoctormabuseorgasmcrackings"
"NoError, EmulTrap, ClearMem";"Monoxide ? 1992 Vanish.";"1992 Vanish";"whdload";"0";"Monoxide";"Monoxide";"919642";"M\Monoxide\Monoxide.Slave";"524288";"M\Monoxide";"524288";"Monoxide";"OCS/ECS";"";"";"";"";"";"monoxide vanish";"Exact";"100";"Pouet";"amiga demo";"3rd";"Vanish";"m\monoxide-vanish";"demo";"World of Commodore 1992";"http://content.pouet.net/files/screenshots/00000/00000406.gif";"november 1992";"Monoxide";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=406";"monoxide monoxide vanish monoxidevanish"
"NoError, EmulTrap, ClearMem";"Morbid Visions 1992 Cyberiad.";"1992 Cyberiad";"whdload";"0";"Morbid Visions";"MorbidVisions";"1322930";"M\MorbidVisions\MorbidVisions.Slave";"0";"M\MorbidVisions";"524288";"MorbidVisions";"OCS/ECS";"";"";"";"";"";"morbid visions cyberiad";"Exact";"100";"Pouet";"";"";"Cyberiad";"m\morbid-visions-cyberiad";"slideshow";"";"http://content.pouet.net/files/screenshots/00031/00031150.png";"august 1992";"Morbid Visions";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31150";"morbid visions morbidvisions cyberiad morbidvisionscyberiad"
"NoError, EmulTrap, ClearMem";"Morbid Visions 2 1993 Carillon & Cyberiad.";"1993 Carillon & Cyberiad";"whdload";"0";"Morbid Visions 2";"MorbidVisions2";"603319";"M\MorbidVisions2\MorbidVisions2.Slave";"0";"M\MorbidVisions2";"524288";"MorbidVisions2";"OCS/ECS";"";"";"";"";"";"morbid visions 2 carillon cyberiad";"Best";"4.855123";"Pouet";"";"";"Carillon & Cyberiad";"m\morbid-visions-ii-carillon-cyberiad";"slideshow";"";"http://content.pouet.net/files/screenshots/00031/00031148.png";"march 1993";"Morbid Visions II";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31148";"morbid visions 2 morbidvisions2 carillon cyberiad morbidvisionsiicarilloncyberiad"
"NoError, EmulTrap, ClearMem";"Morbid Visions 3 1994 Carillon, Cyberiad & Complex.";"1994 Carillon, Cyberiad & Complex";"whdload";"0";"Morbid Visions 3";"MorbidVisions3";"450351";"M\MorbidVisions3\MorbidVisions3.Slave";"720896";"M\MorbidVisions3";"524288";"MorbidVisions3";"OCS/ECS";"";"";"";"";"";"morbid visions 3 carillon cyberiad complex";"Exact";"100";"Pouet";"none";"n/a";"Carillon & Cyberiad,Complex";"m\morbid-visions-3-carillon-cyberiad-complex";"slideshow";"The Party 1993";"http://content.pouet.net/files/screenshots/00011/00011363.jpg";"april 1994";"morbid visions 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11363";"morbid visions 3 morbidvisions3 carillon cyberiad complex morbidvisions3carilloncyberiadcomplex"
"NoError, EmulTrap, ClearMem";"More Than Music ? 1991 Alcatraz";"1991 Alcatraz";"whdload";"0";"More Than Music";"MoreThanMusic";"922610";"M\MoreThanMusic\MoreThanMusic.Slave";"4096";"M\MoreThanMusic";"524288";"MoreThanMusic";"OCS/ECS";"";"";"";"";"";"more than music alcatraz";"Exact";"100";"Pouet";"";"";"Alcatraz";"m\more-than-music-alcatraz";"demo";"";"http://content.pouet.net/files/screenshots/00009/00009578.png";"april 1991";"more than music";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9578";"more than music morethanmusic alcatraz morethanmusicalcatraz"
"Disk, NoError, Req68020, ReqAGA";"Motion ? 1994 Bomb.";"";"whdload";"0";"";"MotionAGA";"1814627";"M\MotionAGA\MotionAGA.slave";"1392640";"M\MotionAGA";"2080768";"Motion";"AGA";"";"";"";"";"";"motion origin 2 bomb";"Exact";"100";"Pouet";"amiga demo";"3rd";"Bomb";"m\motion-origin-2-bomb";"demo";"The Party 1994";"http://content.pouet.net/files/screenshots/00005/00005436.jpg";"december 1994";"motion (origin 2)";"Amiga AGA";"http://www.pouet.net/prod.php?which=5436";"motion origin 2 motionorigin2 bomb motionorigin2bomb"
"NoError, EmulTrap, ReqAGA, ClearMem";"Mr. Monkey ? 1994 Rebels.";"1994 Rebels";"whdload";"0";"Mr. Monkey";"MrMonkeyAGA";"458441";"M\MrMonkeyAGA\MrMonkeyAGA.Slave";"0";"M\MrMonkeyAGA";"2097152";"MrMonkey";"AGA";"";"";"";"";"";"mr monkey aga rebels";"Best";"2.736173";"Pouet";"amiga demo";"3rd";"Rebels";"m\mr-monkey-rebels";"demo";"South Sealand Party 1994";"http://content.pouet.net/files/screenshots/00017/00017528.jpg";"june 1994";"Mr. Monkey";"Amiga AGA";"http://www.pouet.net/prod.php?which=17528";"mr monkey mrmonkey rebels mrmonkeyrebels"
"Disk, NoError";"Multica ? 1992 Andromeda.";"1992 Andromeda";"whdload";"0";"Multica";"Multica";"909230";"M\Multica\Multica.slave";"0";"M\Multica";"520192";"Multica";"OCS/ECS";"";"";"";"";"";"multica andromeda";"Exact";"100";"Pouet";"amiga demo";"10th";"Andromeda";"m\multica-andromeda";"demo";"The Gathering 1992";"http://content.pouet.net/files/screenshots/00005/00005420.jpg";"april 1992";"multica";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5420";"multica multica andromeda multicaandromeda"
"NoError, EmulTrap, ClearMem";"Multidemo ? 1990 Amaze.";"1990 Amaze";"whdload";"0";"Multidemo";"Multidemo";"128923";"M\Multidemo\Multidemo.Slave";"0";"M\Multidemo";"524288";"Multidemo";"OCS/ECS";"";"";"";"";"";"multidemo amaze";"Exact";"100";"Pouet";"";"";"Amaze";"m\multi-demo-amaze";"demo";"";"http://content.pouet.net/files/screenshots/00034/00034142.gif";"august 1990";"Multi Demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34142";"multi demo multidemo amaze multidemoamaze"
"Disk, NoError";"Multi Megamix ? 1991 Kefrens (1 disk)";"1991 Kefrens";"whdload";"0";"Multi Megamix";"MultiMegamix";"910394";"M\MultiMegamix\MultiMegamix.slave";"4096";"M\MultiMegamix";"524288";"MultiMegamix";"OCS/ECS";"";"";"";"";"";"multi megamix kefrens";"Exact";"100";"Pouet";"";"";"Kefrens";"m\multi-megamix-kefrens";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004708.jpg";"1991";"Multi Megamix";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4708";"multi megamix multimegamix kefrens multimegamixkefrens"
"Disk, NoError, ClearMem";"Multi Megamix II ? 1992 Kefrens (1 disk)";"1992 Kefrens";"whdload";"0";"Multi Megamix II";"MultiMegamix2";"912253";"M\MultiMegamix2\MultiMegamix2.slave";"4096";"M\MultiMegamix2";"524288";"MultiMegamix2";"OCS/ECS";"";"";"";"";"";"multi megamix 2 kefrens";"Exact";"100";"Pouet";"";"";"Kefrens";"m\multi-megamix-2-kefrens";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004709.jpg";"1991";"Multi Megamix 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4709";"multi megamix 2 multimegamix2 kefrens multimegamix2kefrens"
"NoError, ClearMem";"MultiMegamix III ? 1992 Kefrens";"1992 Kefrens";"whdload";"0";"Multi Megamix III";"MultiMegamix3";"922685";"M\MultiMegamix3\MultiMegamix3.Slave";"4096";"M\MultiMegamix3";"524288";"MultiMegamix3";"OCS/ECS";"";"";"";"";"";"multi megamix 3 kefrens";"Exact";"100";"Pouet";"";"";"Kefrens";"m\multi-megamix-3-kefrens";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004713.jpg";"december 1992";"Multi Megamix 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4713";"multi megamix 3 multimegamix3 kefrens multimegamix3kefrens"
"NoError, EmulTrap, ClearMem";"Musabox ? 1991 Falcons.";"1991 Falcons";"whdload";"0";"Musabox";"Musabox";"784242";"M\Musabox\Musabox.Slave";"0";"M\Musabox";"524288";"Musabox";"OCS/ECS";"";"";"";"";"";"musabox falcons";"Best";"4.209502";"Janeway Amiga Scene Demo Database";;;"Falcons";;"Musicdisk";"";;"4/92";"Musabox #2";;;"musabox #2 musabox#2 falcons musabox2falcons"
"NoError, EmulTrap, ClearMem";"Musabox 2 ? 1982 Falcons.";"1992 Falcons";"whdload";"0";"Musabox 2";"Musabox2";"944987";"M\Musabox2\Musabox2.Slave";"0";"M\Musabox2";"524288";"Musabox2";"OCS/ECS";"";"";"";"";"";"musabox 2 falcons";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Falcons";;"Musicdisk";"";;"4/92";"Musabox #2";;;"musabox #2 musabox#2 falcons musabox2falcons"
"NoError, EmulTrap, ClearMem";"Museum ? 1992 Alcatraz.";"1992 Alcatraz";"whdload";"0";"Museum";"Museum";"921261";"M\Museum\Museum.Slave";"0";"M\Museum";"524288";"Museum";"OCS/ECS";"";"";"";"";"";"museum alcatraz";"Exact";"100";"Pouet";"";"";"Alcatraz";"m\museum-alcatraz";"slideshow";"";"http://content.pouet.net/files/screenshots/00009/00009597.png";"april 1992";"museum";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9597";"museum museum alcatraz museumalcatraz"
"NoError, EmulTrap, ClearMem";"Musical Rabbit ? 1993 Carrillon & Cyberiad.";"1993 Carrillon & Cyberiad";"whdload";"0";"Muscial Rabbit";"MusicalRabbit";"466340";"M\MusicalRabbit\MusicalRabbit.Slave";"524288";"M\MusicalRabbit";"524288";"MusicalRabbit";"OCS/ECS";"";"";"";"";"";"musical rabbit muscial carrillon cyberiad";"Best";"1.777772";"Pouet";"";"";"Carillon & Cyberiad";"m\musical-rabbit-carillon-cyberiad";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031149.png";"july 1993";"Musical Rabbit";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31149";"musical rabbit musicalrabbit carillon cyberiad musicalrabbitcarilloncyberiad"
"NoError, EmulTrap, ClearMem";"Musical Secrets ? 1992 Zite.";"1992 Zite";"whdload";"0";"Musical Secrets";"MusicalSecrets";"919979";"M\MusicalSecrets\MusicalSecrets.Slave";"0";"M\MusicalSecrets";"524288";"MusicalSecrets";"OCS/ECS";"";"";"";"";"";"musical secrets zite";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Zite";;"Musicdisk";"";;"8/92";"Musical Secrets";;;"musical secrets musicalsecrets zite musicalsecretszite"
"NoError, EmulTrap, ClearMem";"Musication ? 1992 Absolute!.";"1992 Absolute!";"whdload";"0";"Musication";"Musication";"841399";"M\Musication\Musication.Slave";"0";"M\Musication";"524288";"Musication";"OCS/ECS";"";"";"";"";"";"musication absolute";"Best";"4.967727";"Pouet";"";"";"Absolute!";"m\musication-vol1-absolute";"musicdisk";"";"http://content.pouet.net/files/screenshots/00028/00028800.png";"august 1992";"Musication Vol.1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28800";"musication vol 1 musicationvol1 absolute musicationvol1absolute"
"NoError, EmulTrap, ClearMem";"Musicbox 3 ? 1991 Gate.";"1991 Gate";"whdload";"0";"Musicbox 3";"Musicbox3";"883377";"M\Musicbox3\Musicbox3.Slave";"0";"M\Musicbox3";"524288";"Musicbox3";"OCS/ECS";"";"";"";"";"";"musicbox 3 gate";"Exact";"100";"Pouet";"";"";"Gate";"m\musicbox-3-gate";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009560.png";"january 1991";"Musicbox 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9560";"musicbox 3 musicbox3 gate musicbox3gate"
"NoError, EmulTrap, ClearMem";"Music Box ? 1991 Copyride.";"1991 Copyride";"whdload";"0";"Music Box";"MusicBoxCopyride";"1105707";"M\MusicBoxCopyride\MusicBoxCopyride.Slave";"0";"M\MusicBoxCopyride";"524288";"MusicBoxCopyride";"OCS/ECS";"";"";"";"";"";"music box copyride";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Copyride";;"Musicdisk";"Amiga Summit Convention";;"";"Music Box";;;"music box musicbox copyride musicboxcopyride"
"NoError, EmulTrap, ClearMem";"Musicbox ? 1990 Exodus.";"1990 Exodus";"whdload";"0";"Musicbox";"MusicBoxExodus";"585047";"MusicBoxExodus\MusicBoxExodus.Slave";"0";"MusicBoxExodus";"524288";"MusicBoxExodus";"OCS/ECS";"";"";"";"";"";"musicbox exodus";"Exact";"100";"Demos Custom";;;"Exodus";;"Musicdisk";"";;"1990";"Musicbox";"ECS/OCS";;"musicbox musicbox exodus musicboxexodus"
"NoError, EmulTrap, ClearMem";"Music Collection 1991 Katharsis.";"1991 Katharsis";"whdload";"0";"Music Collection";"MusicCollection";"1820533";"M\MusicCollection\MusicCollection.Slave";"0";"M\MusicCollection";"524288";"MusicCollection";"OCS/ECS";"";"";"";"";"";"music collection katharsis";"Exact";"100";"Demos Custom";;;"Katharsis";;"";"";;"1991";"Music Collection";"ECS/OCS";;"music collection musiccollection katharsis musiccollectionkatharsis"
"NoError, EmulTrap, ClearMem";"Music Collection 4 ? 1991 Zarch.";"1991 Zarch";"whdload";"0";"Music Collection 4";"MusicCollection4Zarch";"919377";"M\MusicCollection4Zarch\MusicCollection4Zarch.Slave";"0";"M\MusicCollection4Zarch";"524288";"MusicCollection4Zarch";"OCS/ECS";"";"";"";"";"";"music collection 4 zarch";"Best";"1.590578";"Pouet";"";"";"Level 4";"m\music-collection-4-level-4";"musicdisk";"";"http://content.pouet.net/files/screenshots/00048/00048684.png";"1988";"Music Collection 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48684";"music collection 4 musiccollection4 level 4 musiccollection4level4"
"NoError, EmulTrap, ClearMem";"Music Collection ? 1989 Exocet.";"1989 Exocet";"whdload";"0";"Music Collection";"MusicCollectionExocet";"920547";"M\MusicCollectionExocet\MusicCollectionExocet.Slave";"0";"M\MusicCollectionExocet";"524288";"MusicCollectionExocet";"OCS/ECS";"";"";"";"";"";"music collection exocet";"Exact";"100";"Demos Custom";;;"Exocet";;"Musicdisk";"";;"1989";"Music Collection";"ECS/OCS";;"music collection musiccollection exocet musiccollectionexocet"
"NoError, EmulTrap, ClearMem";"Music Compacting 2 ? 1991 Zylon & Alpha Flight.";"1991 Zylon & Alpha Flight";"whdload";"0";"Music Compacting 2";"MusicCompacting2";"921379";"M\MusicCompacting2\MusicCompacting2.slave";"0";"M\MusicCompacting2";"524288";"MusicCompacting2";"OCS/ECS";"";"";"";"";"";"music compacting 2 zylon alpha flight";"Best";"4.005239";"Pouet";"";"";"Alpha Flight 1970,Zylon";"m\music-compacting-2-alpha-flight-1970-zylon";"musicdisk";"";"http://content.pouet.net/files/screenshots/00033/00033663.gif";"1991";"Music Compacting 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33663";"music compacting 2 musiccompacting2 alpha flight 1970 zylon musiccompacting2alphaflight1970zylon"
"NoError, EmulTrap, ClearMem";"Music Compilation ? 1989 Random Access.";"1989 Random Access";"whdload";"0";"Music Compilation ";"MusicCompilation";"793797";"M\MusicCompilation\MusicCompilation.Slave";"0";"M\MusicCompilation";"524288";"MusicCompilation";"OCS/ECS";"";"";"";"";"";"music compilation random access";"Exact";"100";"Pouet";"";"";"Random Access";"m\music-compilation-random-access";"musicdisk";"";"http://content.pouet.net/files/screenshots/00021/00021406.png";"n/a";"Music Compilation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=21406";"music compilation musiccompilation random access musiccompilationrandomaccess"
"NoError, EmulTrap, ClearMem";"Music Demo ? 1992 Deform.";"1992 Deform";"whdload";"0";"Music Demo";"MusicDemoDeform";"919051";"M\MusicDemoDeform\MusicDemoDeform.Slave";"0";"M\MusicDemoDeform";"524288";"MusicDemoDeform";"OCS/ECS";"";"";"";"";"";"music demo deform";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Deform";;"Musicdisk";"";;"92";"Music Demo";;;"music demo musicdemo deform musicdemodeform"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 The Fantasy Force.";"1990 The Fantasy Force";"whdload";"0";"Music Disk";"MusicDisk1";"1627280";"M\MusicDisk1\MusicDisk1.Slave";"524288";"M\MusicDisk1";"524288";"MusicDisk1";"OCS/ECS";"";"";"";"";"";"musicdisk 1 royal amiga force";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Royal Amiga Force";;"Musicdisk";"";;"7/90";"Musicdisk 1";;;"musicdisk 1 musicdisk1 royal amiga force musicdisk1royalamigaforce"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 81st Track.";"1991 81st Track";"whdload";"0";"Music Disk 1";"MusicDisk181stTrack";"921234";"M\MusicDisk181stTrack\MusicDisk181stTrack.Slave";"524288";"M\MusicDisk181stTrack";"524288";"MusicDisk181stTrack";"OCS/ECS";"";"";"";"";"";"music disk 181 st track 1 81";"Best";"3.734093";"Pouet";"";"";"The 81st Track";"m\music-disk-1-the-81st-track";"musicdisk";"";"http://content.pouet.net/files/screenshots/00059/00059682.gif";"1992";"Music Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=59682";"music disk 1 musicdisk1 the 81 st track musicdisk1the81sttrack"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1993 Adam McCrory.";"1993 Adam McCrory";"whdload";"0";"Music Disk 1";"MusicDisk1AdamMcCrory";"322828";"M\MusicDisk1AdamMcCrory\MusicDisk1AdamMcCrory.Slave";"0";"M\MusicDisk1AdamMcCrory";"524288";"MusicDisk1AdamMcCrory";"OCS/ECS";"";"";"";"";"";"music disk 1 adam mc crory";"Best";"6.328896";"Janeway Amiga Scene Demo Database";;;"Adam McCrory";;"Musicdisk";"";;"";"Adam McCrory Music Disk 1";;;"adam mc crory music disk 1 adammccrorymusicdisk1 adam mc crory adammccrorymusicdisk1adammccrory"
"NoError, ClearMem";"Music Disk 1 ? 1990 Alcatraz";"1990 Alcatraz";"whdload";"0";"Music Disk 1";"MusicDisk1Alcatraz";"926565";"M\MusicDisk1Alcatraz\MusicDisk1Alcatraz.Slave";"4096";"M\MusicDisk1Alcatraz";"524288";"MusicDisk1Alcatraz";"OCS/ECS";"";"";"";"";"";"music disk 1 alcatraz";"Exact";"100";"Pouet";"";"";"Alcatraz";"m\musicdisk-1-alcatraz";"musicdisk";"";"http://content.pouet.net/files/screenshots/00012/00012747.png";"february 1991";"musicdisk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12747";"musicdisk 1 musicdisk1 alcatraz musicdisk1alcatraz"
