"Compo";"Rank";"Groups";"ProductionPath";"Type";"Party";"ScreenshotUrl";"Date";"Name";"Platform";"ProductionUrl"
"n/a";"n/a";"Kryptic";"f\fantasia-kryptic";"intro";"The Main Event 1991";"http://content.pouet.net/files/screenshots/00048/00048890.png";"october 1991";"Fantasia";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48890"
"";"";"Krypton Force";"0\6-days-krypton-force";"demo";"";"http://content.pouet.net/files/screenshots/00067/00067373.png";"1994";"6 Days";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67373"
"";"";"ksylitol";"f\formalin-inqviston-3-ksylitol";"cracktro";"";"http://content.pouet.net/files/screenshots/00055/00055447.png";"february 1993";"Formalin Inqviston 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55447"
"";"";"ksylitol";"h\happy-njuu-jear-ksylitol";"intro";"";"http://content.pouet.net/files/screenshots/00055/00055446.png";"n/a";"Happy njuu jear";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55446"
"";"";"ksylitol";"t\tekno-ksylitol";"intro";"";"http://content.pouet.net/files/screenshots/00055/00055445.png";"may 1993";"Tekno";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55445"
"";"";"ksylitol";"w\we-import-ksylitol";"intro";"";"http://content.pouet.net/files/screenshots/00055/00055444.png";"february 1993";"We import";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55444"
"combined demo";"1st";"Kuake";"g\gamia-kuake";"demo";"Convo 2004";"http://content.pouet.net/files/screenshots/00012/00012262.png";"may 2004";"GAMIA";"Amiga AGA";"http://www.pouet.net/prod.php?which=12262"
"amiga demo";"3rd";"Spaceballs,kvasigen";"f\fettkrem-spaceballs-kvasigen";"demo";"Solskogen 2006";"http://content.pouet.net/files/screenshots/00025/00025656.gif";"july 2006";"Fettkrem";"Amiga AGA";"http://www.pouet.net/prod.php?which=25656"
"amiga demo";"2nd";"Ephidrena,kvasigen,Rave Network Overscan";"s\software-make-the-dance-foam-oil-ephidrena-kvasigen-rave-network-overscan_#2";"demo";"Datastorm 2011";"http://content.pouet.net/files/screenshots/00056/00056656.jpg";"february 2011";"Software Make The Dance Foam Oil";"Amiga AGA";"http://www.pouet.net/prod.php?which=56656"
"n/a";"n/a";"kyo";"i\in-memorium-of-zx-kyo";"demo";"PHAT 2001";"";"september 2001";"in memorium of zx";"Amiga AGA";"http://www.pouet.net/prod.php?which=3884"
"";"";"kyrios";"m\mental-scrollover-kyrios";"demo";"";"http://content.pouet.net/files/screenshots/00017/00017624.jpg";"1990";"Mental scrollover";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17624"
"";"";"kyrios";"m\mental-turricanover-kyrios";"demo";"";"http://content.pouet.net/files/screenshots/00017/00017623.jpg";"august 1990";"Mental Turricanover";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17623"
"amiga 64k";"3rd";"La Paz";"d\deterioroit-la-paz";"intro";"underscore 2002";"http://content.pouet.net/files/screenshots/00006/00006348.jpg";"may 2002";"Deterioroit";"Amiga AGA";"http://www.pouet.net/prod.php?which=6348"
"alternative demo";"2nd";"La Paz";"s\superstudio-la-paz";"demo";"Big Floppy People 2006";"http://content.pouet.net/files/screenshots/00025/00025702.png";"july 2006";"Superstudio";"Amiga AGA";"http://www.pouet.net/prod.php?which=25702"
"none";"not shown";"Laban";"i\in-absurdum-laban";"slideshow";"The Gathering 1997";"http://content.pouet.net/files/screenshots/00062/00062458.jpg";"april 1997";"In Absurdum";"Amiga AGA";"http://www.pouet.net/prod.php?which=62458"
"none";"not shown";"Laban";"l\labanation-laban";"64k";"Fudge 1996";"http://content.pouet.net/files/screenshots/00063/00063469.jpg";"october 1996";"LabaNation";"Amiga AGA";"http://www.pouet.net/prod.php?which=63469"
"";"";"Laban";"m\mask-laban";"slideshow";"";"http://content.pouet.net/files/screenshots/00063/00063471.jpg";"december 2000";"Mask";"Amiga AGA";"http://www.pouet.net/prod.php?which=63471"
"";"";"Laban";"w\we-are-back-laban";"intro";"";"http://content.pouet.net/files/screenshots/00067/00067193.jpg";"january 2016";"We Are Back";"Amiga AGA";"http://www.pouet.net/prod.php?which=67193"
"";"";"Ladybird design";"m\mad-man-in-disneyland-ladybird-design";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049371.jpg";"n/a";"Mad Man in Disneyland";"Amiga AGA";"http://www.pouet.net/prod.php?which=49371"
"amiga demo";"3rd";"Ladybird design";"t\traitor-ladybird-design";"demo";"Gelloween 1994";"http://content.pouet.net/files/screenshots/00017/00017853.gif";"november 1994";"Traitor";"Amiga AGA";"http://www.pouet.net/prod.php?which=17853"
"";"";"Lamer Crew";"b\black-hole-lamer-crew";"demo";"";"http://content.pouet.net/files/screenshots/00032/00032876.png";"n/a";"Black hole";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32876"
"amiga demo";"2nd";"Lamers";"0\4d-demo-8-lamers";"demo";"Primavera 1995";"http://content.pouet.net/files/screenshots/00010/00010771.jpg";"april 1995";"4d demo 8";"Amiga AGA";"http://www.pouet.net/prod.php?which=10771"
"amiga demo";"3rd";"Wanted Team,Lamers";"b\black-light-wanted-team-lamers";"demo";"RetroKomp / LOAD  ERROR 2015";"http://content.pouet.net/files/screenshots/00066/00066523.gif";"october 2015";"Black Light";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66523"
"";"";"Lamers";"c\california-iberalez-lamers";"demo";"";"http://content.pouet.net/files/screenshots/00060/00060629.png";"1994";"California Iberalez";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=60629"
"wild demo";"n/a";"Lamers";"g\greetz-tro-lamers";"demo";"GARAZ PARTY 2014";"http://content.pouet.net/files/screenshots/00063/00063125.gif";"april 2014";"greetz-tro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63125"
"crazy demo";"1st";"Lamers";"l\lamebomb-lamers";"demo";"Xenium 1999";"http://content.pouet.net/files/screenshots/00061/00061053.gif";"1999";"Lamebomb";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61053"
"";"";"Lamers,suspect";"l\lamers-megademo-iv-preview-lamers-suspect";"intro";"";"http://content.pouet.net/files/screenshots/00065/00065742.gif";"1992";"lamers megademo iv - preview";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65742"
"crazy demo";"1st";"Lamers";"m\mute-13-lamers";"demo";"R/R Meeting 2000";"http://content.pouet.net/files/screenshots/00061/00061054.gif";"2000";"Mute 13";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61054"
"amiga demo";"6th";"Lamers,Wanted Team";"r\retrokomp-load-error-2o15-party-invitation-lamers-wanted-team";"invitation";"Revision 2015";"http://content.pouet.net/files/screenshots/00065/00065419.gif";"april 2015";"RetroKomp + LOAD ERROR 2o15 - party invitation";"Amiga AGA";"http://www.pouet.net/prod.php?which=65419"
"amiga demo";"4th";"Lamers";"s\sayontsheck-lamers";"demo";"Satellite 1999";"http://content.pouet.net/files/screenshots/00060/00060657.jpg";"november 1999";"Sayontsheck";"Amiga PPC/RTG";"http://www.pouet.net/prod.php?which=60657"
"amiga demo";"5th";"Lamers";"s\shiva-lamers";"demo";"Satellite 1999";"http://content.pouet.net/files/screenshots/00002/00002342.jpg";"june 1999";"Shiva";"Amiga AGA";"http://www.pouet.net/prod.php?which=2342"
"wild demo";"1st";"Lamers";"t\tokyo-lamers";"demo";"Astrosyn 1999";"http://content.pouet.net/files/screenshots/00065/00065959.jpg";"march 1999";"Tokyo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=65959"
"crazy demo";"n/a";"Lamers";"w\wielblad-lamers";"demo";"Satellite 1999";"http://content.pouet.net/files/screenshots/00061/00061091.gif";"november 1999";"Wielblad";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61091"
"";"";"Lamers Inc";"p\pear-tro-lamers-inc";"intro";"";"http://content.pouet.net/files/screenshots/00053/00053240.png";"n/a";"Pear tro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53240"
"combined intro";"3rd";"Lasa";"p\plutonium-2-lasa";"32k";"Plutonium 1999";"";"july 1999";"Plutonium 2";"Amiga AGA";"http://www.pouet.net/prod.php?which=26305"
"";"";"Laser Dance";"b\batmans-return-laser-dance";"intro";"";"http://content.pouet.net/files/screenshots/00026/00026267.png";"n/a";"Batman's Return";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26267"
"";"";"Laser Dance";"b\bbs-intro-laser-dance";"bbstro";"";"http://content.pouet.net/files/screenshots/00026/00026270.png";"n/a";"BBS Intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26270"
"";"";"Laser Dance";"b\bloodlust-1-laser-dance";"demopack";"";"http://content.pouet.net/files/screenshots/00026/00026283.png";"1992";"Bloodlust 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26283"
"";"";"Laser Dance";"b\bloodlust-packmenu-laser-dance";"intro";"";"http://content.pouet.net/files/screenshots/00026/00026265.png";"n/a";"Bloodlust Packmenu";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26265"
"";"";"Laser Dance";"d\different-laser-dance";"intro";"";"http://content.pouet.net/files/screenshots/00026/00026271.png";"n/a";"Different";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26271"
"";"";"Laser Dance";"e\eddies-return-laser-dance";"demo";"";"http://content.pouet.net/files/screenshots/00026/00026268.png";"december 1992";"Eddie's Return";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26268"
"";"";"Laser Dance";"l\laser-art-1-laser-dance";"intro";"";"http://content.pouet.net/files/screenshots/00057/00057583.png";"1992";"Laser Art 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=57583"
"";"";"Laser Dance";"l\limited-edition-packmenu-laser-dance";"demopack";"";"http://content.pouet.net/files/screenshots/00026/00026266.png";"n/a";"Limited Edition Packmenu";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26266"
"";"";"Laser Dance";"l\liquid-eyeliner-laser-dance";"demo";"";"http://content.pouet.net/files/screenshots/00026/00026275.png";"n/a";"Liquid Eyeliner";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26275"
"";"";"Laser Dance";"m\mountainized-laser-dance";"demo";"";"http://content.pouet.net/files/screenshots/00026/00026269.png";"n/a";"Mountainized";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26269"
"";"";"Laser Dance";"m\multiple-orgasms-1-laser-dance";"demopack";"";"http://content.pouet.net/files/screenshots/00026/00026272.png";"n/a";"Multiple Orgasms #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26272"
"";"";"Laser Dance";"p\peace-laser-dance";"intro";"";"http://content.pouet.net/files/screenshots/00026/00026273.png";"1992";"Peace!";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26273"
"";"";"Laser Dance";"s\sexy-bitches-1-laser-dance";"slideshow";"";"http://content.pouet.net/files/screenshots/00026/00026282.png";"1992";"Sexy Bitches 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26282"
"";"";"Laser Dance";"s\sexy-bitches-2-laser-dance";"slideshow";"";"http://content.pouet.net/files/screenshots/00026/00026281.png";"n/a";"Sexy Bitches 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26281"
"";"";"Laser Dance";"s\sexy-bitches-3-laser-dance";"slideshow";"";"http://content.pouet.net/files/screenshots/00026/00026280.png";"n/a";"Sexy Bitches 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26280"
"";"";"Laser Dance";"s\sexy-bitches-4-laser-dance";"slideshow";"";"http://content.pouet.net/files/screenshots/00026/00026279.png";"1993";"Sexy Bitches 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26279"
"";"";"Laser Dance";"s\sexy-bitches-5-laser-dance";"slideshow";"";"http://content.pouet.net/files/screenshots/00026/00026278.png";"november 1993";"Sexy Bitches 5";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26278"
"";"";"Laser Dance";"s\sexy-bitches-6-laser-dance";"slideshow";"";"http://content.pouet.net/files/screenshots/00026/00026277.png";"december 1993";"Sexy Bitches 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26277"
"";"";"Laser Dance";"s\sexy-bitches-7-laser-dance";"slideshow";"";"http://content.pouet.net/files/screenshots/00026/00026276.png";"april 1994";"Sexy Bitches 7";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26276"
"";"";"Laser Dance";"v\voices-from-another-planet-2-laser-dance";"demopack";"";"http://content.pouet.net/files/screenshots/00026/00026264.png";"n/a";"Voices From Another Planet #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26264"
"";"";"Laser Dance";"w\we-fight-the-grey-laser-dance";"intro";"";"http://content.pouet.net/files/screenshots/00026/00026274.png";"n/a";"We Fight the Grey";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=26274"
"";"";"u.d.o.,LaSerDance";"j\just-for-fun-packmenu-udo-laserdance";"intro";"";"http://content.pouet.net/files/screenshots/00048/00048724.png";"n/a";"Just for fun Packmenu";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48724"
"amiga demo";"4th";"Lasses Venner";"r\return-of-papn-sen-lasses-venner";"demo";"Amiga Summit Convention 1991";"http://content.pouet.net/files/screenshots/00015/00015682.gif";"april 1991";"Return of Papnæsen";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=15682"
"amiga 64k";"1st";"LATEX";"a\ascii-attack-latex";"64k";"compusphere 1998";"http://content.pouet.net/files/screenshots/00061/00061687.gif";"october 1998";"Ascii Attack";"Amiga AGA";"http://www.pouet.net/prod.php?which=61687"
"";"";"LATEX";"g\gravtro-latex";"intro";"";"http://content.pouet.net/files/screenshots/00029/00029166.png";"september 1993";"Gravtro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=29166"
"";"";"LATEX";"m\mid-school-demo-latex";"demo";"";"http://content.pouet.net/files/screenshots/00063/00063767.png";"october 2000";"Mid School Demo";"Amiga AGA";"http://www.pouet.net/prod.php?which=63767"
"amiga demo";"2nd";"LATEX";"s\snigelsaft-latex";"demo";"Remedy 1999";"";"june 1999";"Snigelsaft";"Amiga AGA";"http://www.pouet.net/prod.php?which=17099"
"amiga demo";"6th";"Laxative Effects";"0\32-shades-of-lax-laxative-effects";"64k";"Gerp 2014";"http://content.pouet.net/files/screenshots/00064/00064089.jpg";"september 2014";"32 Shades of LAX";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64089"
"combined demo/intro";"6th";"Laxative Effects";"0\80th-deliverance-laxative-effects";"64k";"grep 2005";"";"august 2005";"80th deliverance";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18745"
"amiga demo";"1st";"Laxative Effects";"a\and-then-laxative-effects";"demo";"compusphere 2005";"http://content.pouet.net/files/screenshots/00017/00017913.jpg";"june 2005";"And Then?";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17913"
"combined demo";"2nd";"Laxative Effects";"b\bravo-laxative-effects";"demo";"underscore 2003";"http://content.pouet.net/files/screenshots/00009/00009993.gif";"june 2003";"Bravo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9993"
"amiga demo";"2nd";"Laxative Effects";"e\enter-laxative-effects";"demo";"TRSAC 2002";"";"august 2002";"Enter";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=7295"
"combined demo";"1st";"Laxative Effects";"f\fem-laxative-effects";"demo";"grep 2007";"http://content.pouet.net/files/screenshots/00030/00030994.gif";"june 2007";"Fem";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=30994"
"combined demo/intro";"2nd";"Laxative Effects";"g\gelehallon-laxative-effects";"demo";"grep 2002";"";"july 2002";"Gelehallon";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18751"
"combined demo";"5th";"Laxative Effects";"g\gelehallon-2-laxative-effects";"demo";"grep 2008";"http://content.pouet.net/files/screenshots/00050/00050715.png";"june 2008";"Gelehallon 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50715"
"combined demo";"4th";"Laxative Effects";"g\get-ass-laxative-effects";"64k";"GREP White 2008";"http://content.pouet.net/files/screenshots/00052/00052364.png";"december 2008";"Get ass";"Amiga AGA";"http://www.pouet.net/prod.php?which=52364"
"combined demo";"4th";"Laxative Effects";"g\ghetto-bob-laxative-effects";"demo";"GREP White 2007";"http://content.pouet.net/files/screenshots/00034/00034539.png";"december 2007";"Ghetto Bob";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=34539"
"amiga demo";"3rd";"Laxative Effects";"k\kompisar-fran-forr-laxative-effects";"demo";"compusphere 2002";"http://content.pouet.net/files/screenshots/00008/00008387.gif";"december 2002";"kompisar från förr";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8387"
"combined demo/intro";"1st";"Laxative Effects";"l\last-demo-ever-laxative-effects";"demo";"Istället för GREP 2010";"http://content.pouet.net/files/screenshots/00055/00055955.png";"september 2010";"Last Demo Ever";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=55955"
"combined intro";"6th";"Laxative Effects";"l\lax-intro-laxative-effects";"intro";"underscore 2003";"http://content.pouet.net/files/screenshots/00009/00009996.gif";"june 2003";"lax-intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9996"
"oldskool demo";"2nd";"Laxative Effects";"l\laxxer-laxative-effects";"demo";"Solskogen 2008";"http://content.pouet.net/files/screenshots/00051/00051031.png";"july 2008";"Laxxer";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51031"
"combined demo";"3rd";"Laxative Effects";"l\lunarstorm-laxative-effects";"demo";"Sundown 2007";"http://content.pouet.net/files/screenshots/00032/00032156.jpg";"september 2007";"Lunarstorm";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32156"
"combined demo";"1st";"Laxative Effects";"m\megademo-8-laxative-effects";"demo";"grep 2003";"";"july 2003";"Megademo 8";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18752"
"combined demo/intro";"11th";"Laxative Effects";"o\olstorp-tidan-laxative-effects";"demo";"grep 2009";"http://content.pouet.net/files/screenshots/00053/00053371.png";"june 2009";"Olstorp Tidan";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53371"
"combined demo/intro";"1st";"Laxative Effects";"r\rollin-dice-laxative-effects";"demo";"grep 2005";"http://content.pouet.net/files/screenshots/00018/00018743.jpg";"august 2005";"Rollin' dice";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18743"
"combined demo/intro";"2nd";"Laxative Effects";"s\spandex-remix-laxative-effects";"demo";"grep 2006";"http://content.pouet.net/files/screenshots/00028/00028039.gif";"december 2006";"Spandex Remix";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28039"
"combined demo";"4th";"Laxative Effects";"t\tour-de-grep-laxative-effects";"demo";"GREP White 2009";"http://content.pouet.net/files/screenshots/00054/00054220.png";"december 2009";"Tour de GREP";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=54220"
"combined demo/intro";"2nd";"Laxative Effects";"y\yes-sir-laxative-effects";"demo";"Jamaica ROM-party 2004";"http://content.pouet.net/files/screenshots/00012/00012826.jpg";"march 2004";"Yes Sir!";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12826"
"";"";"Lazarus Production";"b\back-to-eternity-lazarus-production";"slideshow";"";"http://content.pouet.net/files/screenshots/00067/00067661.png";"1994";"Back To Eternity";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67661"
"amiga demo";"5th";"LazerBase";"l\linedancer-lazerbase";"demo";"Gerp 2015";"http://content.pouet.net/files/screenshots/00066/00066266.jpg";"august 2015";"Linedancer";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=66266"
"";"";"Lazy Bones";"b\b2-lazy-bones";"demo";"";"http://content.pouet.net/files/screenshots/00063/00063480.jpg";"1993";"B2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63480"
"amiga demo";"2nd";"Lazy Bones";"m\move-any-mountain-lazy-bones";"demo";"POLARIS Computer Party - Sisak 1993";"http://content.pouet.net/files/screenshots/00061/00061074.jpg";"march 1993";"Move Any Mountain";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61074"
"";"";"Leader Productions";"r\readers-dream-1-leader-productions";"diskmag";"";"http://content.pouet.net/files/screenshots/00056/00056657.png";"november 1992";"Readers Dream #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=56657"
"";"";"Leadex";"w\wings-of-fury-leadex";"cracktro";"";"http://content.pouet.net/files/screenshots/00016/00016589.jpg";"1990";"Wings of Fury";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16589"
"";"";"Leeds Spreading Division";"0\10-out-of-10-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00057/00057840.gif";"april 1993";"10 Out Of 10";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=57840"
"";"";"Leeds Spreading Division";"a\addams-family-20-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00058/00058341.png";"1992";"Addams Family +20";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58341"
"";"";"Leeds Spreading Division";"a\addiction-pack-128-leeds-spreading-division";"demopack";"";"http://content.pouet.net/files/screenshots/00033/00033384.png";"october 1991";"Addiction Pack 128";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33384"
"";"";"Leeds Spreading Division";"b\bbs-intro-leeds-spreading-division";"bbstro";"";"http://content.pouet.net/files/screenshots/00013/00013931.png";"n/a";"bbs intro";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13931"
"";"";"Leeds Spreading Division";"b\bounce-5-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00058/00058338.gif";"1996";"Bounce +5";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58338"
"";"";"Leeds Spreading Division";"b\brainball-13-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00058/00058339.gif";"1992";"Brainball +13";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58339"
"";"";"Leeds Spreading Division";"c\championship-manager-94-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00027/00027459.png";"1994";"Championship Manager 94";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27459"
"";"";"Leeds Spreading Division";"c\conflict-korea-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00027/00027550.png";"1992";"Conflict Korea";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27550"
"";"";"Leeds Spreading Division";"d\damage-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00027/00027852.png";"1996";"Damage";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27852"
"amiga demo";"1st";"Leeds Spreading Division";"d\despair-leeds-spreading-division";"demo";"The Main Event 1991";"http://content.pouet.net/files/screenshots/00003/00003214.gif";"october 1991";"Despair";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3214"
"";"";"Leeds Spreading Division";"f\football-tactician-2-italia-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00027/00027966.png";"april 1994";"Football Tactician 2 Italia";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27966"
"";"";"Leeds Spreading Division";"g\gonks-1-leeds-spreading-division";"cracktro";"";"http://content.pouet.net/files/screenshots/00058/00058340.gif";"october 1995";"Gonks +1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=58340"
"";"";"Leeds Spreading Division";"g\grapevine-01-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014796.jpg";"june 1991";"Grapevine #01";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14796"
"";"";"Leeds Spreading Division";"g\grapevine-02-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014797.jpg";"july 1991";"Grapevine #02";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14797"
"";"";"Leeds Spreading Division";"g\grapevine-03-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014798.jpg";"august 1991";"Grapevine #03";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14798"
"";"";"Leeds Spreading Division";"g\grapevine-04-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014799.jpg";"september 1991";"Grapevine #04";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14799"
"";"";"Leeds Spreading Division";"g\grapevine-05-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014800.jpg";"october 1991";"Grapevine #05";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14800"
"";"";"Leeds Spreading Division";"g\grapevine-06-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014801.jpg";"november 1991";"Grapevine #06";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14801"
"";"";"Leeds Spreading Division";"g\grapevine-07-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014802.jpg";"december 1991";"Grapevine #07";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14802"
"";"";"Leeds Spreading Division";"g\grapevine-07-headlines-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014803.jpg";"december 1991";"Grapevine #07 (headlines)";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14803"
"";"";"Leeds Spreading Division";"g\grapevine-08-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014804.jpg";"january 1992";"Grapevine #08";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14804"
"";"";"Leeds Spreading Division";"g\grapevine-09-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014805.jpg";"april 1992";"Grapevine #09";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14805"
"";"";"Leeds Spreading Division";"g\grapevine-10-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00014/00014806.jpg";"june 1992";"Grapevine #10";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14806"
"";"";"Leeds Spreading Division";"g\grapevine-11-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00009/00009288.gif";"august 1992";"Grapevine #11";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9288"
"";"";"Leeds Spreading Division";"g\grapevine-12-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00009/00009289.gif";"october 1992";"grapevine #12";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9289"
"";"";"Leeds Spreading Division";"g\grapevine-13-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00009/00009293.png";"december 1992";"grapevine #13";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9293"
"";"";"Leeds Spreading Division";"g\grapevine-14-leeds-spreading-division";"diskmag";"";"http://content.pouet.net/files/screenshots/00053/00053999.gif";"february 1993";"grapevine #14";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=53999"
"";"";"Leeds Spreading Division";"g\grapevine-14-headlines-leeds-spreading-division";"demo";"";"http://content.pouet.net/files/screenshots/00009/00009408.png";"january 1993";"Grapevine #14 headlines";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9408"
