"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords";"AssignName"
"NoError, EmulPriv, ClearMem, Examine";"7259869";"H\HeartOfChinaDe\HeartOfChinaDe.Slave";"Heart Of China ?1991 Dynamix";"0";"HeartOfChinaDe";"Heart Of China";"1991 Dynamix";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeartOfChina";"OCS/ECS";"De";"";"";"";"";"heart of china";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=491";"491";"Commercial";"English";"9";"1 Only";"Heart of China";"Dynamix";"h\heart-of-china";"OCS,ECS";"Adventure - Point and Click";"heart of china heartofchina 491 dynamix heartofchina english";"A-Games"
"NoError, EmulPriv, Examine";"2096913";"H\HeartOfTheDragon3Disk\HeartOfTheDragon3Disk.Slave";"Heart Of The Dragon ? Roger Uzun & Adam Pollack.";"0";"HeartOfTheDragon3Disk";"Heart Of The Dragon";"Roger Uzun & Adam Pollack.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeartOfTheDragon";"OCS/ECS";"";"";"";"3Disk";"";"heart of the dragon";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=492";"492";"Commercial";"English";"4";"1 or 2, Simultaneous";"Heart of the Dragon";"Avatar Consulting";"h\heart-of-the-dragon";"OCS,ECS";"Adventure - Miscellaneous";"heart of the dragon heartofthedragon 492 avatar consulting heartofthedragon english";"A-Games"
"NoError, EmulPriv, Examine";"2166451";"H\HeartOfTheDragon4Disk\HeartOfTheDragon4Disk.slave";"Heart Of The Dragon ? Roger Uzun & Adam Pollack.";"0";"HeartOfTheDragon4Disk";"Heart Of The Dragon";"Roger Uzun & Adam Pollack.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeartOfTheDragon";"OCS/ECS";"";"";"";"4Disk";"";"heart of the dragon";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=492";"492";"Commercial";"English";"4";"1 or 2, Simultaneous";"Heart of the Dragon";"Avatar Consulting";"h\heart-of-the-dragon";"OCS,ECS";"Adventure - Miscellaneous";"heart of the dragon heartofthedragon 492 avatar consulting heartofthedragon english";"A-Games"
"NoError, EmulTrap";"929393";"H\HeavyMetal\HeavyMetal.slave";"Heavy Metal by Access (c) 1990 - 1 disk.";"0";"HeavyMetal";"Heavy Metal";"1990 Access";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeavyMetal";"OCS/ECS";"";"";"";"";"";"heavy metal";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=493";"493";"Commercial";"English";"1";"1 Only";"Heavy Metal";"Access Software";"h\heavy-metal";"OCS";"";"heavy metal heavymetal 493 access software heavymetal english";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"833388";"H\HeavyMetalHeroes\HeavyMetalHeroes.Slave";"Heavy Metal Heroes (Gold edition) ? 1991 PLayers.";"0";"HeavyMetalHeroes";"Heavy Metal Heroes (Gold Edition)";"1991 Players ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeavyMetalHeroes";"OCS/ECS";"";"";"";"";"";"heavy metal heroes gold edition";"Exact";"N/A";"Open Amiga Game Database";"1991";"https://oagd.net/game/73c26378-9ea5-579a-ae84-ceb1d32d7d0b";"";"";"English";"";"1 - 2 (2 simultaneous)";"Heavy Metal Heroes";"Players (Interceptor Group)";"h\heavy-metal-heroes";"";"";"heavy metal heroes heavymetalheroes players interceptor group heavymetalheroes english";"A-Games"
"Disk, NoError";"4516447";"H\Heimdall\Heimdall.Slave";"Heimdall ? 1992 Core Design.";"0";"Heimdall";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Heimdall";"OCS/ECS";"";"";"";"";"";"heimdall";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1197";"1197";"Commercial";"English";"5";"1 Only";"Heimdall";"Core Design";"h\heimdall";"OCS,ECS";"Adventure - Miscellaneous";"heimdall heimdall 1197 core design heimdall english";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"2820615";"H\Heimdall2\Heimdall2.Slave";"Heimdall 2 Aga/Ecs/CD32 (C)1994 Core Design.";"0";"Heimdall2";"Heimdall 2 ECS ";"1994 Core Design";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Heimdall2";"OCS/ECS";"";"";"";"";"";"heimdall 2 into the hall of worlds";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=529";"529";"Commercial";"English";"";"1 Only";"Heimdall 2: Into the Hall of Worlds";"Core Design";"h\heimdall-2-into-the-hall-of-worlds-cd32";"CD32";"Adventure - Miscellaneous";"heimdall 2 into the hall of worlds heimdall2intothehallofworlds 529 core design heimdall2intothehallofworlds english";"A-Games"
"Disk, NoError, EmulTrap";"494361";"H\Hellbent\Hellbent.Slave";"Hellbent, ?1988 Novagen Software";"0";"Hellbent";"- H E L L B E N T -";"1988 Novagen Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hellbent";"OCS/ECS";"";"";"";"";"";"hellbent";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=3516";"3516";"Commercial";"English";"1";"1 Only";"Hellbent";"Novagen";"h\hellbent";"OCS";"";"hellbent hellbent 3516 novagen hellbent english";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"131342";"H\HellfireAttack\HellfireAttack.Slave";"Hellfire Attack (c) 1988 Martech - 1 disk.";"0";"HellfireAttack";"Hellfire Attack";"1988 Martech";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HellfireAttack";"OCS/ECS";"";"";"";"";"";"hellfire attack";"Exact";"N/A";"Open Amiga Game Database";"1988";"https://oagd.net/game/28cfb820-febe-5b47-9f02-41bc771cdf7e";"";"";"English";"";"1";"Hellfire Attack";"Martech";"h\hellfire-attack";"";"";"hellfire attack hellfireattack martech hellfireattack english";"A-Games"
"NoError, EmulPriv, Examine";"756983";"H\HellowoonDe\HellowoonDe.Slave";"Hellowoon: Das Geheimnis des Zauberstabs ? 1987 Dragonware.";"0";"HellowoonDe";"Hellowoon: Das Geheimnis des Zauberstabs";"1987 Dragonware";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hellowoon";"OCS/ECS";"De";"";"";"";"";"hellowoon das geheimnis des zauberstabs";"Exact";"100";"Custom Games";"1987";"http://www.mobygames.com/game/hellowoon-das-geheimnis-des-zauberstabs";"";"";"German";"";"";"Hellowoon: Das Geheimnis des Zauberstabs";"ariolasoft�GmbH";"";"ECS/OCS";"Adventure";"hellowoon das geheimnis des zauberstabs hellowoondasgeheimnisdeszauberstabs ariolasoft�gmb h hellowoondasgeheimnisdeszauberstabs german";"A-Games"
"NoError, EmulTrap, ClearMem";"798104";"H\Hellraider\Hellraider.slave";"Hellraider by Atari (c) 19?? - 1 disk.";"0";"Hellraider";"Hellraider";"19?? Atari";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hellraider";"OCS/ECS";"";"";"";"";"";"hellraider";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2980";"2980";"Commercial";"English";"1";"1 Only";"Hellraider";"Arc Developments";"h\hellraider";"OCS";"";"hellraider hellraider 2980 arc developments hellraider english";"A-Games"
"NoError, ClearMem";"708982";"H\HellRaisers\HellRaisers.Slave";"Hell Raisers ?1988 Exocet";"0";"HellRaisers";"Hell Raisers";"1988 Exocet";"389120";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HellRaisers";"OCS/ECS";"";"";"";"";"";"hell raisers";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=3155";"3155";"Commercial";"English";"1";"1 or 2, Simultaneous";"Hell Raisers";"Exocet Software";"h\hell-raisers";"OCS";"";"hell raisers hellraisers 3155 exocet software hellraisers english";"A-Games"
"NoError, EmulTrap";"911266";"H\HellrunMachine\HellrunMachine.Slave";"Hellrun Machine by Amiga Fun (c) 199? - 1 disk.";"0";"HellrunMachine";"Hellrun Machine";"199x Amiga Fun";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HellrunMachine";"OCS/ECS";"";"";"";"";"";"the hellrun machine";"Exact";"N/A";"Open Amiga Game Database";"1992";"https://oagd.net/game/c25982d3-dedc-51f8-affb-0e4ec6c86f14";"";"";"English";"";"1";"The Hellrun Machine";"Amiga Fun (CompuTec Verlag) / Amiga Mania (MC Publications)";"t\the-hellrun-machine";"";"";"the hellrun machine thehellrunmachine amiga fun compu tec verlag amiga mania mc publications thehellrunmachine english";"A-Games"
"NoError, EmulTrap";"339017";"H\HelterSkelter\HelterSkelter.Slave";"Helter Skelter (c) 1990 Audiogenic.";"0";"HelterSkelter";"Helter Skelter";"1990 Audiogenic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HelterSkelter";"OCS/ECS";"";"";"";"";"";"helter skelter";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2200";"2200";"Commercial";"English";"1";"1 or 2, Simultaneous";"Helter Skelter";"Audiogenic";"h\helter-skelter";"OCS";"Arcade - Catch it";"helter skelter helterskelter 2200 audiogenic helterskelter english";"A-Games"
"NoError, EmulTrap, ClearMem";"1203926";"H\HeroesOfTheLance\HeroesOfTheLance.slave";"Heroes Of The Lance ? 1988 SSI.";"0";"HeroesOfTheLance";"Heroes of the Lance";"1988 SSI";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeroesOfTheLance";"OCS/ECS";"";"";"";"";"";"heroes of the lance";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2723";"2723";"Commercial";"English";"2";"1 Only";"Heroes of the Lance";"Strategic Simulations, Inc.";"h\heroes-of-the-lance";"OCS";"Adventure - RPG 3D";"heroes of the lance heroesofthelance 2723 strategic simulations inc heroesofthelance english";"A-Games"
"Disk, NoError, EmulTrap";"963610";"H\HeroQuest\HeroQuest.Slave";"";"0";"HeroQuest";"Hero Quest & Return of the Witchlord";"1991 Gremlin Graphics Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeroQuest";"OCS/ECS";"";"";"";"";"";"hero quest return of the witchlord";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1268";"1268";"Commercial";"English,German,French,Italian,Spanish";"1";"";"HeroQuest";"Gremlin Graphics";"h\heroquest";"OCS,ECS";"Adventure - Isometric 3D";"hero quest heroquest 1268 gremlin graphics heroquest english,german,french,italian,spanish";"A-Games"
"Disk, NoError, EmulTrap";"1864746";"H\HeroQuest&ReturnWitchLord\HeroQuest&ReturnWitchLord.Slave";"";"0";"HeroQuest&ReturnWitchLord";"Hero Quest & Return of the Witchlord";"1991 Gremlin Graphics Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeroQuest&ReturnWitchLord";"OCS/ECS";"";"";"";"";"";"hero quest return witch lord of the witchlord";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1268";"1268";"Commercial";"English,German,French,Italian,Spanish";"1";"";"HeroQuest";"Gremlin Graphics";"h\heroquest";"OCS,ECS";"Adventure - Isometric 3D";"hero quest heroquest 1268 gremlin graphics heroquest english,german,french,italian,spanish";"A-Games"
"NoError, EmulPriv, Examine";"2136057";"H\HeroQuest2\HeroQuest2.Slave";"Hero Quest 2 - Legacy Of Sorasil ? 1993-1994 Gremlin.";"0";"HeroQuest2";"Hero Quest II - Legacy Of Sorasil";"1992 Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeroQuest2";"OCS/ECS";"";"";"";"";"";"hero quest 2 legacy of sorasil";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=495";"495";"Commercial";"English,German,French";"3";"";"HeroQuest II: Legacy of Sorasil";"Gremlin Graphics";"h\heroquest-ii-legacy-of-sorasil";"OCS,ECS";"Adventure - Isometric 3D";"hero quest 2 legacy of sorasil heroquest2legacyofsorasil 495 gremlin graphics heroquestiilegacyofsorasil english,german,french";"A-Games"
"Disk, NoError, EmulTrap";"1864768";"H\HeroQuestDeFix\HeroQuestDeFix.slave";"";"0";"HeroQuestDeFix";"Hero Quest & Return of the Witchlord";"1991 Gremlin Graphics Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HeroQuest";"OCS/ECS";"De";"";"";"Fix";"";"hero quest return of the witchlord";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1268";"1268";"Commercial";"English,German,French,Italian,Spanish";"1";"";"HeroQuest";"Gremlin Graphics";"h\heroquest";"OCS,ECS";"Adventure - Isometric 3D";"hero quest heroquest 1268 gremlin graphics heroquest english,german,french,italian,spanish";"A-Games"
"NoError, EmulPriv, Examine";"3175509";"H\HerosQuest\HerosQuest.Slave";"Hero's Quest / Quest For Glory ? 1989 Sierra.";"0";"HerosQuest";"Hero";"1989 Sierra";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HerosQuest";"OCS/ECS";"";"";"";"";"";"heros quest hero";"Exact";"N/A";"Open Amiga Game Database";"1990";"https://oagd.net/amiga/heros-quest";"";"";"English";"";"1";"Hero's Quest";"Sierra";"h\heros-quest";"";"";"heros quest herosquest sierra herosquest english";"A-Games"
"NoError, EmulPriv, Examine";"3278726";"H\HexumaDe\HexumaDe.Slave";"Hexuma - Das Auge des Kal ? 1992 Software 2000.";"0";"HexumaDe";"Hexuma - Das Auge des Kal";"1992 Software 2000";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hexuma";"OCS/ECS";"De";"";"";"";"";"hexuma das auge des kal";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1572";"1572";"Commercial";"German";"5";"1 Only";"Hexuma: Das Auge Des Kal";"Software 2000";"h\hexuma-das-auge-des-kal";"OCS,ECS";"Adventure - Graphics/Text";"hexuma das auge des kal hexumadasaugedeskal 1572 software 2000 hexumadasaugedeskal german";"A-Games"
"NoError, EmulTrap";"361868";"H\HighSteel\HighSteel.Slave";"High Steel (c) 1989 Screen 7";"0";"HighSteel";"High Steel";"1989 Screen 7";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HighSteel";"OCS/ECS";"";"";"";"";"";"high steel";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=3256";"3256";"Commercial";"English";"1";"1 Only";"High Steel";"Screen 7";"h\high-steel";"OCS";"Arcade - Miscellaneous";"high steel highsteel 3256 screen 7 highsteel english";"A-Games"
"NoError, EmulPriv, Examine";"1816740";"H\HighwayHawks\HighwayHawks.Slave";"Highway Hawks ? 1988 Anco";"0";"HighwayHawks";"Highway Hawks";"1988 Anco";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HighwayHawks";"OCS/ECS";"";"";"";"";"";"highway hawks";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=496";"496";"Commercial";"English";"2";"1 Only";"Highway Hawks";"Anco";"h\highway-hawks";"OCS";"Racing - Cars";"highway hawks highwayhawks 496 anco highwayhawks english";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"924088";"H\HighwayPatrol2\HighwayPatrol2.Slave";"Highway Patrol 2 ? 1989 Titus/Micro?ds.";"0";"HighwayPatrol2";"Highway Patrol II";"1989 Titus/Micro?ds";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HighwayPatrol2";"OCS/ECS";"";"";"";"";"";"highway patrol 2";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2720";"2720";"Commercial";"English";"1";"1 Only";"Highway Patrol II";"Microids";"h\highway-patrol-ii";"OCS";"Racing - Cars";"highway patrol 2 highwaypatrol2 2720 microids highwaypatrolii english";"A-Games"
"NoError, EmulPriv";"958168";"H\Hillsfar\Hillsfar.Slave";"Hillsfar, ?1989 SSI";"0";"Hillsfar";"-* Hillsfar *-";"1989 SSI";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hillsfar";"OCS/ECS";"";"";"";"";"";"hillsfar";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=498";"498";"Commercial";"English";"1";"1 Only";"Hillsfar";"Strategic Simulations, Inc.";"h\hillsfar";"OCS,ECS";"Adventure - RPG 3D";"hillsfar hillsfar 498 strategic simulations inc hillsfar english";"A-Games"
"NoError, EmulPriv";"958170";"H\HillsfarDe\HillsfarDe.Slave";"Hillsfar, ?1989 SSI";"0";"HillsfarDe";"-* Hillsfar *-";"1989 SSI";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hillsfar";"OCS/ECS";"De";"";"";"";"";"hillsfar";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=498";"498";"Commercial";"English";"1";"1 Only";"Hillsfar";"Strategic Simulations, Inc.";"h\hillsfar";"OCS,ECS";"Adventure - RPG 3D";"hillsfar hillsfar 498 strategic simulations inc hillsfar english";"A-Games"
"NoError, EmulTrap, ClearMem";"927325";"H\HillStreetBlues\HillStreetBlues.Slave";"Hill Street Blues by Krisalis (c) 1990 - 1 disk.";"0";"HillStreetBlues";"Hill Street Blues";"1991 Krisalis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HillStreetBlues";"OCS/ECS";"";"";"";"";"";"hill street blues";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=497";"497";"Commercial";"English,German,French,Italian,Spanish";"1";"1 Only";"Hill Street Blues";"Krisalis";"h\hill-street-blues";"OCS,ECS";"Strategy - Miscellaneous";"hill street blues hillstreetblues 497 krisalis hillstreetblues english,german,french,italian,spanish";"A-Games"
"NoError, EmulPriv, Examine";"844426";"H\Hilt\Hilt.Slave";"Hilt ? 1994 Scorpius Software.";"0";"Hilt";"Hilt - Against The Hoardes";"1994 Scorpius Software";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hilt";"OCS/ECS";"";"";"";"";"";"hilt against the hoardes";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1575";"1575";"Shareware";"English";"1";"1 Only";"Hilt: Against the Hoardes";"Scorpius";"h\hilt-against-the-hoardes";"OCS,ECS";"Strategy - Miscellaneous";"hilt against the hoardes hiltagainstthehoardes 1575 scorpius hiltagainstthehoardes english";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"1456650";"H\Hilt2\Hilt2.Slave";"Hilt II ? 1996 Scorpius Software.";"0";"Hilt2";"Hilt II";"1996 Scorpius Software";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hilt2";"OCS/ECS";"";"";"";"";"";"hilt 2";"Exact";"N/A";"Open Amiga Game Database";"1996";"https://oagd.net/game/bd520da1-aed8-526c-80c1-786b3576b628";"";"";"English, German";"";"1 - 2 (1 simultaneous)";"Hilt II";"5th Dimension";"h\hilt-ii";"";"";"hilt 2 hilt2 5 th dimension hiltii english, german";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"1456440";"H\Hilt2De\Hilt2De.Slave";"Hilt II ? 1996 Scorpius Software.";"0";"Hilt2De";"Hilt II";"1996 Scorpius Software";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Hilt2";"OCS/ECS";"De";"";"";"";"";"hilt 2";"Exact";"N/A";"Open Amiga Game Database";"1996";"https://oagd.net/game/bd520da1-aed8-526c-80c1-786b3576b628";"";"";"English, German";"";"1 - 2 (1 simultaneous)";"Hilt II";"5th Dimension";"h\hilt-ii";"";"";"hilt 2 hilt2 5 th dimension hiltii english, german";"A-Games"
"NoError, ClearMem";"3443247";"H\HiredGuns1MB\HiredGuns1MB.Slave";"Hired Guns ? 1993 Psygnosis";"0";"HiredGuns1MB";"Hired Guns";"1993 Psygnosis";"1024000";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HiredGuns";"OCS/ECS";"";"1MB";"";"";"";"hired guns";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1198";"1198";"Commercial";"English,German,French,Italian,Spanish";"5";"1 to 4, Simultaneous";"Hired Guns";"Psygnosis";"h\hired-guns";"OCS,ECS";"Adventure - RPG 3D";"hired guns hiredguns 1198 psygnosis hiredguns english,german,french,italian,spanish";"A-Games"
"NoError, ClearMem";"3443197";"H\HiredGuns512KB\HiredGuns512KB.Slave";"Hired Guns ? 1993 Psygnosis";"0";"HiredGuns512KB";"Hired Guns";"1993 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HiredGuns";"OCS/ECS";"";"512KB";"";"";"";"hired guns";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1198";"1198";"Commercial";"English,German,French,Italian,Spanish";"5";"1 to 4, Simultaneous";"Hired Guns";"Psygnosis";"h\hired-guns";"OCS,ECS";"Adventure - RPG 3D";"hired guns hiredguns 1198 psygnosis hiredguns english,german,french,italian,spanish";"A-Games"
"NoError, ClearMem";"796508";"H\HiredGunsDemo1MB\HiredGunsDemo1MB.Slave";"Hired Guns ? 1993 Psygnosis";"0";"HiredGunsDemo1MB";"Hired Guns";"1993 Psygnosis";"1024000";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HiredGuns";"OCS/ECS";"";"1MB";"Demo";"";"";"hired guns";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1198";"1198";"Commercial";"English,German,French,Italian,Spanish";"5";"1 to 4, Simultaneous";"Hired Guns";"Psygnosis";"h\hired-guns";"OCS,ECS";"Adventure - RPG 3D";"hired guns hiredguns 1198 psygnosis hiredguns english,german,french,italian,spanish";"A-Games"
"NoError, ClearMem";"796474";"H\HiredGunsDemo512KB\HiredGunsDemo512KB.Slave";"Hired Guns ? 1993 Psygnosis";"0";"HiredGunsDemo512KB";"Hired Guns";"1993 Psygnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HiredGuns";"OCS/ECS";"";"512KB";"Demo";"";"";"hired guns";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1198";"1198";"Commercial";"English,German,French,Italian,Spanish";"5";"1 to 4, Simultaneous";"Hired Guns";"Psygnosis";"h\hired-guns";"OCS,ECS";"Adventure - RPG 3D";"hired guns hiredguns 1198 psygnosis hiredguns english,german,french,italian,spanish";"A-Games"
"NoError, Req68020, EmulPriv, Examine";"4743592";"H\Historyline\HistoryLine.Slave";"History Line 1914-1918 ? 1992 Blue Byte.";"0";"Historyline";"History Line 1914-1918";"1992 Blue Byte";"458752";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Historyline";"OCS/ECS";"";"";"";"";"";"historyline history line 1914 1918";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1758";"1758";"Commercial";"English";"7";"1 or 2, Simultaneous";"Historyline 1914-1918";"Blue Byte";"h\historyline-1914-1918";"OCS,ECS";"Strategy - War";"historyline 1914 1918 historyline19141918 1758 blue byte historyline19141918 english";"A-Games"
"NoError, Req68020, EmulPriv, Examine";"4747150";"H\HistorylineDe\HistoryLineDe.Slave";"History Line 1914-1918 ? 1992 Blue Byte.";"0";"HistorylineDe";"History Line 1914-1918";"1992 Blue Byte";"458752";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Historyline";"OCS/ECS";"De";"";"";"";"";"historyline history line 1914 1918";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1758";"1758";"Commercial";"English";"7";"1 or 2, Simultaneous";"Historyline 1914-1918";"Blue Byte";"h\historyline-1914-1918";"OCS,ECS";"Strategy - War";"historyline 1914 1918 historyline19141918 1758 blue byte historyline19141918 english";"A-Games"
"NoError, Req68020, EmulPriv, Examine";"4750235";"H\HistorylineFr\HistoryLineFr.Slave";"History Line 1914-1918 ? 1992 Blue Byte.";"0";"HistorylineFr";"History Line 1914-1918";"1992 Blue Byte";"458752";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Historyline";"OCS/ECS";"Fr";"";"";"";"";"historyline history line 1914 1918";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1758";"1758";"Commercial";"English";"7";"1 or 2, Simultaneous";"Historyline 1914-1918";"Blue Byte";"h\historyline-1914-1918";"OCS,ECS";"Strategy - War";"historyline 1914 1918 historyline19141918 1758 blue byte historyline19141918 english";"A-Games"
"NoError, EmulPriv, Examine";"165443";"H\HitchhikersGuideTTG\HitchhikersGuideTTG.Slave";"Hitchhiker's Guide To The Galaxy ? 1986 Infocom.";"0";"HitchhikersGuideTTG";"Hitchhiker";"1986 Infocom";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"HitchhikersGuideTTG";"OCS/ECS";"";"";"";"";"";"hitchhikers guide ttg hitchhiker";"Best";"8.1";"Open Amiga Game Database";"1986";"https://oagd.net/amiga/the-hitchhikers-guide-to-the-galaxy";"";"";"English";"";"1";"The Hitchhiker's Guide to the Galaxy";"Infocom";"t\the-hitchhikers-guide-to-the-galaxy";"";"";"the hitchhikers guide to the galaxy thehitchhikersguidetothegalaxy infocom thehitchhikersguidetothegalaxy english";"A-Games"
