"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords";"AssignName"
"NoError, EmulPriv, Examine";"641875";"W\WorldGames\WorldGames.Slave";"World Games (c) 1986 Epyx/Westwood Associates - 1";"0";"WorldGames";"World Games";"1986 Epyx/Westwood Associates";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldGames";"OCS/ECS";"";"";"";"";"";"world games";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=1146";"1146";"Commercial";"English";"1";"1 to 8";"World Games";"Epyx";"w\world-games";"OCS";"Sports - Multi-Event";"world games worldgames 1146 epyx worldgames english";"A-Games"
"NoError, EmulTrap";"735478";"W\WorldRugby\WorldRugby.Slave";"World Rugby (c) 1992 Zeppelin - 1 disk.";"0";"WorldRugby";"World Rugby";"1992 Zeppelin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldRugby";"OCS/ECS";"";"";"";"";"";"world rugby";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2699";"2699";"Commercial";"English";"1";"1 Only";"World Rugby";"Zeppelin Games";"w\world-rugby";"OCS,ECS";"Sports - Rugby";"world rugby worldrugby 2699 zeppelin games worldrugby english";"A-Games"
"NoError, EmulTrap";"912354";"W\WorldSoccer\WorldSoccer.Slave";"World Soccer by Zeppelin (c) 1990 - 1 disk.";"0";"WorldSoccer";"World Soccer";"1990 Zeppelin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldSoccer";"OCS/ECS";"";"";"";"";"";"world soccer";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2700";"2700";"Commercial";"English";"1";"1 Only";"World Soccer";"Zeppelin Games";"w\world-soccer";"OCS";"Sports - Football/Soccer";"world soccer worldsoccer 2700 zeppelin games worldsoccer english";"A-Games"
"NoError";"1413275";"W\WorldsOfLegend\WorldsOfLegend.slave";"";"0";"WorldsOfLegend";"Worlds of Legend - Son of the Empire";"1990 Mindscape";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldsOfLegend";"OCS/ECS";"";"";"";"";"";"worlds of legend son the empire";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=666";"666";"Commercial";"English";"2";"1 Only";"Worlds of Legend: Son of the Empire";"Mindscape";"w\worlds-of-legend-son-of-the-empire";"OCS,ECS";"Adventure - Isometric 3D";"worlds of legend son of the empire worldsoflegendsonoftheempire 666 mindscape worldsoflegendsonoftheempire english";"A-Games"
"NoError, EmulPriv, Examine";"655863";"W\WorldTourGolf\WorldTourGolf.Slave";"World Tour Golf ? 1988 Electronic Arts";"0";"WorldTourGolf";"World Tour Golf";"1988 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldTourGolf";"OCS/ECS";"";"";"";"";"";"world tour golf";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2701";"2701";"Commercial";"English";"1";"1 to 4";"World Tour Golf";"Electronic Arts";"w\world-tour-golf";"OCS";"Sports - Golf";"world tour golf worldtourgolf 2701 electronic arts worldtourgolf english";"A-Games"
"NoError, EmulTrap, EmulPriv";"929161";"W\WorldTrophySoccerArcadia\WorldTrophySoccerArcadia.Slave";"Arcadia Systems version of World Trophy Soccer game";"0";"WorldTrophySoccerArcadia";"World Trophy Soccer (Arcadia)";"1989 Melbourne House & Novotrade";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldTrophySoccerArcadia";"OCS/ECS";"";"";"";"";"";"world trophy soccer arcadia";"Best";"1,549553";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1147";"1147";"Commercial";"English";"1";"1 or 2, Simultaneous";"World Trophy Soccer";"Melbourne House";"w\world-trophy-soccer";"OCS";"Sports - Football/Soccer";"world trophy soccer worldtrophysoccer 1147 melbourne house worldtrophysoccer english";"A-Games"
"NoError, EmulPriv, Examine";"958839";"W\Worms1MB\Worms1MB.Slave";"Worms ? 1992 Team 17";"0";"Worms1MB";"Worms (1MB Chip)";"1992 Team 17";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Worms";"OCS/ECS";"";"1MB";"";"";"";"worms 1 mb chip";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=3382";"3382";"Commercial";"English,German,French";"";"1 to 4";"Worms";"Team 17";"w\worms-cd32";"CD32";"Strategy - Miscellaneous";"worms worms 3382 team 17 worms english,german,french";"A-Games"
"NoError, EmulPriv, Examine";"2474546";"W\Worms2MB\Worms2MB.Slave";"Worms ? 1992 Team 17";"0";"Worms2MB";"Worms (2MB Chip)";"1992 Team 17";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Worms";"OCS/ECS";"";"2MB";"";"";"";"worms 2 mb chip";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=3382";"3382";"Commercial";"English,German,French";"";"1 to 4";"Worms";"Team 17";"w\worms-cd32";"CD32";"Strategy - Miscellaneous";"worms worms 3382 team 17 worms english,german,french";"A-Games"
"NoError, EmulPriv, Examine";"1013435";"W\Wormsigns\Wormsigns.Slave";"Worm Signs ? 19xx PROXIMA.";"0";"Wormsigns";"Worm Signs";"19xx PROXIMA.";"1572864";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wormsigns";"OCS/ECS";"";"";"";"";"";"wormsigns worm signs";"Exact";"N/A";"Open Amiga Game Database";"";"https://oagd.net/game/3fbf63fc-7525-51d5-8d4b-d286e639a5ba";"";"";"English";"";"1 - 12 (12 simultaneous)";"Wormsigns";"";"w\wormsigns";"";"";"wormsigns wormsigns wormsigns english";"A-Games"
"Disk, NoError, EmulTrap";"3664877";"W\WrathOfTheDemon\WrathOfTheDemon.Slave";"Wrath of the Demon ? 1990 ReadySoft";"0";"WrathOfTheDemon";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WrathOfTheDemon";"OCS/ECS";"";"";"";"";"";"wrath of the demon";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1148";"1148";"Commercial";"English";"4";"1 Only";"Wrath of the Demon";"ReadySoft";"w\wrath-of-the-demon";"OCS,ECS";"Arcade - Miscellaneous";"wrath of the demon wrathofthedemon 1148 ready soft wrathofthedemon english";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"6329805";"W\WrathOfTheDemonCDTV\WrathOfTheDemonCDTV.Slave";"Wrath of the Demon ? 1990 ReadySoft";"0";"WrathOfTheDemonCDTV";"Wrath Of The Demon CDTV";"1989 ReadySoft";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WrathOfTheDemon";"CDTV";"";"";"";"";"";"wrath of the demon";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1148";"1148";"Commercial";"English";"4";"1 Only";"Wrath of the Demon";"ReadySoft";"w\wrath-of-the-demon";"OCS,ECS";"Arcade - Miscellaneous";"wrath of the demon wrathofthedemon 1148 ready soft wrathofthedemon english";"A-Games"
"NoError, EmulTrap, ClearMem";"488463";"W\Wreckers\Wreckers.Slave";"Wreckers ? 1991 Audiogenic.";"0";"Wreckers";"Wreckers";"1991 Audiogenic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wreckers";"OCS/ECS";"";"";"";"";"";"wreckers";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2705";"2705";"Commercial";"English";"1";"1 Only";"Wreckers";"Audiogenic";"w\wreckers";"OCS,ECS";"Adventure - Miscellaneous";"wreckers wreckers 2705 audiogenic wreckers english";"A-Games"
"NoError, EmulTrap, ClearMem";"1955997";"W\WWFEuropeanRampageTour\WWFEuropeanRampageTour.Slave";"WWF European Rampage (c) 1992 Ocean - 2 disks.";"0";"WWFEuropeanRampageTour";"WWF European Rampage";"1992 Arc Developments/Ocean";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WWFEuropeanRampageTour";"OCS/ECS";"";"";"";"";"";"wwfeuropean rampage tour wwf european";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1360";"1360";"Commercial";"English";"2";"1 or 2, Simultaneous";"WWF European Rampage Tour";"Ocean";"w\wwf-european-rampage-tour";"OCS,ECS";"Sports - Wrestling";"wwf european rampage tour wwfeuropeanrampagetour 1360 ocean wwfeuropeanrampagetour english";"A-Games"
"NoError, EmulTrap";"1648657";"W\WWFWrestleMania\WWFWrestlemania.slave";"WWF Wrestlemania (c) 1991 Ocean - 2 disks.";"0";"WWFWrestleMania";"WWF Wrestlemania";"1991 Twilight/Ocean";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WWFWrestleMania";"OCS/ECS";"";"";"";"";"";"wwfwrestle mania wwf wrestlemania";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1364";"1364";"Commercial";"English";"2";"1 or 2, Simultaneous";"WWF WrestleMania";"Ocean";"w\wwf-wrestlemania";"OCS,ECS";"Sports - Wrestling";"wwf wrestle mania wwfwrestlemania 1364 ocean wwfwrestlemania english";"A-Games"
"NoKbd";"757800";"X\Xenex\Xenex.Slave";"Xenex ? 1992 Scorpius Software.";"0";"Xenex";"Xenex";"1992 Scorpius Software";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenex";"OCS/ECS";"";"";"";"";"";"xenex";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=2524";"2524";"Shareware";"English";"1";"1 or 2, Simultaneous";"Xenex";"Scorpius";"x\xenex";"OCS,ECS";"";"xenex xenex 2524 scorpius xenex english";"A-Games"
"Disk, NoError";"1703990";"X\Xenomorph\Xenomorph.slave";"Xenomorph ? 1990 Pandora.";"1024";"Xenomorph";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenomorph";"OCS/ECS";"";"";"";"";"";"xenomorph";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1150";"1150";"Commercial";"English";"2";"1 Only";"Xenomorph";"Pandora Software";"x\xenomorph";"OCS,ECS";"Adventure - RPG 3D";"xenomorph xenomorph 1150 pandora software xenomorph english";"A-Games"
"NoError, ClearMem";"474633";"X\Xenon\Xenon.slave";"Xenon by Image Works/Bitmap Brothers (c) 1988 - 1 disk.";"0";"Xenon";"Xenon";"1988 Bitmap Brothers";"479232";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenon";"OCS/ECS";"";"";"";"";"";"xenon";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1152";"1152";"Commercial";"English";"1";"1 or 2";"Xenon";"Melbourne House";"x\xenon";"OCS";"";"xenon xenon 1152 melbourne house xenon english";"A-Games"
"NoError";"1117974";"X\Xenon21Disk\Xenon21Disk.Slave";"Xenon 2 ? 1988,1991 The Bitmap Brothers.";"0";"Xenon21Disk";"Xenon 2 - Megablast";"1988 The Bitmap Brothers";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenon2";"OCS/ECS";"";"";"";"1Disk";"";"xenon 2 megablast";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1151";"1151";"Commercial";"English";"1";"1 or 2";"Xenon 2: Megablast";"Image Works";"x\xenon-2-megablast";"OCS";"";"xenon 2 megablast xenon2megablast 1151 image works xenon2megablast english";"A-Games"
"NoError";"1835030";"X\Xenon22Disk\Xenon22Disk.Slave";"Xenon 2 ? 1988,1991 The Bitmap Brothers.";"0";"Xenon22Disk";"Xenon 2 - Megablast";"1988 The Bitmap Brothers";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenon2";"OCS/ECS";"";"";"";"2Disk";"";"xenon 2 megablast";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1151";"1151";"Commercial";"English";"1";"1 or 2";"Xenon 2: Megablast";"Image Works";"x\xenon-2-megablast";"OCS";"";"xenon 2 megablast xenon2megablast 1151 image works xenon2megablast english";"A-Games"
"NoError";"4853786";"X\Xenon2CDTV\Xenon2CDTV.Slave";"Xenon 2 ? 1988,1991 The Bitmap Brothers.";"0";"Xenon2CDTV";"Xenon 2 - Megablast";"1991 The Bitmap Brothers";"811008";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenon2";"CDTV";"";"";"";"";"";"xenon 2 megablast";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1151";"1151";"Commercial";"English";"1";"1 or 2";"Xenon 2: Megablast";"Image Works";"x\xenon-2-megablast";"OCS";"";"xenon 2 megablast xenon2megablast 1151 image works xenon2megablast english";"A-Games"
"NoError, EmulTrap, ClearMem";"394860";"X\Xenon2Demo\Xenon2Demo.Slave";"Xenon II Demo ? 1989 The Bitmap Brothers";"0";"Xenon2Demo";"Xenon II Demo";"1989 The Bitmap Brothers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenon2";"OCS/ECS";"";"";"Demo";"";"";"xenon 2";"Best";"1,611442";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1151";"1151";"Commercial";"English";"1";"1 or 2";"Xenon 2: Megablast";"Image Works";"x\xenon-2-megablast";"OCS";"";"xenon 2 megablast xenon2megablast 1151 image works xenon2megablast english";"A-Games"
"NoError, EmulTrap, EmulPriv";"667824";"X\XenonArcadia\XenonArcadia.slave";"Arcadia Systems version of Xenon game";"0";"XenonArcadia";"Xenon (Arcadia)";"1987-8 The Bitmap Brothers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"XenonArcadia";"OCS/ECS";"";"";"";"";"";"xenon arcadia";"Best";"1,106874";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1152";"1152";"Commercial";"English";"1";"1 or 2";"Xenon";"Melbourne House";"x\xenon";"OCS";"";"xenon xenon 1152 melbourne house xenon english";"A-Games"
"NoError, EmulTrap, ClearMem";"1160662";"X\Xenophobe\Xenophobe.slave";"Xenophobe by Microstyle (c) 1989 - 2 disks.";"0";"Xenophobe";"Xenophobe";"1989 Microstyle";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xenophobe";"OCS/ECS";"";"";"";"";"";"xenophobe";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1153";"1153";"Commercial";"English";"2";"1 or 2, Simultaneous";"Xenophobe";"MicroStyle";"x\xenophobe";"OCS";"";"xenophobe xenophobe 1153 micro style xenophobe english";"A-Games"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"1861655";"X\Xiphos\Xiphos.Slave";"Xiphos - The universe unfolds ? 1990 Electronic Zoo.";"0";"Xiphos";"Xiphos - The Universe Unfolds";"1990 Electronic Zoo.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xiphos";"OCS/ECS";"";"";"";"";"";"xiphos the universe unfolds";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2484";"2484";"Commercial";"English,German,French";"2";"1 Only";"Xiphos";"Electronic Zoo";"x\xiphos";"OCS";"Simulation - Space";"xiphos xiphos 2484 electronic zoo xiphos english,german,french";"A-Games"
"NoError, ClearMem";"1219117";"X\XIt\XIt.Slave";"X-It ? 1994 Psygnosis";"0";"XIt";"X-It";"1994 Psygnosis";"561152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"X";"OCS/ECS";"It";"";"";"";"";"it";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1154";"1154";"Commercial";"English";"2";"1 Only";"X-It";"Psygnosis";"x\x-it";"OCS,ECS";"Arcade - Miscellaneous";"x it xit 1154 psygnosis xit english";"A-Games"
"NoError, NoDivZero, ClearMem";"375222";"X\XmasLemmingsDemo1991\XmasLemmingsDemo1991.slave";"X-Mas Lemmings demo 1991 ? 1991 Psygnosis";"0";"XmasLemmingsDemo1991";"Xmas Lemmings demo 1991";"1991 Psygnosis";"491520";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"XmasLemmingsDemo1991";"OCS/ECS";"";"";"";"";"";"xmas lemmings 1991";"Exact";"100";"Custom Games";"1991";"http://hol.abime.net/6012";"";"Coverdisk";"English";"1";"1";"Xmas Lemmings 1991";"Psygnosis ";"";"ECS/OCS";"Puzzler - Rescue Across Terrain";"xmas lemmings 1991 xmaslemmings1991 psygnosis xmaslemmings1991 english";"A-Games"
"NoError, NoDivZero, ClearMem";"378041";"X\XmasLemmingsDemo1992\XmasLemmingsDemo1992.Slave";"X-Mas Lemmings demo 1992 ? 1992 Psygnosis";"0";"XmasLemmingsDemo1992";"Xmas Lemmings demo 1992";"1992 Psygnosis";"491520";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"XmasLemmingsDemo1992";"OCS/ECS";"";"";"";"";"";"xmas lemmings 1992";"Exact";"100";"Custom Games";"1992";"http://hol.abime.net/6013";"";"Coverdisk";"English";"1";"1";"Xmas Lemmings 1992";"Psygnosis ";"";"ECS/OCS";"Puzzler - Rescue Across Terrain";"xmas lemmings 1992 xmaslemmings1992 psygnosis xmaslemmings1992 english";"A-Games"
"NoError, EmulTrap, ClearMem";"925142";"X\XOut1Disk\XOut1Disk.Slave";"X-Out ? 1990 Rainbow Arts.";"0";"XOut1Disk";"X-Out";"1990 Rainbow Arts";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"XOut";"OCS/ECS";"";"";"";"1Disk";"";"xout out";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1155";"1155";"Commercial";"English";"1";"1 Only";"X-Out";"Rainbow Arts";"x\x-out";"OCS,ECS";"";"x out xout 1155 rainbow arts xout english";"A-Games"
"NoError, EmulTrap, ClearMem";"1669850";"X\XOut2Disk\XOut2Disk.Slave";"X-Out ? 1990 Rainbow Arts.";"0";"XOut2Disk";"X-Out";"1990 Rainbow Arts";"589824";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"XOut";"OCS/ECS";"";"";"";"2Disk";"";"xout out";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1155";"1155";"Commercial";"English";"1";"1 Only";"X-Out";"Rainbow Arts";"x\x-out";"OCS,ECS";"";"x out xout 1155 rainbow arts xout english";"A-Games"
"NoError, EmulPriv, Examine";"1936990";"X\XP8\XP8.slave";"XP8 (ECS/AGA) ? 1996 Weathermine software.";"0";"XP8";"XP8 ECS";"1996 Weathermine Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"XP8";"OCS/ECS";"";"";"";"";"";"xp 8";"Exact";"100";"Lemon Amiga";"1996";"http://www.lemonamiga.com/games/details.php?id=2467";"2467";"Commercial";"English";"3";"1 or 2, Simultaneous";"XP8";"Effigy Software";"x\xp8";"OCS,ECS";"";"xp 8 xp8 2467 effigy software xp8 english";"A-Games"
"NoError, ClearMem";"710530";"X\XR35\XR35.Slave";"XR-35 ? 1988 Anco";"0";"XR35";"XR-35";"1988 Anco";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"XR35";"OCS/ECS";"";"";"";"";"";"xr 35";"Best";"2,239606";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2526";"2526";"Commercial";"English";"1";"1 Only";"XR-35 Fighter Mission";"Anco";"x\xr-35-fighter-mission";"OCS";"";"xr 35 fighter mission xr35fightermission 2526 anco xr35fightermission english";"A-Games"
"NoError, EmulTrap";"909822";"X\Xybots\Xybots.Slave";"Xybots by Domark (c) 1989 - 1 disk.";"0";"Xybots";"Xybots";"1989 Tengen";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Xybots";"OCS/ECS";"";"";"";"";"";"xybots";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1156";"1156";"Commercial";"English";"1";"1 or 2, Simultaneous";"Xybots";"Domark";"x\xybots";"OCS";"";"xybots xybots 1156 domark xybots english";"A-Games"
"NoError, EmulTrap";"415692";"Y\YogiBear&Friends\YogiBear&Friends.Slave";"Yogi Bear and Friends in The Greed Monster (c) 1990";"0";"YogiBear&Friends";"Yogi Bear and Friends in The Greed Monster";"1990 PAL Developments/Hi-Tec";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"YogiBear&Friends";"OCS/ECS";"";"";"";"";"";"yogi bear friends and in the greed monster";"Exact";"N/A";"Open Amiga Game Database";"1990";"https://oagd.net/amiga/yogi-bear-and-friends-in-the-greed-monster";"";"";"English";"";"1";"Yogi Bear and Friends in the Greed Monster";"Hi-Tec Software";"y\yogi-bear-and-friends-in-the-greed-monster";"";"";"yogi bear and friends in the greed monster yogibearandfriendsinthegreedmonster hi tec software yogibearandfriendsinthegreedmonster english";"A-Games"
"NoError, EmulTrap, ClearMem";"1031495";"Y\YogisBigCleanUp\YogisBigCleanUp.Slave";"Yogi's Big Clean Up ? 1992 Hi-Tec.";"0";"YogisBigCleanUp";"Yogi";"1992 Hi-Tec";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"YogisBigCleanUp";"OCS/ECS";"";"";"";"";"";"yogis big clean up yogi";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1160";"1160";"Commercial";"English";"1";"1 Only";"Yogi's Big Clean Up";"Hi-Tec Software";"y\yogis-big-clean-up";"OCS,ECS";"Platformer - Scrolling Screen";"yogis big clean up yogisbigcleanup 1160 hi tec software yogisbigcleanup english";"A-Games"
