Year;Url;Path;License;Disks;Players;Name;Publisher;Language;Hardware;Genre;_Query
1993;http://www.lemonamiga.com/games/details.php?id=2872;k\kingmaker-the-quest-for-the-crown;Commercial;2;1 Only;Kingmaker: The Quest for the Crown;US Gold;English,German,French;OCS,ECS;Strategy - War;Kingmaker: The Quest for the Crown US Gold
1995;http://www.lemonamiga.com/games/details.php?id=640;k\kingpin-arcade-sports-series-bowling;Commercial;1;1 to 6;Kingpin: Arcade Sports Series Bowling;Team 17;English;OCS,ECS;Sports - Bowling;Kingpin: Arcade Sports Series Bowling Team 17
1995;http://www.lemonamiga.com/games/details.php?id=640;k\kingpin-arcade-sports-series-bowling_#2;Commercial;1;1 to 6;Kingpin: Arcade Sports Series Bowling;Team 17;English;OCS,ECS;Sports - Bowling;Kingpin: Arcade Sports Series Bowling Team 17
1992;http://www.lemonamiga.com/games/details.php?id=2517;k\kiros-quest;Commercial;1;1 Only;Kiro's Quest;Linel;English;OCS,ECS;Brain - Puzzle;Kiro's Quest Linel
1990;http://www.lemonamiga.com/games/details.php?id=645;k\klax;Commercial;1;1 Only;Klax;Domark;English;OCS;Arcade - Miscellaneous;Klax Domark
1993;http://www.lemonamiga.com/games/details.php?id=2019;k\klondike-deluxe-aga-v11-aga;Public Domain/Freeware;;1 Only;Klondike Deluxe AGA v1.1;(unknown);English;AGA;Cards - Solitaire;Klondike Deluxe AGA v1.1 (unknown)
1994;http://www.lemonamiga.com/games/details.php?id=2020;k\klondike-deluxe-aga-v30-aga;Shareware;;1 Only;Klondike Deluxe AGA v3.0;(unknown);English;AGA;Cards - Solitaire;Klondike Deluxe AGA v3.0 (unknown)
1989;http://www.lemonamiga.com/games/details.php?id=1419;k\knight-force;Commercial;1;1 Only;Knight Force;Titus Software;English;OCS;;Knight Force Titus Software
1987;http://www.lemonamiga.com/games/details.php?id=646;k\knight-orc;Commercial;1;1 Only;Knight Orc;Rainbird;English;OCS;Adventure - Graphics/Text;Knight Orc Rainbird
1991;http://www.lemonamiga.com/games/details.php?id=647;k\knightmare;Commercial;2;;Knightmare;Mindscape;English;OCS,ECS;Adventure - RPG 3D;Knightmare Mindscape
1994;http://www.lemonamiga.com/games/details.php?id=3051;k\knights;Public Domain/Freeware;;2 Only, Simultaneous;Knights;(unknown);English;OCS,ECS;Arcade - Miscellaneous;Knights (unknown)
1990;http://www.lemonamiga.com/games/details.php?id=648;k\knights-of-the-crystallion;Commercial;2;1 Only;Knights of the Crystallion;US Gold;English;OCS;Adventure - Miscellaneous;Knights of the Crystallion US Gold
1991;http://www.lemonamiga.com/games/details.php?id=649;k\knights-of-the-sky;Commercial;2;1 or 2, Simultaneous;Knights of the Sky;MicroProse Software;English;OCS,ECS;Simulation - Flight;Knights of the Sky MicroProse Software
1996;http://www.lemonamiga.com/games/details.php?id=3713;k\knock-out;Public Domain/Freeware;1;1 to 7, Simultaneous;Knock Out;(unknown);English;OCS,ECS;Racing - Overhead;Knock Out (unknown)
1996;http://www.lemonamiga.com/games/details.php?id=2766;k\knock-out-2;Shareware;1;1 to 8, Simultaneous;Knock Out 2;(unknown);English;OCS,ECS;Racing - Overhead;Knock Out 2 (unknown)
1989;http://www.lemonamiga.com/games/details.php?id=2259;k\kreuzas-a-poker-game;Commercial;1;1 Only;KreuzAs: A Poker Game;Turtle Byte Software;English;OCS;Cards - Poker;KreuzAs: A Poker Game Turtle Byte Software
1989;http://www.lemonamiga.com/games/details.php?id=2421;k\kristal-the;Commercial;4;1 Only;Kristal, The;Addictive Games;English;OCS;Adventure - Miscellaneous;Kristal, The Addictive Games
1993;http://www.lemonamiga.com/games/details.php?id=1579;k\krustys-super-fun-house;Commercial;1;1 Only;Krusty's Super Fun House;Virgin Interactive;English;OCS,ECS;Platformer - Scrolling Screen;Krusty's Super Fun House Virgin Interactive
1990;http://www.lemonamiga.com/games/details.php?id=2982;k\krymini;Commercial;1;1 Only;Krymini;Magic Soft;English;OCS;Brain - Logical;Krymini Magic Soft
1990;http://www.lemonamiga.com/games/details.php?id=2519;k\krypton-egg;Commercial;1;1 Only;Krypton Egg;HitSoft;English;OCS;Arcade - Breakout/Pong;Krypton Egg HitSoft
1989;http://www.lemonamiga.com/games/details.php?id=1766;k\kult;Commercial;1;1 Only;Kult;Exxos (ERE/Infogrames);English,German,French;OCS;Adventure - Point and Click;Kult Exxos (ERE/Infogrames)
1987;http://www.lemonamiga.com/games/details.php?id=2815;k\kwasimodo;Commercial;;1 Only;Kwasimodo;King Size;English;OCS;Platformer - Multi Screen;Kwasimodo King Size
1995;http://www.lemonamiga.com/games/details.php?id=3274;k\kwatermaster;Commercial;3;1 Only;Kwatermaster;L.K. Avalon;Polish;OCS,ECS;Adventure - Point and Click;Kwatermaster L.K. Avalon
1991;http://www.lemonamiga.com/games/details.php?id=324;k\kwik-snax;Commercial;1;1 Only;Kwik Snax;Codemasters;English;OCS,ECS;Arcade - Labyrinth/Maze;Kwik Snax Codemasters
1994;http://www.lemonamiga.com/games/details.php?id=730;l\labyrinth-of-time-the-cd32;Commercial;;1 Only;Labyrinth of Time, The;Electronic Arts;English;CD32;Adventure - Miscellaneous;Labyrinth of Time, The Electronic Arts
1994;http://www.lemonamiga.com/games/details.php?id=2422;l\lactose-intolerance;Public Domain/Freeware;1;1 Only;Lactose Intolerance;(unknown);English;OCS,ECS;;Lactose Intolerance (unknown)
1994;http://www.lemonamiga.com/games/details.php?id=655;l\lamborghini-american-challenge;Commercial;2;1 or 2, Simultaneous;Lamborghini American Challenge;Titus Software;English;OCS,ECS;Racing - Cars;Lamborghini American Challenge Titus Software
1994;http://www.lemonamiga.com/games/details.php?id=578;l\lamborghini-american-challenge-cd32;Commercial;;1 or 2, Simultaneous;Lamborghini American Challenge;Paragon Publishing;English;CD32;Racing - Cars;Lamborghini American Challenge Paragon Publishing
1989;http://www.lemonamiga.com/games/details.php?id=656;l\lancaster;Commercial;1;1 Only;Lancaster;Actual Screenshots;English;OCS;Simulation - Flight;Lancaster Actual Screenshots
1988;http://www.lemonamiga.com/games/details.php?id=657;l\lancelot;Commercial;1;1 Only;Lancelot;Mandarin;English;OCS;Adventure - Graphics/Text;Lancelot Mandarin
2001;http://www.lemonamiga.com/games/details.php?id=2577;l\land-of-genesis-aga;Commercial;;1 Only;Land of Genesis;ClearWater Interactive;English,German,Italian;AGA,CD-ROM;;Land of Genesis ClearWater Interactive
1990;http://www.lemonamiga.com/games/details.php?id=3587;l\land-of-the-unicorn;Commercial;4;1 Only;Land of the Unicorn;Unicorn Software;English;OCS;Educational - Miscellaneous;Land of the Unicorn Unicorn Software
1988;http://www.lemonamiga.com/games/details.php?id=3315;l\landsitz-von-mortville-der;Commercial;1;1 Only;Landsitz von Mortville, Der;Lankhor;German;OCS;Adventure - Point and Click;Landsitz von Mortville, Der Lankhor
1987;http://www.lemonamiga.com/games/details.php?id=2791;l\las-vegas;Commercial;1;1 Only;Las Vegas;Anco;English;OCS;Gambling - Slot Machine;Las Vegas Anco
1989;http://www.lemonamiga.com/games/details.php?id=1318;l\laser-squad;Commercial;1;1 or 2;Laser Squad;MicroIllusions;English;OCS;Arcade - Miscellaneous;Laser Squad MicroIllusions
1994;http://www.lemonamiga.com/games/details.php?id=658;l\last-action-hero;Commercial;2;1 Only;Last Action Hero;Psygnosis;English;OCS,ECS;;Last Action Hero Psygnosis
1991;http://www.lemonamiga.com/games/details.php?id=2235;l\last-battle;Commercial;1;1 Only;Last Battle;Elite;English;OCS;;Last Battle Elite
1989;http://www.lemonamiga.com/games/details.php?id=1420;l\last-duel;Commercial;1;1 or 2, Simultaneous;Last Duel;US Gold;English;OCS;;Last Duel US Gold
1989;http://www.lemonamiga.com/games/details.php?id=2327;l\last-inca-the;Commercial;1;1 Only;Last Inca, The;Free Spirit Software;English;OCS;Adventure - Graphics/Text;Last Inca, The Free Spirit Software
1990;http://www.lemonamiga.com/games/details.php?id=659;l\last-ninja-2;Commercial;1;1 Only;Last Ninja 2;System 3;English;OCS;Adventure - Arcade 3D;Last Ninja 2 System 3
1991;http://www.lemonamiga.com/games/details.php?id=704;l\last-ninja-3;Commercial;2;1 Only;Last Ninja 3;System 3;English;OCS,ECS;Adventure - Arcade 3D;Last Ninja 3 System 3
1990;http://www.lemonamiga.com/games/details.php?id=660;l\last-ninja-remix;Commercial;3;1 Only;Last Ninja Remix;System 3;English;OCS;Adventure - Arcade 3D;Last Ninja Remix System 3
;http://www.lemonamiga.com/games/details.php?id=2571;l\last-refuge-the;Public Domain/Freeware;1;1 Only;Last Refuge, The;Fred Fish;English;OCS,ECS;;Last Refuge, The Fred Fish
1994;http://www.lemonamiga.com/games/details.php?id=3158;l\last-soldier-the;Commercial;2;1 Only;Last Soldier, The;Mirage;Polish;OCS,ECS;Platformer - Multi Screen;Last Soldier, The Mirage
1986;http://www.lemonamiga.com/games/details.php?id=1421;l\leader-board;Commercial;1;1 to 4;Leader Board;Access Software;English;OCS;Sports - Golf;Leader Board Access Software
1995;http://www.lemonamiga.com/games/details.php?id=3040;l\leading-lap-mpv-aga;Commercial;3;;Leading Lap MPV;Black Legend;English;AGA;Racing - Cars;Leading Lap MPV Black Legend
1991;http://www.lemonamiga.com/games/details.php?id=3072;l\league-challenge;Commercial;1;1 Only;League Challenge;Atlantis Software;English;OCS,ECS;Sports - Football/Soccer;League Challenge Atlantis Software
1991;http://www.lemonamiga.com/games/details.php?id=662;l\leander;Commercial;3;1 Only;Leander;Psygnosis;English;OCS,ECS;Platformer - Scrolling Screen;Leander Psygnosis
1986;http://www.lemonamiga.com/games/details.php?id=2021;l\leather-goddesses-of-phobos;Commercial;1;1 Only;Leather Goddesses of Phobos;Infocom;English;OCS;Adventure - Text only;Leather Goddesses of Phobos Infocom
1988;http://www.lemonamiga.com/games/details.php?id=663;l\leatherneck;Commercial;1;1 to 4, Simultaneous;Leatherneck;Microdeal;English;OCS;;Leatherneck Microdeal
1990;http://www.lemonamiga.com/games/details.php?id=2423;l\leavin-teramis;Commercial;2;1 Only;Leavin' Teramis;Thalion;English;OCS;;Leavin' Teramis Thalion
1988;http://www.lemonamiga.com/games/details.php?id=664;l\led-storm;Commercial;1;1 Only;LED Storm;Go!;English;OCS;Racing - Overhead;LED Storm Go!
1991;http://www.lemonamiga.com/games/details.php?id=665;l\legend;Commercial;2;1 Only;Legend;Mindscape;English;OCS,ECS;Adventure - Isometric 3D;Legend Mindscape
1991;http://www.lemonamiga.com/games/details.php?id=1679;l\legend-of-billy-the-kid-the;Commercial;3;1 Only;Legend of Billy the Kid, The;Ocean;English,German,French;OCS,ECS;Adventure - Miscellaneous;Legend of Billy the Kid, The Ocean
1989;http://www.lemonamiga.com/games/details.php?id=3317;l\legend-of-djel;Commercial;1;1 Only;Legend of Djel;Tomahawk;English;OCS;Adventure - Point and Click;Legend of Djel Tomahawk
1990;http://www.lemonamiga.com/games/details.php?id=667;l\legend-of-faerghail;Commercial;3;1 Only;Legend of Faerghail;Rainbow Arts;English;OCS,ECS;Adventure - RPG 3D;Legend of Faerghail Rainbow Arts
1992;http://www.lemonamiga.com/games/details.php?id=672;l\legend-of-kyrandia;Commercial;9;1 Only;Legend of Kyrandia;Virgin Games;English;OCS,ECS;Adventure - Point and Click;Legend of Kyrandia Virgin Games
1992;http://www.lemonamiga.com/games/details.php?id=1723;l\legend-of-robin-hood-the-conquests-of-the-longbow;Commercial;8;1 Only;Legend of Robin Hood, The: Conquests of the Longbow;Sierra On-Line;English;OCS,ECS;Adventure - Point and Click;Legend of Robin Hood, The: Conquests of the Longbow Sierra On-Line
1994;http://www.lemonamiga.com/games/details.php?id=3318;l\legend-of-rome;Commercial;6;1 or 2, Simultaneous;Legend of Rome;CPU Italian System;English,French,Italian;OCS,ECS;Strategy - War;Legend of Rome CPU Italian System
1990;http://www.lemonamiga.com/games/details.php?id=2657;l\legend-of-the-lost-the;Commercial;1;1 Only;Legend of the Lost, The;Impressions;English,German,French,Italian,Spanish;OCS;Arcade - Miscellaneous;Legend of the Lost, The Impressions
1988;http://www.lemonamiga.com/games/details.php?id=673;l\legend-of-the-sword;Commercial;1;1 Only;Legend of the Sword;Rainbird;English;OCS;Adventure - Graphics/Text;Legend of the Sword Rainbird
1996;http://www.lemonamiga.com/games/details.php?id=1958;l\legends-cd32;Commercial;;1 Only;Legends;Guildhall;English,German,French;CD32;Adventure - Miscellaneous;Legends Guildhall
1996;http://www.lemonamiga.com/games/details.php?id=1767;l\legends-aga;Commercial;6;1 Only;Legends;Guildhall;English,German,French;AGA;Adventure - Miscellaneous;Legends Guildhall
1993;http://www.lemonamiga.com/games/details.php?id=674;l\legends-of-valour;Commercial;4;1 Only;Legends of Valour;US Gold;German;OCS,ECS;Adventure - RPG 3D;Legends of Valour US Gold
1996;http://www.lemonamiga.com/games/details.php?id=3189;l\legion;Commercial;2;;Legion;Gobi;English;OCS,ECS;Adventure - RPG 2D;Legion Gobi
1995;http://www.lemonamiga.com/games/details.php?id=2273;l\legions-of-dawn;Licenceware;2;1 Only;Legions of Dawn;F1 Licenceware;English;OCS,ECS;Adventure - RPG 3D;Legions of Dawn F1 Licenceware
1988;http://www.lemonamiga.com/games/details.php?id=1422;l\leisure-suit-larry-2-larry-goes-looking-for-love-in-several-wrong-places;Commercial;4;1 Only;Leisure Suit Larry 2: Larry goes Looking for Love (In Several Wrong Places);Sierra On-Line;English;OCS;Adventure - Animated Graphics/Text;Leisure Suit Larry 2: Larry goes Looking for Love (In Several Wrong Places) Sierra On-Line
1990;http://www.lemonamiga.com/games/details.php?id=675;l\leisure-suit-larry-3-passionate-patti-in-pursuit-of-the-pulsating-pectorals;Commercial;5;1 Only;Leisure Suit Larry 3: Passionate Patti in Pursuit of the Pulsating Pectorals!;Sierra On-Line;English;OCS;Adventure - Animated Graphics/Text;Leisure Suit Larry 3: Passionate Patti in Pursuit of the Pulsating Pectorals! Sierra On-Line
1992;http://www.lemonamiga.com/games/details.php?id=1425;l\leisure-suit-larry-5-passionate-patti-does-a-little-undercover-work;Commercial;8;1 Only;Leisure Suit Larry 5: Passionate Patti does a Little Undercover Work;Sierra On-Line;English;OCS,ECS;Adventure - Point and Click;Leisure Suit Larry 5: Passionate Patti does a Little Undercover Work Sierra On-Line
1987;http://www.lemonamiga.com/games/details.php?id=703;l\leisure-suit-larry-in-the-land-of-the-lounge-lizards;Commercial;1;1 Only;Leisure Suit Larry in the Land of the Lounge Lizards;Sierra On-Line;English;OCS;Adventure - Animated Graphics/Text;Leisure Suit Larry in the Land of the Lounge Lizards Sierra On-Line
1991;http://www.lemonamiga.com/games/details.php?id=2022;l\leisure-suit-larry-in-the-land-of-the-lounge-lizards_#2;Commercial;4;1 Only;Leisure Suit Larry in the Land of the Lounge Lizards;Sierra On-Line;English;OCS,ECS;Adventure - Point and Click;Leisure Suit Larry in the Land of the Lounge Lizards Sierra On-Line
1991;http://www.lemonamiga.com/games/details.php?id=676;l\lemmings;Commercial;2;1 or 2;Lemmings;Psygnosis;English;OCS;Arcade - Miscellaneous;Lemmings Psygnosis
1993;http://www.lemonamiga.com/games/details.php?id=677;l\lemmings-2-the-tribes;Commercial;3;1 Only;Lemmings 2: The Tribes;Psygnosis;English;OCS,ECS;Arcade - Miscellaneous;Lemmings 2: The Tribes Psygnosis
1989;http://www.lemonamiga.com/games/details.php?id=680;l\leonardo;Commercial;1;1 Only;Leonardo;Starbyte Software;English;OCS;Brain - Logical;Leonardo Starbyte Software
1991;http://www.lemonamiga.com/games/details.php?id=933;l\les-manley-in-search-for-the-king;Commercial;5;1 Only;Les Manley in Search for the King;Accolade;English;OCS,ECS;Adventure - Animated Graphics/Text;Les Manley in Search for the King Accolade
1990;http://www.lemonamiga.com/games/details.php?id=3302;l\lets-spell-at-home;Commercial;1;1 Only;Let's Spell at Home;Soft Stuff Software;English;OCS;Educational - Spelling;Let's Spell at Home Soft Stuff Software
1990;http://www.lemonamiga.com/games/details.php?id=3303;l\lets-spell-at-the-shops;Commercial;1;1 Only;Let's Spell at the Shops;Soft Stuff Software;English;OCS;Educational - Spelling;Let's Spell at the Shops Soft Stuff Software
1990;http://www.lemonamiga.com/games/details.php?id=3304;l\lets-spell-out-and-about;Commercial;1;1 Only;Let's Spell Out and About;Soft Stuff Software;English;OCS;Educational - Spelling;Let's Spell Out and About Soft Stuff Software
1992;http://www.lemonamiga.com/games/details.php?id=678;l\lethal-weapon;Commercial;1;1 Only;Lethal Weapon;Ocean;English;OCS,ECS;Platformer - Scrolling Screen;Lethal Weapon Ocean
1991;http://www.lemonamiga.com/games/details.php?id=681;l\lethal-xcess;Commercial;2;1 or 2, Simultaneous;Lethal Xcess;Eclipse Software Design;English;OCS,ECS;;Lethal Xcess Eclipse Software Design
1991;http://www.lemonamiga.com/games/details.php?id=2574;l\lethal-zone;Coverdisk;1;1 Only;Lethal Zone;Amiga Fun;English;OCS,ECS;;Lethal Zone Amiga Fun
1990;http://www.lemonamiga.com/games/details.php?id=2704;l\lettrix;Commercial;1;1 or 2;Lettrix;Software 2000;German;OCS,ECS;Brain - Puzzle;Lettrix Software 2000
1987;http://www.lemonamiga.com/games/details.php?id=682;l\leviathan;Commercial;1;1 Only;Leviathan;English Software;English;OCS;;Leviathan English Software
1994;http://www.lemonamiga.com/games/details.php?id=683;l\liberation;Commercial;5;1 Only;Liberation;Mindscape;English;OCS,ECS;Adventure - RPG 3D;Liberation Mindscape
1994;http://www.lemonamiga.com/games/details.php?id=754;l\liberation-cd32;Commercial;;1 Only;Liberation;Mindscape;English;CD32;Adventure - RPG 3D;Liberation Mindscape
1987;http://www.lemonamiga.com/games/details.php?id=3319;l\libyans-in-space;Commercial;1;1 or 2, Simultaneous;Libyans in Space;T & L Products;English;OCS;;Libyans in Space T & L Products
1989;http://www.lemonamiga.com/games/details.php?id=684;l\licence-to-kill;Commercial;1;1 Only;Licence to Kill;Domark;English;OCS;;Licence to Kill Domark
1991;http://www.lemonamiga.com/games/details.php?id=685;l\life-and-death;Commercial;2;1 Only;Life and Death;Mindscape;English;OCS,ECS;Simulation - Miscellaneous;Life and Death Mindscape
1990;http://www.lemonamiga.com/games/details.php?id=686;l\light-corridor-the;Commercial;1;1 or 2;Light Corridor, The;Infogrames;English;OCS;Arcade - Breakout/Pong;Light Corridor, The Infogrames
1989;http://www.lemonamiga.com/games/details.php?id=3320;l\lightforce;Commercial;2;1 Only;Lightforce;TSA Media;English;OCS;Brain - Puzzle;Lightforce TSA Media
1989;http://www.lemonamiga.com/games/details.php?id=2816;l\limes-napoleon;Commercial;1;1 or 2, Simultaneous;Limes & Napoleon;EAS Software;English;OCS;Arcade - Miscellaneous;Limes & Napoleon EAS Software
1990;http://www.lemonamiga.com/games/details.php?id=3321;l\lin-wus-challenge;Commercial;1;1 or 2;Lin Wu's Challenge;Lasersoft;English;OCS;Board - Miscellaneous;Lin Wu's Challenge Lasersoft
1990;http://www.lemonamiga.com/games/details.php?id=2575;l\line-of-fire;Commercial;1;1 or 2, Simultaneous;Line of Fire;US Gold;English;OCS;;Line of Fire US Gold
1992;http://www.lemonamiga.com/games/details.php?id=2844;l\lingo;Commercial;1;;Lingo;PCSL Software;German;OCS,ECS;Educational - Quiz;Lingo PCSL Software
1992;http://www.lemonamiga.com/games/details.php?id=1580;l\links-the-challenge-of-golf;Commercial;3;;Links: The Challenge of Golf;US Gold;English;OCS,ECS;Sports - Golf;Links: The Challenge of Golf US Gold
1995;http://www.lemonamiga.com/games/details.php?id=1182;l\lion-king-the-aga;Commercial;4;1 Only;Lion King, The;Virgin Interactive;English;AGA;Platformer - Scrolling Screen;Lion King, The Virgin Interactive
1993;http://www.lemonamiga.com/games/details.php?id=687;l\lionheart;Commercial;4;1 Only;Lionheart;Thalion;English;OCS,ECS;Platformer - Scrolling Screen;Lionheart Thalion
1991;http://www.lemonamiga.com/games/details.php?id=2779;l\liquid-kids;Commercial;1;1 Only;Liquid Kids;Ocean;English;OCS,ECS;Platformer - Scrolling Screen;Liquid Kids Ocean
1994;http://www.lemonamiga.com/games/details.php?id=531;l\litil-divil-cd32;Commercial;;1 Only;Litil Divil;Gremlin Interactive;English;CD32;Adventure - Miscellaneous;Litil Divil Gremlin Interactive
1987;http://www.lemonamiga.com/games/details.php?id=661;l\little-computer-people;Commercial;1;1 Only;Little Computer People;Activision;English;OCS;Simulation - Miscellaneous;Little Computer People Activision
1989;http://www.lemonamiga.com/games/details.php?id=1426;l\little-puff-in-dragonland;Commercial;1;1 Only;Little Puff in Dragonland;Codemasters;English;OCS;Platformer - Multi Screen;Little Puff in Dragonland Codemasters
1991;http://www.lemonamiga.com/games/details.php?id=2869;l\little-red-riding-hood;Commercial;2;1 Only;Little Red Riding Hood;Coktel Vision;English,German,French,Italian,Spanish;OCS,ECS;Adventure - Miscellaneous;Little Red Riding Hood Coktel Vision
1991;http://www.lemonamiga.com/games/details.php?id=2870;l\little-wizards;Commercial;1;1 or 2;Little Wizards;Demonware;English;OCS,ECS;Arcade - Miscellaneous;Little Wizards Demonware
1989;http://www.lemonamiga.com/games/details.php?id=688;l\live-and-let-die;Commercial;1;1 Only;Live and Let Die;Domark;English;OCS;Arcade - Miscellaneous;Live and Let Die Domark
1992;http://www.lemonamiga.com/games/details.php?id=1427;l\liverpool-the-computer-game;Commercial;2;1 or 2, Simultaneous;Liverpool: The Computer Game;Grandslam;English;OCS,ECS;Sports - Football/Soccer;Liverpool: The Computer Game Grandslam
1991;http://www.lemonamiga.com/games/details.php?id=3322;l\living-jigsaw;Commercial;2;1 Only;Living Jigsaw;Miles Computing;English;OCS,ECS;Brain - Puzzle;Living Jigsaw Miles Computing
1990;http://www.lemonamiga.com/games/details.php?id=2871;l\livingstone-ii;Commercial;1;1 Only;Livingstone II;Opera Soft;English;OCS;Platformer - Scrolling Screen;Livingstone II Opera Soft
1991;http://www.lemonamiga.com/games/details.php?id=3088;l\llamatron-2112;Shareware;1;1 or 2, Simultaneous;Llamatron: 2112;Llamasoft;English;OCS,ECS;;Llamatron: 2112 Llamasoft
1992;http://www.lemonamiga.com/games/details.php?id=2024;l\locomotion;Commercial;1;1 Only;Locomotion;Kingsoft;German;OCS,ECS;Brain - Puzzle;Locomotion Kingsoft
1991;http://www.lemonamiga.com/games/details.php?id=2023;l\locomotion_#2;Commercial;1;1 Only;Locomotion;Byte Back;English;OCS,ECS;Brain - Puzzle;Locomotion Byte Back
1989;http://www.lemonamiga.com/games/details.php?id=3605;l\loderunner;Commercial;1;1 Only;LodeRunner;Courbois Software;English;OCS,ECS;;LodeRunner Courbois Software
1993;http://www.lemonamiga.com/games/details.php?id=3268;l\logic;Commercial;1;1 or 2;Logic;Black Legend;English;OCS,ECS;Brain - Puzzle;Logic Black Legend
1991;http://www.lemonamiga.com/games/details.php?id=689;l\logical;Commercial;1;1 Only;Logical;Rainbow Arts;English;OCS,ECS;Brain - Puzzle;Logical Rainbow Arts
1993;http://www.lemonamiga.com/games/details.php?id=3323;l\logik;Commercial;1;1 Only;Logik;Schatztruhe;English,German;OCS,ECS;Brain - Miscellaneous;Logik Schatztruhe
1990;http://www.lemonamiga.com/games/details.php?id=2652;l\logo;Commercial;2;1 or 2, Simultaneous;Logo;Starbyte Software;English;OCS;Brain - Puzzle;Logo Starbyte Software
1995;http://www.lemonamiga.com/games/details.php?id=690;l\lollypop;Commercial;5;1 Only;Lollypop;Softgold;English;OCS,ECS;Platformer - Scrolling Screen;Lollypop Softgold
1988;http://www.lemonamiga.com/games/details.php?id=1581;l\lombard-rac-rally;Commercial;1;1 Only;Lombard RAC Rally;Mandarin;English;OCS;Racing - Cars;Lombard RAC Rally Mandarin
1990;http://www.lemonamiga.com/games/details.php?id=691;l\loom;Commercial;3;1 Only;Loom;Lucasfilm Games;English;OCS;Adventure - Point and Click;Loom Lucasfilm Games
1990;http://www.lemonamiga.com/games/details.php?id=2424;l\loopz;Commercial;1;1 or 2, Simultaneous;Loopz;Audiogenic;English;OCS;Brain - Puzzle;Loopz Audiogenic
1999;http://www.lemonamiga.com/games/details.php?id=3474;l\lord-of-alcandria-chapter-ii;Public Domain/Freeware;;1 Only;Lord of Alcandria: Chapter II;(unknown);English;OCS,ECS;Adventure - Point and Click;Lord of Alcandria: Chapter II (unknown)
2000;http://www.lemonamiga.com/games/details.php?id=3473;l\lord-of-alcandria-chapter-iii;Public Domain/Freeware;;1 Only;Lord of Alcandria: Chapter III;(unknown);English;OCS,ECS;Adventure - Point and Click;Lord of Alcandria: Chapter III (unknown)
1991;http://www.lemonamiga.com/games/details.php?id=692;l\lord-of-the-rings-volume-i;Commercial;3;1 Only;Lord of the Rings: Volume I;Interplay Productions;English;OCS,ECS;Adventure - RPG 2D;Lord of the Rings: Volume I Interplay Productions
1991;http://www.lemonamiga.com/games/details.php?id=695;l\lords-of-chaos;Commercial;1;1 to 4;Lords of Chaos;Blade Software;English,German,French;OCS,ECS;Adventure - RPG 2D;Lords of Chaos Blade Software
1990;http://www.lemonamiga.com/games/details.php?id=2983;l\lords-of-doom;Commercial;2;;Lords of Doom;Starbyte Software;English;OCS;Adventure - RPG 3D;Lords of Doom Starbyte Software
1994;http://www.lemonamiga.com/games/details.php?id=2025;l\lords-of-the-realm-aga;Commercial;4;1 to 6;Lords of the Realm;Impressions;English;AGA;Strategy - Miscellaneous;Lords of the Realm Impressions
1994;http://www.lemonamiga.com/games/details.php?id=3272;l\lords-of-the-realm;Commercial;3;1 to 6;Lords of the Realm;Impressions;English;OCS,ECS;Strategy - Miscellaneous;Lords of the Realm Impressions
1989;http://www.lemonamiga.com/games/details.php?id=693;l\lords-of-the-rising-sun;Commercial;2;1 Only;Lords of the Rising Sun;Cinemaware;English;OCS;Strategy - War;Lords of the Rising Sun Cinemaware
1992;http://www.lemonamiga.com/games/details.php?id=694;l\lords-of-time;Commercial;2;1 Only;Lords of Time;Hollyware;English;OCS,ECS;Adventure - RPG 2D;Lords of Time Hollyware
1989;http://www.lemonamiga.com/games/details.php?id=696;l\lords-of-war;Commercial;1;1 or 2, Simultaneous;Lords of War;Digital Concepts;English;OCS;Arcade - Breakout/Pong;Lords of War Digital Concepts
1990;http://www.lemonamiga.com/games/details.php?id=2597;l\lorna;Commercial;2;1 Only;Lorna;Topo Soft;Spanish;OCS;;Lorna Topo Soft
1989;http://www.lemonamiga.com/games/details.php?id=697;l\lost-dutchman-mine;Commercial;1;1 Only;Lost Dutchman Mine;Innerprise;English;OCS;Adventure - Miscellaneous;Lost Dutchman Mine Innerprise
1995;http://www.lemonamiga.com/games/details.php?id=3159;l\lost-in-mine;Commercial;3;1 Only;Lost in Mine;MarkSoft;Polish;OCS,ECS;Arcade - Miscellaneous;Lost in Mine MarkSoft
1996;http://www.lemonamiga.com/games/details.php?id=2214;l\lost-on-parrot-island;Shareware;2;1 Only;Lost on Parrot Island;(unknown);English,German;OCS,ECS;Adventure - Point and Click;Lost on Parrot Island (unknown)
1990;http://www.lemonamiga.com/games/details.php?id=698;l\lost-patrol-the;Commercial;2;1 Only;Lost Patrol, The;Ocean;English;OCS;Strategy - War;Lost Patrol, The Ocean
1993;http://www.lemonamiga.com/games/details.php?id=699;l\lost-vikings-the;Commercial;2;1 Only;Lost Vikings, The;Interplay Productions;English;OCS,ECS;Platformer - Scrolling Screen;Lost Vikings, The Interplay Productions
1993;http://www.lemonamiga.com/games/details.php?id=731;l\lost-vikings-the-cd32;Commercial;;1 Only;Lost Vikings, The;Interplay Productions;English;CD32;Platformer - Scrolling Screen;Lost Vikings, The Interplay Productions
1994;http://www.lemonamiga.com/games/details.php?id=3191;l\lothar-matthaus-super-soccer;Commercial;2;1 or 2, Simultaneous;Lothar Matth?us Super Soccer;Bomico;German;OCS,ECS;Sports - Football/Soccer;Lothar Matth?us Super Soccer Bomico
