"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"NoError, EmulTrap";"Strider (c) 1989 Tiertex/US Gold - 1 disk.";"1989 Tiertex/US Gold";"whdload";"0";"Strider";"Strider";"971717";"S\Strider\Strider.Slave";"4096";"S\Strider";"524288";"Strider";"OCS/ECS";"";"";"";"";"";"strider";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1010";"1010";"Commercial";"English";"1";"1 Only";"Strider";"US Gold";"s\strider";"OCS";"Platformer - Scrolling Screen";"strider strider 1010 us gold strider english"
"Disk, NoError, EmulTrap, NoKbd";"";"1990 US Gold";"whdload";"0";"Strider II";"Strider2";"699881";"S\Strider2\Strider2.Slave";"0";"S\Strider2";"524288";"Strider2";"OCS/ECS";"";"";"";"";"";"strider 2";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1339";"1339";"Commercial";"English";"1";"1 Only";"Strider II";"US Gold";"s\strider-ii";"OCS,ECS";"Platformer - Scrolling Screen";"strider 2 strider2 1339 us gold striderii english"
"NoError, EmulTrap, ClearMem";"Strike Aces ? 1990 Accolade.";"1990 Accolade";"whdload";"0";"Strike Aces";"StrikeAces";"1817953";"S\StrikeAces\StrikeAces.Slave";"0";"S\StrikeAces";"524288";"StrikeAces";"OCS/ECS";"";"";"";"";"";"strike aces";"Exact";"N/A";"Open Amiga Game Database";"1990";"https://oagd.net/game/6563415b-1a92-502b-8a13-ffaa63dce207";;;"English";;"1";"Strike Aces";"Accolade";"s\strike-aces";;;"strike aces strikeaces accolade strikeaces english"
"Disk, NoError, EmulTrap";"Striker, ?1992 Rage Software";"1992 Rage Software Ltd";"whdload";"0";"-+ S T R I K E R +-";"Striker";"794664";"S\Striker\Striker.slave";"0";"S\Striker";"2097152";"Striker";"OCS/ECS";"";"";"";"";"";"striker 1";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=1969";"1969";"Commercial";"English";"";"";"Striker";"Gremlin Graphics";"s\striker-cd32";"CD32";"Sports - Football/Soccer";"striker striker 1969 gremlin graphics striker english"
"NoError, EmulPriv, Examine";"Strip Poker ? 1987 Artworx";"1987 Artworx";"whdload";"0";"Strip Poker";"StripPoker";"675065";"S\StripPoker\StripPoker.slave";"262144";"S\StripPoker";"524288";"StripPoker";"OCS/ECS";"";"";"";"";"";"strip poker a sizzling game of chance";"Exact";"100";"Lemon Amiga";"1986";"http://www.lemonamiga.com/games/details.php?id=2541";"2541";"Commercial";"English";"1";"1 Only";"Strip Poker: A Sizzling Game of Chance";"Artworx";"s\strip-poker-a-sizzling-game-of-chance";"OCS";"Cards - Poker";"strip poker a sizzling game of chance strippokerasizzlinggameofchance 2541 artworx strippokerasizzlinggameofchance english"
"NoError, EmulPriv, Examine";"Strip Poker II ? 1988 Artworx";"1988 Artworx";"whdload";"0";"Strip Poker 2";"StripPoker2";"756697";"S\StripPoker2\StripPoker2.slave";"262144";"S\StripPoker2";"524288";"StripPoker2";"OCS/ECS";"";"";"";"";"";"strip poker 2";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2139";"2139";"Commercial";"English";"1";"1 Only";"Strip Poker II";"CDS Software";"s\strip-poker-ii";"OCS";"Cards - Poker";"strip poker 2 strippoker2 2139 cds software strippokerii english"
"NoError, EmulPriv, Examine";"Strip Poker 2+ ? 1988 Anco";"1988 Anco";"whdload";"0";"Strip Poker 2+";"StripPoker2+";"533090";"S\StripPoker2+\StripPoker2+.Slave";"262144";"S\StripPoker2+";"524288";"StripPoker2+";"OCS/ECS";"";"";"";"";"";"strip poker 2";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2139";"2139";"Commercial";"English";"1";"1 Only";"Strip Poker II";"CDS Software";"s\strip-poker-ii";"OCS";"Cards - Poker";"strip poker 2 strippoker2 2139 cds software strippokerii english"
"NoError, EmulPriv, Examine";"Strip Poker 2+ ? 1988 Anco";"1988 Anco";"whdload";"0";"Strip Poker 2+";"StripPoker2+&DataDisk1";"878945";"S\StripPoker2+&DataDisk1\StripPoker2+&DataDisk1.Slave";"262144";"S\StripPoker2+&DataDisk1";"524288";"StripPoker2+";"OCS/ECS";"";"";"";"";"DataDisk1";"strip poker 2";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2139";"2139";"Commercial";"English";"1";"1 Only";"Strip Poker II";"CDS Software";"s\strip-poker-ii";"OCS";"Cards - Poker";"strip poker 2 strippoker2 2139 cds software strippokerii english"
"NoError, Req68020, EmulPriv, Examine";"StripPot AGA/CD?? ? 1994 Pixel-Blue.";"1994 Pixel-Blue";"whdload";"0";"StripPot AGA/CD³²";"StripPotAGA";"1464021";"S\StripPotAGA\StripPotAGA.Slave";"1048576";"S\StripPotAGA";"2093056";"StripPot";"AGA";"";"";"";"";"";"strip pot";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=3366";"3366";"Commercial";"English";"2";"1 Only";"Strip Pot";"Guildhall";"s\strip-pot-aga";"AGA";"Gambling - Slot Machine";"strip pot strippot 3366 guildhall strippot english"
"NoError, Req68020, EmulPriv, Examine";"StripPot AGA/CD?? ? 1994 Pixel-Blue.";"1994 Pixel-Blue";"whdload";"0";"StripPot AGA/CD³²";"StripPotCD32";"3015406";"S\StripPotCD32\StripPotCD32.Slave";"1048576";"S\StripPotCD32";"2093056";"StripPot";"CD32";"";"";"";"";"";"strip pot";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=3366";"3366";"Commercial";"English";"2";"1 Only";"Strip Pot";"Guildhall";"s\strip-pot-aga";"AGA";"Gambling - Slot Machine";"strip pot strippot 3366 guildhall strippot english"
"Disk, NoError, ClearMem";"";"1989 Psygnosis";"whdload";"0";"Stryx";"Stryx";"1402289";"S\Stryx\Stryx.Slave";"4096";"S\Stryx";"524288";"Stryx";"OCS/ECS";"";"";"";"";"";"stryx";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1209";"1209";"Commercial";"English";"2";"1 Only";"Stryx";"Psyclapse";"s\stryx";"OCS,ECS";"";"stryx stryx 1209 psyclapse stryx english"
"Disk, NoError, EmulTrap";"STUN Runner ? 1992 Domark.";"1990 Domark Ltd";"whdload";"0";"-+ STUN Runner +-";"STUNRunner";"649512";"S\STUNRunner\STUNRunner.Slave";"524288";"S\STUNRunner";"524288";"STUNRunner";"OCS/ECS";"";"";"";"";"";"stunrunner stun runner";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1013";"1013";"Commercial";"English";"1";"1 Only";"S.T.U.N. Runner";"Domark";"s\stun-runner";"OCS,ECS";"Racing - Miscellaneous";"stun runner stunrunner 1013 domark stunrunner english"
"NoError, EmulTrap";"Stunt Car Racer (c) 1989 Microstyle - 1 disk.";"1989 Geoff Crammond/Microstyle";"whdload";"0";"Stunt Car Racer";"StuntCarRacer";"533691";"S\StuntCarRacer\StuntCarRacer.Slave";"4096";"S\StuntCarRacer";"524288";"StuntCarRacer";"OCS/ECS";"";"";"";"";"";"stunt car racer";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1014";"1014";"Commercial";"English";"2";"1 to 7";"Stunt Car Racer";"MicroStyle";"s\stunt-car-racer";"OCS";"Racing - Miscellaneous";"stunt car racer stuntcarracer 1014 micro style stuntcarracer english"
"NoError, EmulTrap";"Stunt Car Racer (c) 1989 Microstyle - 1 disk.";"1989 Geoff Crammond/Microstyle";"whdload";"0";"Stunt Car Racer";"StuntCarRacerTNT";"513434";"S\StuntCarRacerTNT\StuntCarRacerTNT.Slave";"4096";"S\StuntCarRacerTNT";"524288";"StuntCarRacerTNT";"OCS/ECS";"";"";"";"";"";"stunt car racer tnt";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1014";"1014";"Commercial";"English";"2";"1 to 7";"Stunt Car Racer";"MicroStyle";"s\stunt-car-racer";"OCS";"Racing - Miscellaneous";"stunt car racer stuntcarracer 1014 micro style stuntcarracer english"
"NoError, EmulTrap";"Stunt Track Racer (c) 1989 Microplay.";"1989 Microstyle";"whdload";"0";"Stunt Track Racer";"StuntTrackRacer";"514433";"S\StuntTrackRacer\StuntTrackRacer.Slave";"0";"S\StuntTrackRacer";"524288";"StuntTrackRacer";"OCS/ECS";"";"";"";"";"";"stunt track racer";"Exact";"N/A";"Open Amiga Game Database";"1989";"https://oagd.net/amiga/stunt-track-racer";;;"English";;"1 - 8 (2 simultaneous)";"Stunt Track Racer";"MicroPlay";"s\stunt-track-racer";;;"stunt track racer stunttrackracer micro play stunttrackracer english"
"NoError, EmulTrap, NoDivZero, EmulPriv, Examine";"Sub Battle Simulator ?1988 Epyx";"1988 Epyx";"whdload";"0";"Sub Battle Simulator";"SubBattleSimulator";"449746";"S\SubBattleSimulator\SubBattleSimulator.Slave";"786432";"S\SubBattleSimulator";"524288";"SubBattleSimulator";"OCS/ECS";"";"";"";"";"";"sub battle simulator";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=3100";"3100";"Commercial";"English";"1";"1 Only";"Sub Battle Simulator";"Epyx";"s\sub-battle-simulator";"OCS";"Simulation - Marine";"sub battle simulator subbattlesimulator 3100 epyx subbattlesimulator english"
"NoError, EmulTrap";"Subbuteo (c) 1990 Goliath - 1 disk.";"1990 Goliath";"whdload";"0";"Subbuteo";"Subbuteo";"611303";"S\Subbuteo\Subbuteo.Slave";"4096";"S\Subbuteo";"524288";"Subbuteo";"OCS/ECS";"";"";"";"";"";"subbuteo";"Best";"1.136523";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2463";"2463";"Commercial";"English";"1";"1 to 8";"Subbuteo: The Computer Game";"Electronic Zoo";"s\subbuteo-the-computer-game";"OCS";"Sports - Football/Soccer";"subbuteo the computer game subbuteothecomputergame 2463 electronic zoo subbuteothecomputergame english"
"NoError, EmulTrap";"Subtrade by Boeder Games (c) 1991 - 1 disk.";"1993 Boeder Games";"whdload";"0";"Subtrade";"Subtrade";"1077871";"S\Subtrade\Subtrade.slave";"0";"S\Subtrade";"1048576";"Subtrade";"OCS/ECS";"";"";"";"";"";"subtrade return to irata";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1015";"1015";"Commercial";"English";"1";"1 to 4, Simultaneous";"Subtrade: Return to Irata";"Boeder Software";"s\subtrade-return-to-irata";"OCS,ECS";"Strategy - Miscellaneous";"subtrade return to irata subtradereturntoirata 1015 boeder software subtradereturntoirata english"
"NoError, EmulTrap";"Suburban Commando by Alternative (c) 1993 - 1 disk.";"1993 Alternative";"whdload";"0";"Suburban Commando";"SuburbanCommando";"728140";"S\SuburbanCommando\SuburbanCommando.Slave";"0";"S\SuburbanCommando";"524288";"SuburbanCommando";"OCS/ECS";"";"";"";"";"";"suburban commando";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2233";"2233";"Commercial";"English";"1";"1 Only";"Suburban Commando";"Alternative Software";"s\suburban-commando";"OCS,ECS";"";"suburban commando suburbancommando 2233 alternative software suburbancommando english"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Subwar 2050 floppy & CD?? ? 1994 Microprose.";"1993 Microprose";"whdload";"0";"Subwar 2050 AGA/CD³²";"Subwar2050AGA";"1563818";"S\Subwar2050AGA\Subwar2050AGA.slave";"1572864";"S\Subwar2050AGA";"2093056";"Subwar2050";"AGA";"";"";"";"";"";"subwar 2050";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1814";"1814";"Commercial";"English,German,French";"2";"1 Only";"Subwar 2050";"MicroProse Software";"s\subwar-2050-aga";"AGA";"Simulation - Marine";"subwar 2050 subwar2050 1814 micro prose software subwar2050 english,german,french"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"Subwar 2050 floppy & CD?? ? 1994 Microprose.";"1993 Microprose";"whdload";"0";"Subwar 2050 AGA/CD³²";"Subwar2050CD32";"3952908";"S\Subwar2050CD32\Subwar2050CD32.slave";"1572864";"S\Subwar2050CD32";"2093056";"Subwar2050";"CD32";"";"";"";"";"";"subwar 2050";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=1814";"1814";"Commercial";"English,German,French";"2";"1 Only";"Subwar 2050";"MicroProse Software";"s\subwar-2050-aga";"AGA";"Simulation - Marine";"subwar 2050 subwar2050 1814 micro prose software subwar2050 english,german,french"
"NoError, EmulTrap";"Summer Camp (c) 1991 Thalamus - 1 disk.";"1991 Thalamus";"whdload";"0";"Summer Camp";"SummerCamp";"930014";"S\SummerCamp\SummerCamp.Slave";"0";"S\SummerCamp";"524288";"SummerCamp";"OCS/ECS";"";"";"";"";"";"summer camp";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1341";"1341";"Commercial";"English";"1";"1 Only";"Summer Camp";"Thalamus";"s\summer-camp";"OCS,ECS";"Platformer - Multi Screen";"summer camp summercamp 1341 thalamus summercamp english"
"NoError, EmulTrap";"Summer Olympiad ? 1988 TyneSoft/Thunder Mountain.";"1988 TyneSoft / Thunder Mountain ";"whdload";"0";"Summer Olympiad / Summer Challenge";"SummerChallenge";"832622";"S\SummerChallenge\SummerChallenge.Slave";"0";"S\SummerChallenge";"524288";"SummerChallenge";"OCS/ECS";"";"";"";"";"";"summer challenge olympiad";"Exact";"N/A";"Open Amiga Game Database";"1988";"https://oagd.net/game/5ad7d5a1-faec-5df0-856d-f3120882f56f";;;"English";;"1 - 6 (1 simultaneous)";"Summer Challenge";"Thunder Mountain (Mindscape)";"s\summer-challenge";;;"summer challenge summerchallenge thunder mountain mindscape summerchallenge english"
"NoError";"Summer Games and/or Summer Games 2 (c) 1992";"1992 US Gold";"whdload";"0";"Summer Games 1 and 2";"SummerGames";"305901";"S\SummerGames\SummerGames.slave";"0";"S\SummerGames";"524288";"SummerGames";"OCS/ECS";"";"";"";"";"";"summer games 1 and 2";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1342";"1342";"Commercial";"English";"1";"1 to 8";"Summer Games";"US Gold";"s\summer-games";"OCS,ECS";"Sports - Multi-Event";"summer games summergames 1342 us gold summergames english"
"NoError";"Summer Games and/or Summer Games 2 (c) 1992";"1992 US Gold";"whdload";"0";"Summer Games 1 and 2";"SummerGames&SummerGames2";"737018";"S\SummerGames&SummerGames2\SummerGames&SummerGames2.slave";"0";"S\SummerGames&SummerGames2";"524288";"SummerGames";"OCS/ECS";"";"";"";"";"SummerGames2";"summer games 1 and 2";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1342";"1342";"Commercial";"English";"1";"1 to 8";"Summer Games";"US Gold";"s\summer-games";"OCS,ECS";"Sports - Multi-Event";"summer games summergames 1342 us gold summergames english"
"NoError";"Summer Games and/or Summer Games 2 (c) 1992";"1992 US Gold";"whdload";"0";"Summer Games 1 and 2";"SummerGames2";"440460";"S\SummerGames2\SummerGames2.slave";"0";"S\SummerGames2";"524288";"SummerGames2";"OCS/ECS";"";"";"";"";"";"summer games 2 1 and";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1016";"1016";"Commercial";"English";"1";"1 to 8, Simultaneous";"Summer Games II";"US Gold";"s\summer-games-ii";"OCS,ECS";"Sports - Multi-Event";"summer games 2 summergames2 1016 us gold summergamesii english"
"NoError, EmulTrap";"Summer Olympiad ? 1988 TyneSoft/Thunder Mountain.";"1988 TyneSoft / Thunder Mountain ";"whdload";"0";"Summer Olympiad / Summer Challenge";"SummerOlympiad";"833143";"S\SummerOlympiad\SummerOlympiad.Slave";"0";"S\SummerOlympiad";"524288";"SummerOlympiad";"OCS/ECS";"";"";"";"";"";"summer olympiad challenge";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2238";"2238";"Commercial";"English";"1";"1 to 6";"Summer Olympiad";"Tynesoft";"s\summer-olympiad";"OCS";"Sports - Multi-Event";"summer olympiad summerolympiad 2238 tynesoft summerolympiad english"
"NoError, EmulTrap";"Supaplex ? 1991 Digital Integration.";"1991 Digital Integration ";"whdload";"0";"Supaplex";"Supaplex";"997054";"S\Supaplex\Supaplex.Slave";"0";"S\Supaplex";"524288";"Supaplex";"OCS/ECS";"";"";"";"";"";"supaplex";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2464";"2464";"Commercial";"English";"1";"1 Only";"Supaplex";"Dream Factory";"s\supaplex";"OCS,ECS";"Arcade - Boulder Dash";"supaplex supaplex 2464 dream factory supaplex english"
"NoError, EmulPriv, Examine";"Super C ? 1990 Konami/USI Unlimited Software Inc.";"1990 Konami/USI Unlimited Software.";"whdload";"0";"Super C";"SuperC";"759458";"S\SuperC\SuperC.Slave";"294912";"S\SuperC";"524288";"SuperC";"OCS/ECS";"";"";"";"";"";"super";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=3181";"3181";"Commercial";"English";"1";"1 or 2, Simultaneous";"Super C";"Konami";"s\super-c";"OCS";"";"super c superc 3181 konami superc english"
"NoError, EmulTrap, ClearMem";"Super Cars (c) 1990 Magnetic Fields/Gremlin - 1 or 2";"1990 Magnetic Fields/Gremlin";"whdload";"0";"Super Cars";"SuperCars1Disk";"998545";"S\SuperCars1Disk\SuperCars1Disk.Slave";"0";"S\SuperCars1Disk";"524288";"SuperCars";"OCS/ECS";"";"";"";"1Disk";"";"super cars";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1017";"1017";"Commercial";"English";"1";"1 Only";"Super Cars";"Gremlin Graphics";"s\super-cars";"OCS";"Racing - Overhead";"super cars supercars 1017 gremlin graphics supercars english"
"NoError, EmulTrap, ClearMem";"Super Cars (c) 1990 Magnetic Fields/Gremlin - 1 or 2";"1990 Magnetic Fields/Gremlin";"whdload";"0";"Super Cars";"SuperCars2Disk";"1287825";"S\SuperCars2Disk\SuperCars2Disk.Slave";"0";"S\SuperCars2Disk";"524288";"SuperCars";"OCS/ECS";"";"";"";"2Disk";"";"super cars";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1017";"1017";"Commercial";"English";"1";"1 Only";"Super Cars";"Gremlin Graphics";"s\super-cars";"OCS";"Racing - Overhead";"super cars supercars 1017 gremlin graphics supercars english"
