"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"NoError, EmulTrap, ClearMem";"1867914";"B\BestOfRAFVol1\BestOfRAFVol1.Slave";"Best of RAF Vol.1 1990 Katharsis.";"0";"BestOfRAFVol1";"Best of RAF Vol.1";"1990 Katharsis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BestOfRAFVol1";"OCS/ECS";"";"";"";"";"";"best of rafvol 1 raf vol katharsis"
"NoError, EmulTrap, ClearMem";"455565";"B\BeyondJustice\BeyondJustice.Slave";"Beyond Justice ? 1991 Dexion.";"0";"BeyondJustice";"Beyond Justice";"1991 Dexion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BeyondJustice";"OCS/ECS";"";"";"";"";"";"beyond justice dexion"
"NoError, ClearMem";"607468";"B\BIGDemo\BIGDemo.Slave";"B.I.G. Demo ? 1988 The Exceptions/Mr.Styckx";"0";"BIGDemo";"The B.I.G. Demo";"1988 The Exceptions";"618496";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BIG";"OCS/ECS";"";"";"Demo";"";"";"the big demo mr styckx"
"NoError, EmulTrap, ClearMem";"427646";"B\BigBusiness\BigBusiness.Slave";"Big Business ? 1991 Defjam.";"0";"BigBusiness";"Big Business";"1991 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BigBusiness";"OCS/ECS";"";"";"";"";"";"big business defjam"
"Disk, NoError, EmulTrap";"914885";"B\BlackNWhite\BlackNWhite.Slave";"Black and White ? 1991 Pentagon/Drifters - 1 disk";"0";"BlackNWhite";"Black & White";"1991 Pentagon/Drifters";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BlackNWhite";"OCS/ECS";"";"";"";"";"";"black nwhite white pentagon drifters"
"NoError, EmulTrap, ClearMem";"249242";"B\Blasting\Blasting.Slave";"Blasting ? 1989 Gate.";"0";"Blasting";"Blasting";"1989 Gate";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Blasting";"OCS/ECS";"";"";"";"";"";"blasting gate"
"NoError, EmulTrap, ClearMem";"253723";"B\BlueHouse2\BlueHouse2.Slave";"Blue House 2 ? 1991 Rebels.";"0";"BlueHouse2";"Blue House 2";"1991 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BlueHouse2";"OCS/ECS";"";"";"";"";"";"blue house 2 rebels"
"NoError, EmulTrap, ClearMem";"1823511";"B\BluesHouse\BluesHouse.Slave";"Blues House ? 1991 The Silents.";"0";"BluesHouse";"Blues House";"1991 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BluesHouse";"OCS/ECS";"";"";"";"";"";"blues house the silents"
"NoError, EmulTrap, ClearMem";"906358";"B\BombTheBaseTuneshow2\BombTheBaseTuneshow2.Slave";"Bomb the Bass - Tuneshow 2 ? 1989 Trash & The Top Boys.";"0";"BombTheBaseTuneshow2";"Bomb the Bass - Tuneshow 2";"1989 Trash & The Top Boys";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BombTheBaseTuneshow2";"OCS/ECS";"";"";"";"";"";"bomb the base tuneshow 2 bass trash top boys"
"NoError";"1679074";"B\BookOfSongs\BookOfSongs.Slave";"Book of Songs ? 1992 Complex.";"0";"BookOfSongs";"Book of Songs";"1992 Complex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BookOfSongs";"OCS/ECS";"";"";"";"";"";"book of songs complex"
"NoError, EmulTrap, ClearMem";"346190";"B\Boombastic\Boombastic.slave";"Our Definition of a Boombastic Demo Style ? 1991 Rebels.";"0";"Boombastic";"Our Definition of a Boombastic Demo Style";"1991 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Boombastic";"OCS/ECS";"";"";"";"";"";"boombastic our definition of demo style rebels"
"Disk, NoError, EmulTrap";"918460";"B\BorisVallejoSlide\BorisVallejoSlide.Slave";"Boris Vallejo ? 1996 Apocalypse Bay - 1 disk";"0";"BorisVallejoSlide";"Boris Vallejo slide";"1996 Apocalypse Bay";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BorisVallejoSlide";"OCS/ECS";"";"";"";"";"";"boris vallejo apocalypse bay"
"NoError, EmulTrap, ClearMem";"919117";"B\BoundlessVoid\BoundlessVoid.Slave";"Boundless Void ? 1993 Nemol.";"0";"BoundlessVoid";"Boundless Void";"1993 Nemol";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BoundlessVoid";"OCS/ECS";"";"";"";"";"";"boundless void nemol"
"NoError, EmulTrap, ClearMem";"902319";"B\BreathOfTheMuseAGA\BreathOfTheMuseAGA.Slave";"The Breath of the Muse ? 1994 Chryseis & Poseidon.";"0";"BreathOfTheMuseAGA";"The Breath of the Muse";"1994 Chryseis & Poseidon";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BreathOfTheMuse";"AGA";"";"";"";"";"";"breath of the muse aga chryseis poseidon"
"NoError, EmulTrap, ClearMem";"902316";"B\BreathOfTheMuse\BreathOfTheMuse.Slave";"The Breath of the Muse ? 1994 Chryseis & Poseidon.";"0";"BreathOfTheMuse";"The Breath of the Muse";"1994 Chryseis & Poseidon";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BreathOfTheMuse";"OCS/ECS";"";"";"";"";"";"breath of the muse chryseis poseidon"
"NoError, EmulTrap, ClearMem";"805258";"B\BreedCD1\BreedCD1.Slave";"Music Disk 1 (Breed CD1) ? 1990 Nightbreed.";"0";"BreedCD1";"Breed CD 1 (Music Disk 1)";"1990 Nightbreed";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BreedCD1";"OCS/ECS";"";"";"";"";"";"breed cd 1 music disk nightbreed"
"NoError";"917598";"B\BrunosMusicBox2\BrunosMusicBox2.Slave";"Bruno's MusicBox 2 ? 1990 Gate.";"0";"BrunosMusicBox2";"Bruno";"1990 Gate";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BrunosMusicBox2";"OCS/ECS";"";"";"";"";"";"brunos music box 2 bruno gate"
"NoError";"1816460";"B\BrunosMusicBox3\BrunosMusicBox3.Slave";"Bruno's MusicBox 3 ? 1991 Anarchy.";"0";"BrunosMusicBox3";"Bruno";"1991 Anarchy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BrunosMusicBox3";"OCS/ECS";"";"";"";"";"";"brunos music box 3 bruno anarchy"
"NoError, EmulTrap, ClearMem";"98088";"B\BubonicPlague\BubonicPlague.Slave";"Bubonic Plague ? 1989 Bloodsuckers.";"0";"BubonicPlague";"Bubonic Plague";"1989 Bloodsuckers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BubonicPlague";"OCS/ECS";"";"";"";"";"";"bubonic plague bloodsuckers"
"NoError, EmulTrap, ClearMem";"921680";"B\BurningSpear\BurningSpear.Slave";"Burning Spear ? 1992 The Dark Demon.";"0";"BurningSpear";"Burning Spear";"1992 The Dark Demon";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"BurningSpear";"OCS/ECS";"";"";"";"";"";"burning spear the dark demon"
"NoError";"1133729";"C\CanIPlayWithMadness\CanIPlayWithMadness.Slave";"Can I Play Whit Madness ? Defcon 1.";"0";"CanIPlayWithMadness";"Can I play with madness";"Defcon 1";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CanIPlayWithMadness";"OCS/ECS";"";"";"";"";"";"can iplay with madness 1 play defcon"
"NoError, EmulTrap";"907394";"C\CapricornOne\CapricornOne.Slave";"Capricorn One by Cydonia (1 disk).";"0";"CapricornOne";"Capricorn One";"1995 Cydonia";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CapricornOne";"OCS/ECS";"";"";"";"";"";"capricorn one cydonia"
"Disk, NoError, EmulTrap";"410653";"C\Cebit90\Cebit90.Slave";"Cebit'90 (Revenge of Babbnaasen), ?1990 RSI";"0";"Cebit90";"- Cebit";"1990 Red Sector Incorporated";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Cebit90";"OCS/ECS";"";"";"";"";"";"cebit 90 red sector incorporated"
"NoError, EmulTrap, ClearMem";"499788";"C\Celebration\Celebration.Slave";"Celebration ? 1989 It.";"0";"Celebration";"Celebration";"1989 It";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Celebration";"OCS/ECS";"";"";"";"";"";"celebration it"
"NoError, EmulTrap, ClearMem";"1121644";"C\CerebralDelights\CerebralDelights.Slave";"Cerebral Delights ? 1991 Goldfire.";"0";"CerebralDelights";"Cerebral Delights";"1991 Goldfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CerebralDelights";"OCS/ECS";"";"";"";"";"";"cerebral delights goldfire"
"Disk, NoError, EmulTrap";"913022";"C\CheckedImplosion\CheckedImplosion.Slave";"Checked Implosion ? 1992 Intryx - 1 disk";"0";"CheckedImplosion";"Checked Implosion";"1992 Intryx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CheckedImplosion";"OCS/ECS";"";"";"";"";"";"checked implosion intryx"
"NoError, EmulTrap, ClearMem";"923745";"C\Cherokee\Cherokee.Slave";"Cherokee ? 1993 Manitou.";"0";"Cherokee";"Cherokee";"1993 Manitou";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Cherokee";"OCS/ECS";"";"";"";"";"";"cherokee manitou"
"NoError";"1820311";"C\ChipAttack\ChipAttack.Slave";"Chip Attack ? 1995 Anathema - 2 disks";"0";"ChipAttack";"Chip Attack";"1995 Anathema";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ChipAttack";"OCS/ECS";"";"";"";"";"";"chip attack anathema"
"NoError, EmulTrap, ClearMem";"920426";"C\ChipMusicFestival\ChipMusicFestival.Slave";"Chip Music Festival ? 1990 Magnetic Fields.";"0";"ChipMusicFestival";"Chip Music Festival";"1990 Magnetic Fields";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ChipMusicFestival";"OCS/ECS";"";"";"";"";"";"chip music festival magnetic fields"
"NoError, EmulTrap, ClearMem";"2044545";"C\Chromagic\Chromagic.Slave";"Chromagic ? 1993 Dual Crew Shining.";"0";"Chromagic";"Chromagic";"1993 Dual Crew Shining";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Chromagic";"OCS/ECS";"";"";"";"";"";"chromagic dual crew shining"
"NoError, EmulTrap, ClearMem";"124351";"C\CircleScroller\CircleScroller.Slave";"Circle Scroller ? 1989 United Forces.";"0";"CircleScroller";"Circle Scroller";"1989 United Forces";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CircleScroller";"OCS/ECS";"";"";"";"";"";"circle scroller united forces"
"NoError, EmulTrap, ClearMem";"919331";"C\ClappingWorld\ClappingWorld.Slave";"Clapping World ? 1989 Subway.";"0";"ClappingWorld";"Clapping Hands";"1989 Subway";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ClappingWorld";"OCS/ECS";"";"";"";"";"";"clapping world hands subway"
"NoError, EmulTrap, ClearMem";"311911";"C\CocaColaDemo\CocaColaDemo.Slave";"Coca Cola Demo ? 1989 Fraxion.";"0";"CocaColaDemo";"Coca Cola Demo";"1989 Fraxion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CocaCola";"OCS/ECS";"";"";"Demo";"";"";"coca cola demo fraxion"
"Disk, NoError, EmulTrap";"204566";"C\CodeKillersIntro\CodeKillersIntro.slave";"an Intro written in 1989 by The Code Killers GDR.";"0";"CodeKillersIntro";"Code Killers Intro";"1989 Code Killers";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CodeKillers";"OCS/ECS";"";"";"";"Intro";"";"demo the code killers gdr"
"NoError, EmulTrap, ClearMem";"324130";"C\Codertrash\Codertrash.Slave";"The Codertrash ? 1991 Mexx.";"0";"Codertrash";"The Codertrash";"1991 Mexx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Codertrash";"OCS/ECS";"";"";"";"";"";"codertrash the mexx"
"NoError, EmulTrap, ClearMem";"1820117";"C\ColorCrime\ColorCrime.Slave";"Color Crime 1992 X-Trade.";"0";"ColorCrime";"Color Crime";"1992 X-Trade";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ColorCrime";"OCS/ECS";"";"";"";"";"";"color crime trade"
"NoError, EmulTrap, ClearMem";"923619";"C\Colors\Colors.Slave";"Colors ? 1991 Devils";"0";"Colors";"Colors";"1991 Devils";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Colors";"OCS/ECS";"";"";"";"";"";"colors devils"
"NoError, ClearMem";"248650";"C\Coma\Coma.Slave";"Coma ? 1990 Rebels";"0";"Coma";"Coma";"1990 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Coma";"OCS/ECS";"";"";"";"";"";"coma rebels"
"NoError, EmulTrap, ClearMem";"750834";"C\CompactMusicDisk1\CompactMusicDisk1.Slave";"Compact Music Disk 1 1990 Semtex.";"0";"CompactMusicDisk1";"Compact Music Disk 1";"1990 Semtex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CompactMusicDisk1";"OCS/ECS";"";"";"";"";"";"compact music disk 1 semtex"
"NoError";"884940";"C\CompilationDisk\CompilationDisk.Slave";"Compilation Disk ? 1990 PowerLords.";"0";"CompilationDisk";"Compilation Disk";"PowerLords";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CompilationDisk";"OCS/ECS";"";"";"";"";"";"compilation disk power lords"
"NoError, EmulTrap, ClearMem";"918874";"C\Complete\Complete.Slave";"The Complete ? 1992 Talent.";"0";"Complete";"The Complete";"1992 Talent";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Complete";"OCS/ECS";"";"";"";"";"";"the complete talent"
"NoError, EmulTrap, ClearMem";"547841";"C\ConceptCriminosical\ConceptCriminosical.Slave";"Concept Criminosical ? 1993 Ruthless.";"0";"ConceptCriminosical";"Concept Criminosical";"1993 Ruthless";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ConceptCriminosical";"OCS/ECS";"";"";"";"";"";"concept criminosical ruthless"
"NoError, EmulPriv, Examine";"218022";"C\ContactIntro\ContactIntro.Slave";"";"0";"ContactIntro";"Contact intro";"BRONX!";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Contact";"OCS/ECS";"";"";"";"Intro";"";"ankara section contact intro bronx"
"NoError, EmulTrap";"201757";"C\Contravention\Contravention.Slave";"Contravention (c) 1992 Reality - 1 disk. Download from";"0";"Contravention";"Contravention";"1992 Reality";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Contravention";"OCS/ECS";"";"";"";"";"";"contravention reality"
"NoError, EmulTrap, ClearMem";"165455";"C\CopperMaster\CopperMaster.Slave";"Coppermaster, ?1990 Angels";"0";"CopperMaster";"Copper Master";"1990 Angels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CopperMaster";"OCS/ECS";"";"";"";"";"";"copper master angels"
"NoError, EmulTrap, ClearMem";"174645";"C\CopperSlave\CopperSlave.Slave";"Copper Slave ? 1992 Ram Jam.";"0";"CopperSlave";"Copper Slave";"1992 Ram Jam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CopperSlave";"OCS/ECS";"";"";"";"";"";"copper slave ram jam"
"NoError";"913386";"C\CrayonShinchan\CrayonShinchan.Slave";"Crayon Shinchan ? 1993 Melon Dezign - 1 disk";"0";"CrayonShinchan";"Crayon Shinchan";"1993 Melon Dezign";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CrayonShinchan";"OCS/ECS";"";"";"";"";"";"crayon shinchan melon dezign"
"NoError, EmulTrap, ClearMem";"1191289";"C\CrazySounds2\CrazySounds2.Slave";"Crazy Sounds 2 ? 1989 Team-X.";"0";"CrazySounds2";"Crazy Sounds 2";"1989 Team-X";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CrazySounds2";"OCS/ECS";"";"";"";"";"";"crazy sounds 2 team"
"NoError, EmulTrap, ClearMem";"914235";"C\CrystalSymphonies\CrystalSymphonies.Slave";"Crystal Symphonies ? 1991 Phenomena, Scoopex,";"0";"CrystalSymphonies";"Crystal Symphonies";"1991 Phenomena, Scoopex, Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CrystalSymphonies";"OCS/ECS";"";"";"";"";"";"crystal symphonies phenomena"
"NoError, EmulTrap, ClearMem";"914270";"C\CrystalSymphonies2\CrystalSymphonies2.Slave";"Crystal Symphonies 2 ? 1992 Phenomena - 1 disk";"0";"CrystalSymphonies2";"Crystal Symphonies 2";"1992 Phenomena";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CrystalSymphonies2";"OCS/ECS";"";"";"";"";"";"crystal symphonies 2 phenomena"
"NoError, EmulTrap, ClearMem";"909655";"C\Cutcreations\Cutcreations.Slave";"Cutcreations ? 1992 Static Bytes.";"0";"Cutcreations";"Cutcreations";"1992 Static Bytes";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Cutcreations";"OCS/ECS";"";"";"";"";"";"cutcreations static bytes"
"NoError, EmulTrap, ClearMem";"920121";"C\CyberSounds\CyberSounds.Slave";"Cyber Sounds 1991 Bastards.";"0";"CyberSounds";"Cyber Sounds";"1991 Bastards";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"CyberSounds";"OCS/ECS";"";"";"";"";"";"cyber sounds bastards"
"NoError, EmulTrap, ClearMem";"887129";"D\DanceDiverseVol1\DanceDiverseVol1.Slave";"Dance Diverse Vol.1 ? 1993 Majic 12.";"0";"DanceDiverseVol1";"Dance Diverse Vol.1";"1993 Majic 12";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DanceDiverseVol1";"OCS/ECS";"";"";"";"";"";"dance diverse vol 1 majic 12"
"NoError, EmulTrap, ClearMem";"919039";"D\DanceTrance\DanceTrance.Slave";"Dance Trance ? 1992 Interactive.";"0";"DanceTrance";"Dance Trance";"1992 Interactive";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DanceTrance";"OCS/ECS";"";"";"";"";"";"dance trance interactive"
"NoError, EmulTrap, ClearMem";"1820064";"D\DanceTrance2\DanceTrance2.Slave";"Dance Trance 2 ? 1993 Interactive.";"0";"DanceTrance2";"Dance Trance 2";"1993 Interactive";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DanceTrance2";"OCS/ECS";"";"";"";"";"";"dance trance ii interactive"
"Disk, NoError, EmulTrap";"911383";"D\DANE\DANE.slave";"D.A.N.E. ? 1993 Kefrens.";"0";"DANE";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DANE";"OCS/ECS";"";"";"";"";"";"dane"
"NoError, EmulTrap, ClearMem";"542430";"D\DanishKnowHow\DanishKnowHow.Slave";"Danish Know-How ? 1990 Flash Production.";"0";"DanishKnowHow";"Danish Know-How";"1990 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DanishKnowHow";"OCS/ECS";"";"";"";"";"";"danish know how flash production"
"NoError, EmulTrap, ClearMem";"60493";"D\Darkroom\Darkroom.Slave";"Darkroom ? 1994 Stellar.";"0";"Darkroom";"Darkroom";"1994 Stellar";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Darkroom";"OCS/ECS";"";"";"";"";"";"darkroom stellar"
"NoError, ClearMem";"843044";"D\DayOfReckoning\DayOfReckoning.Slave";"Day Of Reckoning ? 1992 Digital";"0";"DayOfReckoning";"The Day Of Reckoning";"1992 Digital";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DayOfReckoning";"OCS/ECS";"";"";"";"";"";"day of reckoning the digital"
"NoError, EmulTrap";"912669";"D\DeadlyJammin2\DeadlyJammin2.Slave";"Deadly Jammin 2 ? 1989 Deathstar.";"0";"DeadlyJammin2";"Deadly Jammin II";"1989 Deathstar";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DeadlyJammin2";"OCS/ECS";"";"";"";"";"";"deadly jammin 2 deathstar"
"Disk, NoError, EmulTrap, ClearMem";"919025";"D\DecayingParadise\DecayingParadise.Slave";"Decaying Paradise ? 1991 Andromeda";"0";"DecayingParadise";"Decaying Paradise";"1991 Andromeda";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DecayingParadise";"OCS/ECS";"";"";"";"";"";"decaying paradise andromeda"
"NoError, EmulTrap, ClearMem";"920268";"D\DecibelOverload\DecibelOverload.Slave";"Decibel Overload ? 1992 Cue-X.";"0";"DecibelOverload";"Decibel Overload";"1992 Cue-X";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DecibelOverload";"OCS/ECS";"";"";"";"";"";"decibel overload cue"
"NoError, EmulTrap, ClearMem";"528089";"D\Deepcore\Deepcore.Slave";"Deepcore ? 1992 Balance.";"0";"Deepcore";"Deepcore";"1992 Balance";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Deepcore";"OCS/ECS";"";"";"";"";"";"deepcore balance"
"Disk, NoError, EmulTrap";"917495";"D\Deformations\Deformations.slave";"Deformations ? 1992 Deform.";"0";"Deformations";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Deformations";"OCS/ECS";"";"";"";"";"";"deformations"
"NoError, EmulTrap";"677653";"D\DejaVu\DejaVu.slave";"Deja Vu by Anarchy (c) 1992 - 1 disk.";"0";"DejaVu";"Deja Vu";"1992 Anarchy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DejaVu";"OCS/ECS";"";"";"";"";"";"deja vu anarchy"
"NoError, EmulTrap";"913460";"D\DelicateSounds\DelicateSounds.Slave";"Delicate Sounds ? 1990 Razor 1911.";"0";"DelicateSounds";"Delicate Sounds";"1990 Razor 1911";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DelicateSounds";"OCS/ECS";"";"";"";"";"";"delicate sounds razor"
"NoError, EmulTrap, ClearMem";"162979";"D\Delirium\Delirium.Slave";"Delirium ? 1990 Fraxion.";"0";"Delirium";"Delirium";"1990 Fraxion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Delirium";"OCS/ECS";"";"";"";"";"";"delirium fraxion"
"NoError, EmulTrap, ClearMem";"797260";"D\DeliriumDeform\DeliriumDeform.Slave";"Delirium ? 1992 Deform.";"0";"DeliriumDeform";"Delirium";"1992 Deform";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DeliriumDeform";"OCS/ECS";"";"";"";"";"";"delirium deform"
"NoError, EmulTrap, ClearMem";"162986";"D\DeliriumFraxion\DeliriumFraxion.Slave";"Delirium ? 1990 Fraxion.";"0";"DeliriumFraxion";"Delirium";"1990 Fraxion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DeliriumFraxion";"OCS/ECS";"";"";"";"";"";"delirium fraxion"
"NoError, EmulTrap, ClearMem";"641801";"D\DemoDiskOne\DemodiskOne.Slave";"Demodisk 1 1989 Apology.";"0";"DemoDiskOne";"Demodisk 1";"1989 Apology";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DemoDiskOne";"OCS/ECS";"";"";"";"";"";"demo disk 1 apology"
"NoError, EmulTrap, ClearMem";"716185";"D\DemoDiskQuest\DemoDiskQuest.Slave";"Demo Disk ? 1988 Quest.";"0";"DemoDiskQuest";"Demo Disk";"1988 Quest";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DemoDiskQuest";"OCS/ECS";"";"";"";"";"";"demo disk quest"
