"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError, EmulTrap, ClearMem";"125548";"S\Spaceship\Spaceship.Slave";"Spaceship ? 1988 Doctor Mabuse Orgasm Crackings.";"0";"Spaceship";"Spaceship";"1988 Doctor Mabuse Orgasm Crackings";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Spaceship";"OCS/ECS";"";"";"";"";"spaceship doctor mabuse orgasm crackings";"Exact";"100";"Pouet";"";"";"Doctor Mabuse Orgasm Crackings";"s\spaceship-doctor-mabuse-orgasm-crackings";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010366.gif";"february 1988";"Spaceship";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10366";"spaceship spaceship doctor mabuse orgasm crackings spaceshipdoctormabuseorgasmcrackings"
"Disk, NoError, EmulTrap";"912780";"S\Spasmolytic\Spasmolytic.slave";"Spasmolytic ? 199? Spaceballs.";"0";"Spasmolytic";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Spasmolytic";"OCS/ECS";"";"";"";"";"spasmolytic";"Exact";"100";"Pouet";"amiga demo";"5th";"Spaceballs";"s\spasmolytic-spaceballs";"demo";"Amega 1991";"http://content.pouet.net/files/screenshots/00000/00000260.jpg";"june 1991";"Spasmolytic";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=260";"spasmolytic spasmolytic spaceballs spasmolyticspaceballs"
"NoError, EmulTrap, ClearMem";"196895";"S\Spellcheck\Spellcheck.Slave";"Spellcheck ? 1991 Andromeda.";"0";"Spellcheck";"Spellcheck";"1991 Andromeda";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Spellcheck";"OCS/ECS";"";"";"";"";"spellcheck andromeda";"Exact";"100";"Pouet";"amiga demo";"n/a";"Andromeda";"s\spellcheck-andromeda";"intro";"The Party 1991";"http://content.pouet.net/files/screenshots/00014/00014450.png";"december 1991";"Spellcheck";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=14450";"spellcheck spellcheck andromeda spellcheckandromeda"
"NoError, EmulTrap, ClearMem";"920208";"S\SphericalDreams\SphericalDreams.Slave";"Tuneshow IV - Spherical Dreams";"0";"SphericalDreams";"Tuneshow IV - Spherical Dreams";"1990 The Acoustic Revolution";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SphericalDreams";"OCS/ECS";"";"";"";"";"spherical dreams tuneshow 4 the acoustic revolution";"Best";"4,866434";"Pouet";"";"";"The Acoustic Revolution";"t\tuneshow-iv-spherical-dreams-the-acoustic-revolution";"musicdisk";"";"http://content.pouet.net/files/screenshots/00013/00013459.png";"february 1990";"Tuneshow IV (Spherical Dreams)";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=13459";"tuneshow 4 spherical dreams tuneshow4sphericaldreams the acoustic revolution tuneshowivsphericaldreamstheacousticrevolution"
"NoError, EmulTrap, ClearMem";"2724598";"S\Sploosh\Sploosh.Slave";"Sploosh ? 1993 Anthrox.";"0";"Sploosh";"Sploosh";"1993 Anthrox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sploosh";"OCS/ECS";"";"";"";"";"sploosh anthrox";"Exact";"100";"Pouet";"";"";"Anthrox";"s\sploosh-anthrox";"musicdisk";"";"http://content.pouet.net/files/screenshots/00003/00003613.jpg";"april 1993";"Sploosh";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3613";"sploosh sploosh anthrox splooshanthrox"
"NoError, EmulTrap, ClearMem";"1821281";"S\Sploosh15Pond\Sploosh15Pond.Slave";"Sploosh 1.5 - Pond ? 1994 Anthrox.";"0";"Sploosh15Pond";"Sploosh 1.5 - Pond";"1994 Anthrox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sploosh15Pond";"OCS/ECS";"";"";"";"";"sploosh 15 pond 1 5 anthrox";"Best";"3,688835";"Pouet";"";"";"Anthrox";"p\pond-sploosh-15-anthrox";"musicdisk";"";"http://content.pouet.net/files/screenshots/00015/00015742.png";"1994";"p.o.n.d (sploosh 1.5)";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=15742";"pond sploosh 15 pondsploosh15 anthrox pondsploosh15anthrox"
"Disk, NoError";"1812824";"S\SpringMelodies\SpringMelodies.slave";"Spring Melodies ? 1992 Anarchy (2 disks)";"0";"SpringMelodies";"Spring Melodies";"1992 Anarchy";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SpringMelodies";"OCS/ECS";"";"";"";"";"spring melodies anarchy";"Exact";"100";"Pouet";"none";"n/a";"Anarchy";"s\spring-melodies-anarchy";"musicdisk";"Eastern Conference 1992";"http://content.pouet.net/files/screenshots/00003/00003047.png";"april 1992";"Spring Melodies";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3047";"spring melodies springmelodies anarchy springmelodiesanarchy"
"NoError, EmulTrap";"926144";"S\Stag1\Stag1.slave";"Stag Series by BnK (c) 19??.";"0";"Stag1";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Stag1";"OCS/ECS";"";"";"";"";"stag 1 series bnk";"Best";"3,055542";"Pouet";"";"";"BNK-Team";"s\stag-1-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023179.jpg";"n/a";"Stag 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23179";"stag 1 stag1 bnk team stag1bnkteam"
"NoError, EmulTrap";"926144";"S\Stag2\Stag2.slave";"Stag Series by BnK (c) 19??.";"0";"Stag2";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Stag2";"OCS/ECS";"";"";"";"";"stag 2 the bnk team";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"The BNK Team";;"Slideshow";"";;"90";"Stag 2";;;"stag 2 stag2 the bnk team stag2thebnkteam"
"NoError, EmulTrap";"926144";"S\Stag3\Stag3.slave";"Stag Series by BnK (c) 19??.";"0";"Stag3";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Stag3";"OCS/ECS";"";"";"";"";"stag 3 series bnk";"Best";"2,386603";"Pouet";"";"";"BNK-Team";"s\stag-3-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023181.jpg";"n/a";"Stag 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23181";"stag 3 stag3 bnk team stag3bnkteam"
"NoError, EmulTrap";"926144";"S\Stag4\Stag4.slave";"Stag Series by BnK (c) 19??.";"0";"Stag4";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Stag4";"OCS/ECS";"";"";"";"";"stag 4 series bnk";"Best";"2,395601";"Pouet";"";"";"BNK-Team";"s\stag-4-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023182.jpg";"n/a";"Stag 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23182";"stag 4 stag4 bnk team stag4bnkteam"
"NoError, EmulTrap";"926144";"S\Stag5\Stag5.slave";"Stag Series by BnK (c) 19??.";"0";"Stag5";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Stag5";"OCS/ECS";"";"";"";"";"stag 5 series bnk";"Best";"2,460246";"Pouet";"";"";"BNK-Team";"s\stag-5-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023183.jpg";"n/a";"Stag 5";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23183";"stag 5 stag5 bnk team stag5bnkteam"
"NoError, EmulTrap";"926144";"S\Stag6\Stag6.slave";"Stag Series by BnK (c) 19??.";"0";"Stag6";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Stag6";"OCS/ECS";"";"";"";"";"stag 6 series bnk";"Best";"2,520924";"Pouet";"";"";"BNK-Team";"s\stag-6-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023184.jpg";"n/a";"Stag 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23184";"stag 6 stag6 bnk team stag6bnkteam"
"NoError, EmulTrap";"926148";"S\StagExtra\StagExtra.slave";"Stag Series by BnK (c) 19??.";"0";"StagExtra";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StagExtra";"OCS/ECS";"";"";"";"";"stag extra series bnk";"Best";"2,871769";"Pouet";"";"";"BNK-Team";"s\stag-extra-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023185.jpg";"n/a";"Stag EXTRA";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23185";"stag extra stagextra bnk team stagextrabnkteam"
"NoError, EmulTrap";"6467943";"S\StagSeries\StagSeries.slave";"Stag Series by BnK (c) 19??.";"0";"StagSeries";"Stag Series";"Bnk";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StagSeries";"OCS/ECS";"";"";"";"";"stag series bnk";"Best";"3,055542";"Pouet";"";"";"BNK-Team";"s\stag-1-bnk-team";"slideshow";"";"http://content.pouet.net/files/screenshots/00023/00023179.jpg";"n/a";"Stag 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=23179";"stag 1 stag1 bnk team stag1bnkteam"
"NoError, EmulTrap, ClearMem";"698285";"S\Stateline\Stateline.Slave";"Stateline ? 1992 Complex.";"0";"Stateline";"Stateline";"1992 Complex";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Stateline";"OCS/ECS";"";"";"";"";"stateline complex";"Exact";"100";"Pouet";"";"";"Complex";"s\stateline-complex";"demo";"";"http://content.pouet.net/files/screenshots/00009/00009571.gif";"october 1992";"Stateline";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9571";"stateline stateline complex statelinecomplex"
"Disk, NoError, EmulTrap";"918926";"S\StateOfTheArt\StateOfTheArt.Slave";"State of the Art (C) 1992 Spaceballs";"0";"StateOfTheArt";"State of the Art";"1992 Spaceballs";"1032192";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StateOfTheArt";"OCS/ECS";"";"";"";"";"state of the art spaceballs";"Exact";"100";"Pouet";"amiga demo";"1st";"Spaceballs";"s\state-of-the-art-spaceballs";"demo";"The Party 1992";"http://content.pouet.net/files/screenshots/00000/00000099.gif";"december 1992";"State of the Art";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=99";"state of the art stateoftheart spaceballs stateoftheartspaceballs"
"NoError, EmulTrap, NoDivZero, ClearMem";"463405";"S\StaticChaos\StaticChaos.Slave";"Static Chaos ? 1992 The Silents";"0";"StaticChaos";"Static Chaos";"1992 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StaticChaos";"OCS/ECS";"";"";"";"";"static chaos the silents";"Exact";"100";"Pouet";"";"";"The Silents";"s\static-chaos-the-silents";"demo";"";"http://content.pouet.net/files/screenshots/00005/00005262.gif";"july 1992";"Static Chaos";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5262";"static chaos staticchaos the silents staticchaosthesilents"
"Disk";"910883";"S\StatusQuo\StatusQuo.Slave";"Status Quo from Mad Elks (1 disk).";"0";"StatusQuo";"Status Quo";"Mad Elks";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StatusQuo";"OCS/ECS";"";"";"";"";"status quo mad elks";"Exact";"100";"Pouet";"amiga demo";"6th";"mad elks";"s\status-quo-mad-elks";"demo";"Warszawa 2 1992";"http://content.pouet.net/files/screenshots/00017/00017989.jpg";"november 1992";"status quo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17989";"status quo statusquo mad elks statusquomadelks"
"Disk";"910883";"S\StatusQuo\StatusQuoFast.Slave";"Status Quo from Mad Elks (1 disk).";"0";"StatusQuo";"Status Quo";"Mad Elks";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StatusQuo";"OCS/ECS";"";"";"";"";"status quo mad elks";"Exact";"100";"Pouet";"amiga demo";"6th";"mad elks";"s\status-quo-mad-elks";"demo";"Warszawa 2 1992";"http://content.pouet.net/files/screenshots/00017/00017989.jpg";"november 1992";"status quo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=17989";"status quo statusquo mad elks statusquomadelks"
"NoError, EmulTrap, ClearMem";"920805";"S\StereoSounds\StereoSounds.Slave";"Stereo Sounds ? 1991 Eon.";"0";"StereoSounds";"Stereo Sounds";"1991 Eon";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StereoSounds";"OCS/ECS";"";"";"";"";"stereo sounds eon";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Eon";;"Musicdisk";"Amega Party";;"7/91";"Stereo Sounds";;;"stereo sounds stereosounds eon stereosoundseon"
"NoError, EmulTrap, ClearMem";"693662";"S\SteveVizard\SteveVizard.Slave";"Steve Vizard ? 1990 Decay.";"0";"SteveVizard";"Steve Vizard";"1990 Decay";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SteveVizard";"OCS/ECS";"";"";"";"";"steve vizard decay";"Best";"4,515943";"Janeway Amiga Scene Demo Database";;;"Decay";;"Demo";"";;"10/90";"Steve Vizard Demo";;;"steve vizard demo stevevizarddemo decay stevevizarddemodecay"
"NoError, ClearMem";"566725";"S\StopFascism\StopFascism.Slave";"Stop Fascism ? 1993 Alcatraz & Interactive";"0";"StopFascism";"Stop Fascism";"1993 Alcatraz & Interactive";"393216";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"StopFascism";"OCS/ECS";"";"";"";"";"stop fascism alcatraz interactive";"Exact";"100";"Pouet";"";"";"Alcatraz,Interactive";"s\stop-fascism-alcatraz-interactive";"demo";"";"http://content.pouet.net/files/screenshots/00008/00008675.gif";"february 1993";"Stop Fascism";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8675";"stop fascism stopfascism alcatraz interactive stopfascismalcatrazinteractive"
"NoError, EmulTrap, ClearMem";"919364";"S\SubliminalVision\SubliminalVision.Slave";"Subliminal Vision ? 1991 Bass.";"0";"SubliminalVision";"Subliminal Vision";"1991 Bass";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SubliminalVision";"OCS/ECS";"";"";"";"";"subliminal vision bass";"Exact";"100";"Pouet";"";"";"Bass";"s\subliminal-vision-bass";"demo";"";"http://content.pouet.net/files/screenshots/00048/00048942.gif";"1991";"Subliminal Vision";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=48942";"subliminal vision subliminalvision bass subliminalvisionbass"
"Disk, NoError, EmulTrap";"372836";"S\Substance\Substance.Slave";"Substance, ?1991 Quartex";"0";"Substance";"- Substance -";"1991 Alliance Design / Quartex";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Substance";"OCS/ECS";"";"";"";"";"substance alliance design quartex";"Best";"4,94202";"Pouet";"amiga demo";"2nd";"Quartex,Alliance design";"s\substance-quartex-alliance-design_#2";"demo";"Amiga Summit Convention 1991";"http://content.pouet.net/files/screenshots/00003/00003017.png";"april 1991";"Substance";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3017";"substance substance quartex alliance design substancequartexalliancedesign"
"NoError, EmulTrap";"919610";"S\SubtleShades\SubtleShades.Slave";"Subtle Shades ? 1993 Nuance - 1 disk";"0";"SubtleShades";"Subtle Shades";"1993 Nuance";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SubtleShades";"OCS/ECS";"";"";"";"";"subtle shades nuance";"Exact";"100";"Pouet";"amiga demo";"2nd";"Nuance";"s\subtle-shades-nuance";"demo";"680xx Convention 1993";"http://content.pouet.net/files/screenshots/00007/00007671.jpg";"july 1993";"subtle shades";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=7671";"subtle shades subtleshades nuance subtleshadesnuance"
"NoError, Req68020, ReqAGA, ClearMem";"3342627";"S\Sumea\Sumea.Slave";"Sumea ? 1996 Virtual Dreams";"0";"Sumea";"Sumea";"1996 Virtual Dreams";"786432";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sumea";"AGA";"";"";"";"";"sumea virtual dreams";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Virtual Dreams";;"Demo";"Assembly 1996";;"";"Sumea";;;"sumea sumea virtual dreams sumeavirtualdreams"
"NoError, Req68020, ReqAGA, ClearMem";"3343240";"S\SumeaAGA\SumeaAGA.Slave";"Sumea ? 1996 Virtual Dreams";"0";"SumeaAGA";"Sumea";"1996 Virtual Dreams";"786432";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sumea";"AGA";"";"";"";"";"sumea aga virtual dreams";"Best";"3,089079";"Pouet";"amiga demo";"1st";"Virtual Dreams,Fairlight";"s\sumea-virtual-dreams-fairlight_#2";"demo";"Assembly 1996";"http://content.pouet.net/files/screenshots/00001/00001154.jpg";"august 1996";"sumea";"Amiga AGA";"http://www.pouet.net/prod.php?which=1154";"sumea sumea virtual dreams fairlight sumeavirtualdreamsfairlight"
"NoError, Req68020, ReqAGA, ClearMem";"1730381";"S\Sun\Sun.Slave";"Sun ? 1996 TRSI";"0";"Sun";"Sun";"1996 TRSI";"1232896";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sun";"AGA";"";"";"";"";"sun trsi";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"TRSI";;"Slideshow";"";;"4/95";"Sun";;;"sun sun trsi suntrsi"
"NoError, Req68020, ReqAGA, ClearMem";"1730384";"S\SunAGA\SunAGA.Slave";"Sun ? 1996 TRSI";"0";"SunAGA";"Sun";"1996 TRSI";"1232896";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sun";"AGA";"";"";"";"";"sun aga trsi";"Best";"2,572891";"Janeway Amiga Scene Demo Database";;;"TRSI";;"Slideshow";"";;"4/95";"Sun";;;"sun sun trsi suntrsi"
"NoError, EmulTrap, ClearMem";"125223";"S\SunsetGlow\SunsetGlow.Slave";"Sunset Glow ? 1988 Thrust.";"0";"SunsetGlow";"Sunset Glow";"1988 Thrust";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SunsetGlow";"OCS/ECS";"";"";"";"";"sunset glow thrust";"Exact";"100";"Pouet";"";"";"thrust";"s\sunset-glow-thrust";"demo";"";"http://content.pouet.net/files/screenshots/00018/00018963.jpg";"1988";"Sunset glow";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18963";"sunset glow sunsetglow thrust sunsetglowthrust"
"NoError";"922626";"S\SweetMusic\SweetMusic.slave";"Sweet Music music disk by Crusaders (c) 1990 - 1 disk.";"0";"SweetMusic";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SweetMusic";"OCS/ECS";"";"";"";"";"sweet music";"Exact";"100";"Pouet";"";"";"Crusaders";"s\sweet-music-crusaders";"musicdisk";"";"http://content.pouet.net/files/screenshots/00005/00005501.gif";"december 1990";"sweet music";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5501";"sweet music sweetmusic crusaders sweetmusiccrusaders"
"NoError, EmulTrap";"950423";"S\SweetRevenge\SweetRevenge.Slave";"Sweet Revenge (c) 1992 Decay - 1 disk.";"0";"SweetRevenge";"Sweet Revenge";"1992 Decay";"933888";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SweetRevenge";"OCS/ECS";"";"";"";"";"sweet revenge decay";"Exact";"100";"Pouet";"";"";"decay";"s\sweet-revenge-decay";"demo";"";"http://content.pouet.net/files/screenshots/00010/00010296.jpg";"june 1992";"Sweet Revenge";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10296";"sweet revenge sweetrevenge decay sweetrevengedecay"
"Disk, NoError, EmulTrap";"915677";"S\SwelteringForest\SwelteringForest.Slave";"Sweltering Forest ? 1993/94 Apocalypse Bay - 1 disk";"0";"SwelteringForest";"Sweltering Forest";"1993/94 Apocalypse Bay ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SwelteringForest";"OCS/ECS";"";"";"";"";"sweltering forest apocalypse bay";"Exact";"100";"Custom Demos";;;"Apocalypse Bay";;"";"";;"1994";"Sweltering Forest";"ECS/OCS";;"sweltering forest swelteringforest apocalypse bay swelteringforestapocalypsebay"
"NoError, EmulTrap, ReqAGA";"2334953";"S\Switchback\Switchback.Slave";"Switchback ? 1994 Rebels.";"0";"Switchback";"Switchback";"1994 Rebels";"1572864";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Switchback";"AGA";"";"";"";"";"switchback rebels";"Exact";"100";"Pouet";"amiga demo";"1st";"Rebels";"s\switchback-rebels";"demo";"Doom&apos";"http://content.pouet.net/files/screenshots/00002/00002744.jpg";"october 1994";"switchback";"Amiga AGA";"http://www.pouet.net/prod.php?which=2744";"switchback switchback rebels switchbackrebels"
"NoError, EmulTrap, ReqAGA";"2339320";"S\SwitchbackAGA\SwitchbackAGA.Slave";"Switchback ? 1994 Rebels.";"0";"SwitchbackAGA";"Switchback";"1994 Rebels";"1572864";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Switchback";"AGA";"";"";"";"";"switchback aga rebels";"Best";"3,113818";"Pouet";"amiga demo";"1st";"Rebels";"s\switchback-rebels";"demo";"Doom&apos";"http://content.pouet.net/files/screenshots/00002/00002744.jpg";"october 1994";"switchback";"Amiga AGA";"http://www.pouet.net/prod.php?which=2744";"switchback switchback rebels switchbackrebels"
"NoError, EmulTrap, ClearMem";"134356";"S\Synthesis\Synthesis.Slave";"Synthesis ? 1990 Underground";"0";"Synthesis";"Synthesis";"1990 Underground";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Synthesis";"OCS/ECS";"";"";"";"";"synthesis";"Exact";"100";"Custom Demos";;;"Underground";;"";"";;"1990";"Synthesis";"ECS/OCS";;"synthesis synthesis underground synthesisunderground"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"6859901";"S\SynthesisNetwork\SynthesisNetwork.slave";"Synthesis ? 1998 Network.";"0";"SynthesisNetwork";"Synthesis";"1998 Network";"2093056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SynthesisNetwork";"AGA";"";"";"";"";"synthesis network";"Exact";"100";"Pouet";"amiga demo";"3rd";"Network";"s\synthesis-network";"demo";"Assembly 1998";"http://content.pouet.net/files/screenshots/00003/00003517.jpg";"august 1998";"synthesis";"Amiga AGA";"http://www.pouet.net/prod.php?which=3517";"synthesis synthesis network synthesisnetwork"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"6860518";"S\SynthesisNetworkAGA\SynthesisNetworkAGA.slave";"Synthesis ? 1998 Network.";"0";"SynthesisNetworkAGA";"Synthesis";"1998 Network";"2093056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SynthesisNetwork";"AGA";"";"";"";"";"synthesis network aga";"Best";"3,1923";"Pouet";"amiga demo";"3rd";"Network";"s\synthesis-network";"demo";"Assembly 1998";"http://content.pouet.net/files/screenshots/00003/00003517.jpg";"august 1998";"synthesis";"Amiga AGA";"http://www.pouet.net/prod.php?which=3517";"synthesis synthesis network synthesisnetwork"
"NoError, EmulTrap, ClearMem";"870197";"S\SyntheticVibes\SyntheticVibes.Slave";"Synthetic Vibes 1991 Quartz.";"0";"SyntheticVibes";"Synthetic Vibes";"1991 Quartz";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SyntheticVibes";"OCS/ECS";"";"";"";"";"synthetic vibes quartz";"Exact";"100";"Pouet";"n/a";"n/a";"Quartz";"s\synthetic-vibes-quartz";"musicdisk";"World of Commodore 1991";"http://content.pouet.net/files/screenshots/00033/00033747.jpg";"november 1991";"Synthetic Vibes";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=33747";"synthetic vibes syntheticvibes quartz syntheticvibesquartz"
"NoError";"920307";"S\SystemViolation\SystemViolation.Slave";"System Violation ? 1991 Anarchy - 1 disk";"0";"SystemViolation";"System Violation";"1991 Anarchy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SystemViolation";"OCS/ECS";"";"";"";"";"system violation anarchy";"Exact";"100";"Pouet";"amiga demo";"2nd";"Anarchy";"s\system-violation-anarchy";"demo";"Anarchy Winter Conference 1991";"http://content.pouet.net/files/screenshots/00008/00008884.png";"february 1991";"system violation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8884";"system violation systemviolation anarchy systemviolationanarchy"
"NoError, EmulTrap, ClearMem";"397581";"T\Tag\Tag.Slave";"Tag ? 1993 Jetset & Skid Row.";"0";"Tag";"Tag";"1993 Jetset & Skid Row";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tag";"OCS/ECS";"";"";"";"";"tag jetset skid row";"Exact";"100";"Pouet";"";"";"Jetset,Skid Row";"t\tag-jetset-skid-row";"demo";"";"http://content.pouet.net/files/screenshots/00002/00002995.gif";"may 1993";"TAG";"Amiga AGA,Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=2995";"tag tag jetset skid row tagjetsetskidrow"
