"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query"
"NoError, EmulPriv, Examine";"1032532";"M\MiG29MSuperFulcrum\MiG29MSuperFulcrum.Slave";"MiG-29M Super Fulcrum ? 1991 Domark.";"0";"MiG29MSuperFulcrum";"MiG-29M Super Fulcrum";"1991 Domark";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MiG29MSuperFulcrum";"OCS/ECS";"";"";"";"";"";"mi 29 msuper fulcrum super"
"NoError, EmulTrap";"386656";"M\Mig29SovietFighter\Mig29SovietFighter.Slave";"Mig-29 Soviet Fighter by Code Masters/Rapier Design (c) 1990 - 1 disk.";"0";"Mig29SovietFighter";"Mig-29 Soviet Fighter";"1990 CodeMasters";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Mig29SovietFighter";"OCS/ECS";"";"";"";"";"";"mig 29 soviet fighter"
"NoError, EmulPriv, Examine";"1386523";"M\Might&Magic2\Might&Magic2.Slave";"Might and Magic ][ - Gates to Another World ? 1990 New World Computing.";"0";"Might&Magic2";"Might and Magic 2 - Gates to Another World.";"1990 New World Computing.";"417792";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Might&Magic2";"OCS/ECS";"";"";"";"";"";"might magic 2 and gates to another world"
"NoError, EmulPriv, Examine";"5076964";"M\MightAndMagic3\MightAndMagic3.Slave";"Might & Magic III - Isles of Terra ? 1991 New World";"0";"MightAndMagic3";"Might & Magic III";"1991 New World Computing";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MightAndMagic3";"OCS/ECS";"";"";"";"";"";"might and magic 3"
"NoError, EmulPriv, Examine";"5070220";"M\MightAndMagic3De\MightAndMagic3.Slave";"Might & Magic III - Isles of Terra ? 1991 New World";"0";"MightAndMagic3De";"Might & Magic III";"1991 New World Computing";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MightAndMagic3";"OCS/ECS";"De";"";"";"";"";"might and magic 3"
"NoError, EmulTrap, NoKbd";"738822";"M\MightyBombJack\MightyBombjack.Slave";"Mighty Bombjack (c) 1990 Elite - 1 disk.";"0";"MightyBombJack";"Mighty Bombjack";"1990 Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MightyBombJack";"OCS/ECS";"";"";"";"";"";"mighty bomb jack bombjack"
"NoError, EmulTrap, ClearMem";"366220";"M\MikeReadsComputerPopQuiz\MikeReadsComputerPopQuiz.Slave";"Mike Read's Computer Pop Quiz (c) 1988 Elite - 1 disk.";"0";"MikeReadsComputerPopQuiz";"Mike Read";"1988 Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MikeReadsComputerPopQuiz";"OCS/ECS";"";"";"";"";"";"mike reads computer pop quiz read"
"NoError, EmulPriv, ClearMem, Examine";"2103250";"M\MikroMortalTennis\MikroMortalTennis.Slave";"Mikro Mortal Tennis ? 1996 Skywards Software";"0";"MikroMortalTennis";"Mikro Mortal Tennis";"1996 Skywards Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MikroMortalTennis";"OCS/ECS";"";"";"";"";"";"mikro mortal tennis"
"Disk, NoError, EmulTrap, EmulPriv";"792686";"M\Millennium22\Millennium22.Slave";"Millennium 2?2 ? 1989 Ian Bird/Electric Dreams.";"0";"Millennium22";"Millennium 2?2";"1989 Ian Bird / Electric Dreams";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Millennium22";"OCS/ECS";"";"";"";"";"";"millennium 22 2"
"NoError, EmulPriv, Examine";"458749";"M\Mindbender\Mindbender.Slave";"Mindbender ? 1989 Gremlin";"0";"Mindbender";"MindBender";"1989 Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Mindbender";"OCS/ECS";"";"";"";"";"";"mindbender"
"NoError, EmulPriv, Examine";"357193";"M\Mindfighter\Mindfighter.Slave";"Mindfighter ? 1988 Abstract Concepts.";"0";"Mindfighter";"Mindfighter";"1988 Abstract Concepts";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Mindfighter";"OCS/ECS";"";"";"";"";"";"mindfighter"
"NoError, EmulTrap, NoDivZero, EmulPriv, Examine";"813038";"M\Mindroll\Mindroll.Slave";"Mind-Roll ? 1988 Thalamus";"0";"Mindroll";"Mind-Roll";"1988 Thalamus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Mindroll";"OCS/ECS";"";"";"";"";"";"mindroll mind roll"
"NoError, EmulPriv, ClearMem, Examine";"720459";"M\Mindshadow\Mindshadow.Slave";"Mindshadow ? 1985 Activision";"0";"Mindshadow";"Mindshadow";"1985 Activision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Mindshadow";"OCS/ECS";"";"";"";"";"";"mindshadow"
"NoError, EmulPriv, Examine";"427911";"M\MindWalker\MindWalker.slave";"Mind Walker ? 1986 Synapse.";"0";"MindWalker";"Mind Walker";"1986 Bill Williams/Synapse";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MindWalker";"OCS/ECS";"";"";"";"";"";"mind walker"
"NoError, EmulPriv, Examine";"797738";"M\MiniGolf\MiniGolf.Slave";"Mini Golf ? 1988 Magic Bytes";"0";"MiniGolf";"Mini Golf";"1988 Magic Bytes";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MiniGolf";"OCS/ECS";"";"";"";"";"";"mini golf"
"NoError, EmulPriv, Examine";"781711";"M\MiniGolfPlus\MiniGolfPlus.slave";"Mini Golf Plus ? 1988 Starbyte";"0";"MiniGolfPlus";"Mini Golf Plus";"1988 Starbyte";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MiniGolfPlus";"OCS/ECS";"";"";"";"";"";"mini golf plus"
"NoError, Req68020, ReqAGA, EmulPriv";"3334934";"M\MinskiesAGA\MinskiesAGA.slave";"Minskies - The Abduction ? 1996 Binary Emotions";"0";"MinskiesAGA";"Minskies - The Abduction (AGA)";"1994 Binary Emotions";"2093056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"Minskies";"AGA";"";"";"";"";"";"minskies the abduction"
"NoError, EmulPriv";"3334931";"M\Minskies\Minskies.slave";"Minskies - The Abduction ? 1996 Binary Emotions";"0";"Minskies";"Minskies - The Abduction (ECS)";"1994 Binary Emotions";"1044480";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Minskies";"OCS/ECS";"";"";"";"";"";"minskies the abduction"
"NoError, EmulPriv, ClearMem, Examine";"5644872";"M\MisjaHaroldaPl\MisjaHaroldaPl.slave";"Misja Harolda ?1994 MarkSoft";"0";"MisjaHaroldaPl";"Misja Harolda";"1994 MarkSoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MisjaHarolda";"OCS/ECS";"Pl";"";"";"";"";"misja harolda"
"NoError, EmulTrap, ReqAGA, ClearMem";"1173263";"M\MissilesOverXerion\MissilesOverXerion.slave";"Missiles Over Xerion by Kingsoft/Cycletech (c) 1994 - 2 disks.";"0";"MissilesOverXerion";"Missiles Over Xerion";"1994 Kingsoft";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MissilesOverXerion";"AGA";"";"";"";"";"";"missiles over xerion"
"EmulTrap, EmulPriv, Examine";"374904";"M\MissionElevator\MissionElevator.Slave";"Mission Elevator ? 1987 Micropartner.";"0";"MissionElevator";"<=/=/=/=/=[ Mission Elevator ]=\=\=\=\=>";"1987 Micropartner";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MissionElevator";"OCS/ECS";"";"";"";"";"";"mission elevator"
"NoError, EmulPriv, Examine";"603768";"M\Moebius\Moebius.Slave";"Moebius ? 1987 Origin.";"0";"Moebius";"Moebius";"1987 Origin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Moebius";"OCS/ECS";"";"";"";"";"";"moebius"
"NoError, EmulPriv, Examine";"8877290";"M\MonkeyIsland2\MonkeyIsland2.Slave";"";"0";"MonkeyIsland2";"Secret Of Monkey Island 2";"1992 Lucasfilm Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MonkeyIsland2";"OCS/ECS";"";"";"";"";"";"monkey island 2 secret of"
"NoError, EmulPriv, Examine";"8948676";"M\MonkeyIsland2Fr\MonkeyIsland2Fr.Slave";"";"0";"MonkeyIsland2Fr";"Secret Of Monkey Island 2";"1992 Lucasfilm Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MonkeyIsland2";"OCS/ECS";"Fr";"";"";"";"";"monkey island 2 secret of"
"NoError, EmulPriv, Examine";"8922908";"M\MonkeyIsland2It\MonkeyIsland2It.Slave";"";"0";"MonkeyIsland2It";"Secret Of Monkey Island 2";"1992 Lucasfilm Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MonkeyIsland2";"OCS/ECS";"It";"";"";"";"";"monkey island 2 secret of"
"NoError, EmulPriv, Examine";"8936200";"M\MonkeyIsland2De\MonkeyIsland2De.Slave";"";"0";"MonkeyIsland2De";"Secret Of Monkey Island 2";"1992 Lucasfilm Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MonkeyIsland2";"OCS/ECS";"De";"";"";"";"";"monkey island 2 secret of"
"NoError, EmulPriv, Examine";"8918720";"M\MonkeyIsland2Es\MonkeyIsland2Es.Slave";"";"0";"MonkeyIsland2Es";"Secret Of Monkey Island 2";"1992 Lucasfilm Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MonkeyIsland2";"OCS/ECS";"Es";"";"";"";"";"monkey island 2 secret of"
"NoError, EmulTrap, ClearMem";"661857";"M\MonsterBusiness\MonsterBusiness.Slave";"Monster Business ? 1991 Eclipse.";"0";"MonsterBusiness";"Monster Business";"1991 Eclipse";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MonsterBusiness";"OCS/ECS";"";"";"";"";"";"monster business"
"NoError, EmulTrap, ClearMem";"1496279";"M\Moochies\Moochies.Slave";"The Moochies by Breadline (c) 1991 - 2 disks.";"0";"Moochies";"The Moochies";"1991 Breadline";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Moochies";"OCS/ECS";"";"";"";"";"";"moochies the"
"NoError, EmulTrap, NoDivZero, ClearMem";"689773";"M\MoonBlasterFr\MoonBlasterFr.Slave";"MoonBlaster ? 1990 Loriciel.";"0";"MoonBlasterFr";"Moon Blaster";"1990 Loriciel";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MoonBlaster";"OCS/ECS";"Fr";"";"";"";"";"moon blaster"
"NoError, EmulPriv, Examine";"469981";"M\Moonfall\Moonfall.Slave";"Moonfall ? 1991 21st Century Entertainment";"0";"Moonfall";"Moonfall";"1991 21st Century";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Moonfall";"OCS/ECS";"";"";"";"";"";"moonfall"
"NoError, EmulTrap";"1840243";"M\MoonShineRacers\MoonShineRacers.Slave";"Moonshine Racers (c) 1991 Millennium - 2 disks.";"0";"MoonShineRacers";"Moonshine Racers";"1991 Peak Star/Millennium";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MoonShineRacers";"OCS/ECS";"";"";"";"";"";"moon shine racers moonshine"
"NoError";"2339084";"M\Moonstone\Moonstone.Slave";"Moonstone ? 1991 Mindscape.";"0";"Moonstone";"Moonstone";"1991 Mindscape";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Moonstone";"OCS/ECS";"";"";"";"";"";"moonstone"
"NoError, EmulTrap, NoDivZero, ClearMem";"1794235";"M\Moonwalker\Moonwalker.Slave";"Moon Walker ? 1989 US Gold/Emerald SoftWare.";"0";"Moonwalker";"MoonWalker";"1989 Us Gold/Emerald Software";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Moonwalker";"OCS/ECS";"";"";"";"";"";"moonwalker"
"NoError, ReqAGA, EmulPriv, Examine";"1397832";"M\MorphCD32\MorphCD32.Slave";"Morph by Millennium/Flair (c) 1993 - 2 disks or 1 CD.";"0";"MorphCD32";"Morph [AGA/CD32]";"1993 Millennium";"1376256";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"Morph";"CD32";"";"";"";"";"";"morph"
"NoError, ReqAGA, EmulPriv, Examine";"1404239";"M\MorphAGA\MorphAGA.Slave";"Morph by Millennium/Flair (c) 1993 - 2 disks or 1 CD.";"0";"MorphAGA";"Morph [AGA/CD32]";"1993 Millennium";"1376256";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"Morph";"AGA";"";"";"";"";"";"morph"
"NoError, EmulTrap";"1813517";"M\Morph\Morph.Slave";"Morph by Millennium/Flair (c) 1993 - 2 disks or 1 CD.";"0";"Morph";"Morph (OCS)";"1993 Millennium";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Morph";"OCS/ECS";"";"";"";"";"";"morph"
"NoError, EmulTrap";"1973679";"M\MortalKombat\MortalKombat.Slave";"Mortal Kombat (c) 1993 Acclaim - 2 disks.";"0";"MortalKombat";"Mortal Kombat";"1993 Acclaim";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MortalKombat";"OCS/ECS";"";"";"";"";"";"mortal kombat"
"NoError, EmulTrap";"1973687";"M\MortalKombatCensored\MortalKombatCensored.Slave";"Mortal Kombat (c) 1993 Acclaim - 2 disks.";"0";"MortalKombatCensored";"Mortal Kombat";"1993 Acclaim";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MortalKombat";"OCS/ECS";"";"";"";"Censored";"";"mortal kombat"
"NoError, EmulTrap";"3006599";"M\MortalKombat21MB\MortalKombat21MB.slave";"Mortal Kombat 2 (c) 1994 Acclaim - 3/4 disks.";"0";"MortalKombat21MB";"Mortal Kombat 2";"1994 Acclaim";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MortalKombat2";"OCS/ECS";"";"1MB";"";"";"";"mortal kombat 2"
"NoError, EmulTrap";"3006611";"M\MortalKombat22MB\MortalKombat22MB.slave";"Mortal Kombat 2 (c) 1994 Acclaim - 3/4 disks.";"0";"MortalKombat22MB";"Mortal Kombat 2 (2Mb chip)";"1994 Acclaim";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MortalKombat2";"OCS/ECS";"";"2MB";"";"";"";"mortal kombat 2 mb chip"
"NoError, EmulTrap, ReqAGA";"1213450";"M\MortonStrikesBackAGA\MortonStrikesBackAGA.Slave";"Morton Strikes Back ? 1994 .";"0";"MortonStrikesBackAGA";"Morton Strikes Back AGA";"1994 Confused Pelican Software";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"MortonStrikesBack";"AGA";"";"";"";"";"";"morton strikes back"
"NoError, EmulPriv, Examine";"725807";"M\MortonStrikesBack\MortonStrikesBack.Slave";"Morton Strikes Back ? 1994 .";"0";"MortonStrikesBack";"Morton Strikes Back";"1994 Confused Pelican";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MortonStrikesBack";"OCS/ECS";"";"";"";"";"";"morton strikes back"
"NoError, EmulPriv";"826780";"M\MortvilleManor\MortvilleManor.Slave";"Le Manoir de Mortvielle ? 1988 Lankhor.";"0";"MortvilleManor";"Mortville Manor/Manoir de MortVielle/Landsitz von Mortville";"1988 Lankhor";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MortvilleManor";"OCS/ECS";"";"";"";"";"";"mortville manor manoir de mort vielle landsitz von"
"NoError, EmulTrap, NoDivZero, ClearMem";"1854806";"M\MOT\MOT.Slave";"MOT ? 1989 Opera Soft.";"0";"MOT";"Mot";"1989 Opera Soft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MOT";"OCS/ECS";"";"";"";"";"";"mot"
"NoError, EmulPriv";"923970";"M\MotorbikeMadness\MotorbikeMadness.Slave";"Motorbike Madness ? 1988 Mastertronic";"0";"MotorbikeMadness";"-) Motorbike Madness (-";"1988 Mastertronic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MotorbikeMadness";"OCS/ECS";"";"";"";"";"";"motorbike madness"
"NoError, EmulTrap";"949657";"M\Motorhead\Motorhead.Slave";"Motorhead (c) 1992 Virgin - 1 disk.";"0";"Motorhead";"Motorhead";"1992 Virgin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Motorhead";"OCS/ECS";"";"";"";"";"";"motorhead"
"NoError, EmulPriv, ClearMem, Examine";"821473";"M\MotorMassacre\MotorMassacre.Slave";"Motor Massacre (c) 1988 Gray Matter/Gremlin - 1 disk.";"0";"MotorMassacre";"Motor Massacre";"1988 Gray Matter/Gremlin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MotorMassacre";"OCS/ECS";"";"";"";"";"";"motor massacre"
"NoError, EmulTrap";"102364";"M\MouseQuest\MouseQuest.Slave";"Mouse Quest (c) 1987 Micro Value/Tynesoft - 1 disk.";"0";"MouseQuest";"MouseQuest";"1987 Micro Value/TDC";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MouseQuest";"OCS/ECS";"";"";"";"";"";"mouse quest"
"NoError, EmulTrap";"268960";"M\Mousetrap\Mousetrap.Slave";"Mousetrap (c) 1987 Micro Value/Tynesoft - 1 disk.";"0";"Mousetrap";"Mousetrap";"1987 Micro Value/Tynesoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Mousetrap";"OCS/ECS";"";"";"";"";"";"mousetrap"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"925780";"M\MPythonsFlyingCircus\MPythonsFlyingCircus.Slave";"Monty Python's Flying Circus ? 1990 Core Design/Virgin.";"0";"MPythonsFlyingCircus";"Monty Pythons Flying Circus";"1990 Core Design/Virgin Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MPythonsFlyingCircus";"OCS/ECS";"";"";"";"";"";"mpythons flying circus monty pythons"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"925793";"M\MPythonsFlyingCircusNTSC\MPythonsFlyingCircusNTSC.Slave";"Monty Python's Flying Circus ? 1990 Core Design/Virgin.";"0";"MPythonsFlyingCircusNTSC";"Monty Pythons Flying Circus";"1990 Core Design/Virgin Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MPythonsFlyingCircus";"OCS/ECS";"";"";"";"NTSC";"";"mpythons flying circus monty pythons"
"NoError, EmulTrap, NoKbd";"1815197";"M\MrBlobby\MrBlobby.slave";"Mr.Blobby by Millennium/Freestyle (c) 1994 - 2 disks.";"0";"MrBlobby";"Mr. Blobby";"1994 Millennium";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MrBlobby";"OCS/ECS";"";"";"";"";"";"mr blobby"
"NoError, EmulTrap";"300640";"M\MrDoRunRunImage\MrDoRunRunImage.Slave";"Mr Do! Run Run (c) 1990 Electrocoin - 1 disk.";"0";"MrDoRunRunImage";"Mr Do! Run Run";"1990 Electrocoin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MrDoRunRun";"OCS/ECS";"";"";"";"Image";"";"mr do run"
"NoError, EmulTrap";"170044";"M\MrDoRunRunFiles\MrDoRunRunFiles.Slave";"Mr Do! Run Run (c) 1990 Electrocoin - 1 disk.";"0";"MrDoRunRunFiles";"Mr Do! Run Run";"1990 Electrocoin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MrDoRunRun";"OCS/ECS";"";"";"";"Files";"";"mr do run"
"NoError, EmulPriv, Examine";"806351";"M\MrHeli\MrHeli.slave";"Mr Heli by Firebird (c) 1987 - 1 disk.";"0";"MrHeli";"Mr.Heli";"1987 Firebird";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MrHeli";"OCS/ECS";"";"";"";"";"";"mr heli"
"NoError, EmulPriv, Examine";"1141305";"M\MrMenOlympics\MrMenOlympics.slave";"";"0";"MrMenOlympics";"Mr Men Olympics";"1993 Unity Productions.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MrMenOlympics";"OCS/ECS";"";"";"";"";"";"mr men olympics"
"Disk, NoError, EmulTrap";"3072119";"M\MrNutz\MrNutz.Slave";"Mr. Nutz (c) 1994 Ocean/Neon";"0";"MrNutz";"Mr. Nutz";"1994 Ocean/Neon";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MrNutz";"OCS/ECS";"";"";"";"";"";"mr nutz"
"Disk, NoError, EmulTrap";"1813963";"M\MUDS\MUDS.slave";"M.U.D.S. ? 1990 Rainbow Arts.";"0";"MUDS";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MUDS";"OCS/ECS";"";"";"";"";"";"muds"
"NoError, ClearMem";"205956";"M\MultiPlayerSoccerManager\MultiPlayerSoccerManager.Slave";"Multi Player Soccer Manager ?1991 D & H Games";"0";"MultiPlayerSoccerManager";"Multi Player Soccer Manager";"1991 D & H Games";"335872";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MultiPlayerSoccerManager";"OCS/ECS";"";"";"";"";"";"multi player soccer manager"
"NoError, EmulTrap";"588484";"M\Munsters\Munsters.Slave";"The Munsters by Tiger Developments/Teque (c) 1988 - 1 disk.";"0";"Munsters";"The Munsters";"1988 Teque";"528384";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Munsters";"OCS/ECS";"";"";"";"";"";"munsters the"
"NoError, EmulTrap";"545681";"M\Murder\Murder.Slave";"Murder by US Gold (c) 1990 - 1 disk.";"0";"Murder";"Murder";"1990 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Murder";"OCS/ECS";"";"";"";"";"";"murder"
"NoError, Req68020";"2747671";"M\MurdersInSpace\MurdersInSpace.Slave";"MurderInSpace ? 1990 Infogrames.";"0";"MurdersInSpace";"Murders In Space";"1990 Infogrames";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MurdersInSpace";"OCS/ECS";"";"";"";"";"";"murders in space"
"Disk, NoError, EmulTrap, EmulPriv, ClearMem";"1838554";"M\MurdersInSpaceImage\MurdersInSpaceImage.Slave";"Murder In Space ? 1990 Infogrames.";"0";"MurdersInSpaceImage";"Murders In Space";"1990 Infogrames";"499712";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MurdersInSpace";"OCS/ECS";"";"";"";"Image";"";"murders in space"
"Disk, NoError, EmulTrap, EmulPriv, ClearMem";"1047725";"M\MurdersInSpaceFiles\MurdersInSpaceFiles.Slave";"Murder In Space ? 1990 Infogrames.";"0";"MurdersInSpaceFiles";"Murders In Space";"1990 Infogrames";"499712";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MurdersInSpace";"OCS/ECS";"";"";"";"Files";"";"murders in space"
"Disk, NoError, EmulTrap";"928767";"M\MysteriousWorlds\MysteriousWorlds.Slave";"Mysterious Worlds (c) 1990 Playstone Design/Amigafun.";"0";"MysteriousWorlds";"Mysterious Worlds";"1990 Playstone Design";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MysteriousWorlds";"OCS/ECS";"";"";"";"";"";"mysterious worlds"
"NoError, EmulPriv, Examine";"1846580";"M\MysteryOfTheMummy\MysteryOfTheMummy.Slave";"Mystery of the Mummy ? 1988 Rainbow Arts.";"0";"MysteryOfTheMummy";"Mystery of the Mummy";"1988 Rainbow Arts";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MysteryOfTheMummy";"OCS/ECS";"";"";"";"";"";"mystery of the mummy"
"NoError, EmulTrap, NoDivZero, ClearMem";"696151";"M\Mystical\Mystical.Slave";"Mystical ? 1990 Infogrames.";"0";"Mystical";"Mystical";"1990 Infogrames";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Mystical";"OCS/ECS";"";"";"";"";"";"mystical"
"Disk, NoError, EmulTrap, ClearMem";"2736775";"M\Myth\Myth.Slave";"Myth by System 3 (c) 1992 - 3 disks or 1 CD.";"0";"Myth";"Myth";"1992 System 3";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Myth";"OCS/ECS";"";"";"";"";"";"myth"
"NoError, EmulTrap, ClearMem";"2739097";"M\MythHistoryInMakingCD32\MythHistoryInMakingCD32.slave";"Myth by System 3 (c) 1992 - 3 disks or 1 CD.";"0";"MythHistoryInMakingCD32";"Myth";"1992 System 3";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload_aga\combined";"MythHistoryInMaking";"CD32";"";"";"";"";"";"myth history in making"
"NoError, EmulTrap, ClearMem";"2739046";"M\MythHistoryInTheMaking\MythHistoryInTheMaking.Slave";"Myth by System 3 (c) 1992 - 3 disks or 1 CD.";"0";"MythHistoryInTheMaking";"Myth";"1992 System 3";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"MythHistoryInTheMaking";"OCS/ECS";"";"";"";"";"";"myth history in the making"
